stnnbr,oxygen,ctdoxy,latitude,longitude,ctdtmp,ctdsal,ctdprs,date,cruise
1,75.61348985971583,75.597,47.1114,-126.0506,1.759,34.6326,2309.548,2011-08-12T00:00:00Z,WCOA 2011
1,29.381158242792562,29.56,47.1114,-126.0506,2.675,-999,1488.59,2011-08-12T00:00:00Z,WCOA 2011
1,10.650594748782254,11.242,47.1114,-126.0506,3.771,-999,1001.144,2011-08-12T00:00:00Z,WCOA 2011
1,9.782508094618342,10.717,47.1114,-126.0506,4.351,-999,758.773,2011-08-12T00:00:00Z,WCOA 2011
1,30.44178490948562,30.575,47.1114,-126.0506,5.233,-999,500.382,2011-08-12T00:00:00Z,WCOA 2011
1,111.06802721163088,110.299,47.1114,-126.0506,7.074,-999,201.035,2011-08-12T00:00:00Z,WCOA 2011
1,253.82030088786328,255.764,47.1114,-126.0506,8.126,-999,80.005,2011-08-12T00:00:00Z,WCOA 2011
1,251.5210973524188,254.174,47.1114,-126.0506,16.677,31.7432,3.29,2011-08-12T00:00:00Z,WCOA 2011
2,31.61931134873953,30.112,47.541,-125.6785,2.623,34.5212,1439.558,2011-08-12T00:00:00Z,WCOA 2011
2,12.563573588740148,10.778,47.541,-125.6785,3.811,-999,1000.674,2011-08-12T00:00:00Z,WCOA 2011
2,9.738675489965303,10.178,47.541,-125.6785,4.195,-999,850.493,2011-08-12T00:00:00Z,WCOA 2011
2,33.00789893591174,32.436,47.541,-125.6785,5.22,-999,500.945,2011-08-12T00:00:00Z,WCOA 2011
2,114.5143531919896,114.856,47.541,-125.6785,7.446,-999,200.174,2011-08-12T00:00:00Z,WCOA 2011
2,233.01697000611077,234.3,47.541,-125.6785,8.77,-999,80.275,2011-08-12T00:00:00Z,WCOA 2011
2,249.14205961563783,253.965,47.541,-125.6785,16.759,31.7626,1.491,2011-08-12T00:00:00Z,WCOA 2011
3,10.65164664928176,10.443,47.795,-125.4692,4.171,34.3193,865.372,2011-08-12T00:00:00Z,WCOA 2011
3,13.695389239591973,11.204,47.795,-125.4692,4.296,-999,800.034,2011-08-12T00:00:00Z,WCOA 2011
3,13.522452777989836,13.104,47.795,-125.4692,4.581,-999,700.078,2011-08-12T00:00:00Z,WCOA 2011
3,26.701562085907813,28.527,47.795,-125.4692,5.25,-999,499.899,2011-08-12T00:00:00Z,WCOA 2011
3,107.67751164491087,106.538,47.795,-125.4692,7.162,-999,200.684,2011-08-12T00:00:00Z,WCOA 2011
3,178.70797269728948,184.779,47.795,-125.4692,8.372,-999,100.048,2011-08-12T00:00:00Z,WCOA 2011
3,283.53981580264764,275.083,47.795,-125.4692,9.449,-999,40.097,2011-08-12T00:00:00Z,WCOA 2011
3,261.32911188621927,262.762,47.795,-125.4692,16.072,31.7829,1.936,2011-08-12T00:00:00Z,WCOA 2011
4,76.77732625159351,75.52,47.9848,-125.3083,6.554,33.9714,257.424,2011-08-13T00:00:00Z,WCOA 2011
4,88.04655285276908,85.818,47.9848,-125.3083,6.71,-999,199.488,2011-08-13T00:00:00Z,WCOA 2011
4,97.79668719749894,97.52,47.9848,-125.3083,7.005,-999,149.815,2011-08-13T00:00:00Z,WCOA 2011
