 station cast   lat    long    jday   mo/da/yr   gmt
 103      1   24.390 -88.008   286    10/13/21  0319 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.389   29.389   36.168    0.005    0.994   193.039
    2   29.389   29.389   36.167    0.010    1.987   193.065
    3   29.389   29.388   36.167    0.015    2.981   193.091
    4   29.389   29.388   36.167    0.020    3.974   193.117
    5   29.389   29.388   36.166    0.025    4.968   192.543
    6   29.380   29.379   36.167    0.030    5.962   194.009
    7   29.381   29.379   36.167    0.035    6.955   194.374
    8   29.379   29.377   36.167    0.040    7.949   193.728
    9   29.381   29.379   36.167    0.045    8.942   194.029
   10   29.382   29.380   36.167    0.050    9.936   194.047
   11   29.383   29.380   36.167    0.055    10.929   193.751
   12   29.384   29.381   36.167    0.060    11.923   193.610
   13   29.382   29.379   36.167    0.066    12.917   193.763
   14   29.383   29.379   36.167    0.071    13.910   193.981
   15   29.383   29.379   36.167    0.076    14.904   194.109
   16   29.383   29.379   36.167    0.081    15.897   194.084
   17   29.383   29.378   36.166    0.086    16.891   193.930
   18   29.381   29.377   36.166    0.091    17.884   193.952
   19   29.378   29.374   36.166    0.096    18.878   193.881
   20   29.360   29.355   36.166    0.101    19.871   193.891
   21   29.340   29.335   36.165    0.106    20.865   193.820
   22   29.302   29.297   36.164    0.111    21.858   194.139
   23   29.273   29.267   36.163    0.116    22.852   194.220
   24   29.211   29.205   36.161    0.121    23.845   194.362
   25   29.173   29.166   36.161    0.126    24.839   194.481
   26   29.112   29.105   36.164    0.131    25.832   194.657
   27   29.041   29.034   36.170    0.136    26.826   194.698
   28   29.007   29.001   36.175    0.141    27.819   195.083
   29   28.965   28.958   36.183    0.146    28.813   195.044
   30   28.930   28.923   36.189    0.150    29.806   195.579
   31   28.718   28.710   36.203    0.155    30.800   195.628
   32   28.563   28.556   36.217    0.160    31.793   195.576
   33   28.445   28.437   36.227    0.165    32.787   195.508
   34   28.384   28.376   36.230    0.169    33.780   195.700
   35   28.326   28.318   36.235    0.174    34.773   195.969
   36   28.279   28.271   36.240    0.179    35.767   195.112
   37   28.263   28.254   36.243    0.183    36.760   195.302
   38   28.202   28.193   36.247    0.188    37.754   195.400
