 station cast   lat    long    jday   mo/da/yr   gmt
  79      1   22.274 -97.362   279    10/06/21  0428 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.436   29.436   36.260    0.005    0.994   194.098
    2   29.436   29.435   36.260    0.010    1.987   194.124
    3   29.436   29.435   36.260    0.015    2.981   194.151
    4   29.436   29.435   36.259    0.020    3.975   194.177
    5   29.436   29.435   36.259    0.025    4.969   194.292
    6   29.436   29.434   36.259    0.030    5.962   193.975
    7   29.436   29.434   36.259    0.035    6.956   193.969
    8   29.436   29.434   36.259    0.040    7.950   193.789
    9   29.436   29.434   36.259    0.045    8.944   194.128
   10   29.436   29.434   36.259    0.050    9.937   194.463
   11   29.437   29.435   36.259    0.055    10.931   194.105
   12   29.440   29.437   36.259    0.060    11.925   193.838
   13   29.442   29.439   36.259    0.065    12.918   194.139
   14   29.443   29.440   36.259    0.070    13.912   194.172
   15   29.444   29.440   36.259    0.075    14.906   194.068
   16   29.443   29.440   36.259    0.080    15.899   193.844
   17   29.443   29.439   36.259    0.085    16.893   194.174
   18   29.444   29.439   36.259    0.090    17.887   194.166
   19   29.443   29.438   36.259    0.095    18.880   194.142
   20   29.443   29.438   36.259    0.100    19.874   193.905
   21   29.443   29.438   36.259    0.105    20.868   194.384
   22   29.443   29.437   36.259    0.110    21.861   194.230
   23   29.443   29.437   36.259    0.115    22.855   193.819
   24   29.441   29.435   36.260    0.120    23.849   193.913
   25   29.442   29.435   36.260    0.125    24.842   194.470
   26   29.443   29.436   36.259    0.130    25.836   194.261
   27   29.444   29.437   36.259    0.135    26.830   194.024
   28   29.442   29.435   36.260    0.140    27.823   194.113
   29   29.441   29.433   36.260    0.145    28.817   193.807
   30   29.442   29.435   36.260    0.150    29.810   194.089
   31   29.444   29.436   36.260    0.155    30.804   194.455
   32   29.445   29.437   36.260    0.160    31.798   193.900
   33   29.444   29.436   36.260    0.165    32.791   193.625
   34   29.446   29.438   36.259    0.170    33.785   194.142
   35   29.434   29.425   36.260    0.175    34.778   194.345
   36   29.426   29.417   36.261    0.180    35.772   194.263
   37   29.423   29.414   36.262    0.185    36.766   194.561
   38   29.418   29.409   36.262    0.190    37.759   194.727
   39   29.418   29.408   36.262    0.195    38.753   194.732
   40   29.418   29.408   36.262    0.200    39.746   194.738
   41   29.420   29.410   36.262    0.205    40.740   194.565
   42   29.411   29.400   36.263    0.210    41.733   194.587
   43   29.327   29.317   36.267    0.215    42.727   195.302
   44   28.996   28.986   36.292    0.220    43.720   199.768
   45   28.517   28.506   36.305    0.224    44.714   207.349
   46   27.813   27.802   36.307    0.229    45.708   213.353
   47   27.529   27.518   36.307    0.233    46.701   219.608
   48   26.991   26.979   36.309    0.237    47.695   218.354
   49   26.737   26.726   36.303    0.241    48.688   217.989
   50   26.584   26.572   36.306    0.246    49.682   219.218
   51   26.474   26.463   36.304    0.250    50.675   220.066
   52   26.122   26.110   36.293    0.253    51.669   218.919
   53   25.913   25.902   36.292    0.257    52.662   218.316
   54   25.541   25.529   36.294    0.261    53.656   219.340
   55   25.399   25.387   36.294    0.265    54.649   221.326
   56   25.357   25.344   36.293    0.269    55.643   220.920
   57   25.240   25.228   36.293    0.272    56.636   219.934
   58   24.975   24.962   36.288    0.276    57.630   219.311
   59   24.796   24.784   36.281    0.279    58.623   217.275
   60   24.554   24.541   36.268    0.283    59.616   215.965
   61   24.283   24.270   36.254    0.286    60.610   213.842
   62   24.161   24.148   36.265    0.290    61.603   210.876
   63   24.069   24.056   36.268    0.293    62.597   211.657
   64   23.952   23.939   36.268    0.297    63.590   214.422
   65   23.855   23.841   36.263    0.300    64.584   214.431
   66   23.757   23.744   36.266    0.303    65.577   211.739
   67   23.634   23.620   36.265    0.306    66.571   210.033
   68   23.541   23.527   36.261    0.310    67.564   208.847
   69   23.503   23.488   36.259    0.313    68.557   207.629
   70   23.345   23.331   36.254    0.316    69.551   209.141
   71   23.235   23.220   36.252    0.319    70.544   210.204
   72   23.178   23.163   36.254    0.322    71.538   208.752
   73   23.138   23.123   36.257    0.325    72.531   205.310
   74   23.072   23.057   36.255    0.329    73.524   201.467
   75   22.984   22.969   36.249    0.332    74.518   199.717
   76   22.891   22.876   36.248    0.335    75.511   201.237
   77   22.801   22.786   36.252    0.338    76.505   201.097
   78   22.752   22.736   36.252    0.341    77.498   199.299
   79   22.603   22.587   36.243    0.344    78.491   197.221
   80   22.542   22.526   36.251    0.347    79.485   196.205
   81   22.498   22.481   36.251    0.350    80.478   195.919
   82   22.454   22.437   36.249    0.353    81.471   196.131
   83   22.385   22.368   36.248    0.356    82.465   196.068
   84   22.347   22.330   36.250    0.358    83.458   195.693
   85   22.306   22.289   36.252    0.361    84.452   194.398
   86   22.242   22.224   36.256    0.364    85.445   192.554
   87   22.209   22.191   36.260    0.367    86.438   191.289
   88   22.138   22.120   36.273    0.370    87.432   189.925
   89   22.116   22.099   36.280    0.373    88.425   186.380
   90   22.110   22.092   36.290    0.376    89.418   182.503
   91   22.080   22.062   36.289    0.378    90.412   179.527
   92   22.033   22.015   36.282    0.381    91.405   178.318
   93   21.996   21.978   36.277    0.384    92.398   180.032
   94   21.916   21.897   36.270    0.387    93.391   182.799
   95   21.896   21.878   36.272    0.390    94.385   184.727
   96   21.830   21.811   36.266    0.392    95.378   185.618
   97   21.765   21.745   36.261    0.395    96.371   186.340
   98   21.726   21.707   36.261    0.398    97.365   187.199
   99   21.606   21.587   36.238    0.401    98.358   188.062
  100   21.399   21.379   36.219    0.403    99.351   191.141
  101   21.325   21.305   36.236    0.406    100.344   196.246
  102   21.233   21.213   36.257    0.409    101.338   193.710
  103   21.182   21.162   36.279    0.411    102.331   182.335
  104   21.146   21.126   36.295    0.414    103.324   170.616
  105   21.121   21.101   36.304    0.416    104.317   164.312
  106   21.094   21.073   36.313    0.419    105.311   162.300
  107   21.048   21.027   36.321    0.421    106.304   161.407
  108   20.996   20.975   36.338    0.424    107.297   159.827
  109   20.896   20.875   36.365    0.426    108.290   156.192
