 station cast   lat    long    jday   mo/da/yr   gmt
  77      1   22.267 -97.518   279    10/06/21  0130 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.574   29.574   35.985    0.005    0.994   194.249
    2   29.574   29.574   35.984    0.010    1.987   194.275
    3   29.574   29.574   35.984    0.016    2.981   194.302
    4   29.574   29.573   35.984    0.021    3.975   194.328
    5   29.574   29.573   35.983    0.026    4.969   194.340
    6   29.576   29.575   35.984    0.031    5.962   194.271
    7   29.577   29.575   35.984    0.037    6.956   193.968
    8   29.576   29.574   35.984    0.042    7.950   194.016
    9   29.577   29.574   35.984    0.047    8.944   194.279
   10   29.576   29.574   35.983    0.052    9.937   194.097
   11   29.577   29.574   35.984    0.058    10.931   194.016
   12   29.577   29.574   35.983    0.063    11.925   194.272
   13   29.577   29.574   35.984    0.068    12.918   194.112
   14   29.579   29.576   35.984    0.073    13.912   194.091
   15   29.580   29.576   35.985    0.078    14.906   194.305
   16   29.580   29.576   35.984    0.084    15.899   194.245
   17   29.581   29.576   35.985    0.089    16.893   193.806
   18   29.587   29.582   35.989    0.094    17.887   194.175
   19   29.591   29.586   35.993    0.099    18.880   194.369
   20   29.588   29.583   35.993    0.105    19.874   194.019
   21   29.597   29.592   36.004    0.110    20.868   193.982
   22   29.607   29.601   36.015    0.115    21.861   194.124
   23   29.607   29.602   36.018    0.120    22.855   194.085
   24   29.615   29.609   36.038    0.126    23.849   194.036
   25   29.619   29.613   36.054    0.131    24.842   194.073
   26   29.628   29.621   36.091    0.136    25.836   193.967
   27   29.622   29.615   36.111    0.141    26.830   193.864
   28   29.603   29.596   36.121    0.146    27.823   193.814
   29   29.605   29.598   36.131    0.151    28.817   194.056
   30   29.619   29.611   36.145    0.157    29.810   194.152
   31   29.706   29.699   36.201    0.162    30.804   194.396
   32   29.715   29.707   36.210    0.167    31.798   194.536
   33   29.669   29.661   36.204    0.172    32.791   194.535
   34   29.600   29.592   36.198    0.177    33.785   194.786
   35   29.554   29.545   36.255    0.182    34.778   196.748
   36   29.178   29.169   36.262    0.187    35.772   197.899
   37   28.959   28.950   36.267    0.192    36.766   198.567
   38   28.740   28.731   36.272    0.197    37.759   199.340
   39   28.521   28.511   36.277    0.201    38.753   200.117
   40   27.876   27.866   36.281    0.206    39.746   202.366
   41   27.208   27.198   36.286    0.210    40.740   204.727
   42   26.707   26.697   36.269    0.214    41.733   206.566
   43   26.494   26.485   36.262    0.218    42.727   207.387
   44   26.424   26.414   36.264    0.222    43.720   207.699
   45   26.328   26.318   36.259    0.226    44.714   208.107
