 station cast   lat    long    jday   mo/da/yr   gmt
  22      1   29.033 -85.786   264    09/21/21  0010 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.351   28.350   33.409    0.007    0.993   200.196
    2   28.351   28.350   33.409    0.013    1.987   200.223
    3   28.351   28.350   33.409    0.020    2.980   200.250
    4   28.351   28.350   33.408    0.027    3.973   200.278
    5   28.351   28.349   33.408    0.033    4.966   200.450
    6   28.353   28.351   33.410    0.040    5.960   200.010
    7   28.352   28.350   33.410    0.047    6.953   200.153
    8   28.351   28.349   33.409    0.054    7.946   200.338
    9   28.350   28.348   33.409    0.060    8.939   200.170
   10   28.351   28.349   33.408    0.067    9.932   200.289
   11   28.351   28.348   33.408    0.074    10.926   200.327
   12   28.415   28.412   33.551    0.080    11.919   199.681
   13   28.449   28.446   33.825    0.087    12.912   199.388
   14   28.389   28.386   33.902    0.093    13.905   199.716
   15   28.431   28.427   34.038    0.099    14.899   199.860
   16   28.419   28.415   34.118    0.105    15.892   199.246
   17   28.367   28.363   34.166    0.112    16.885   199.002
   18   28.309   28.305   34.200    0.118    17.878   199.110
   19   28.341   28.337   34.248    0.124    18.871   198.826
   20   28.400   28.395   34.309    0.130    19.864   198.934
   21   28.450   28.445   34.359    0.136    20.858   198.769
   22   28.458   28.453   34.426    0.142    21.851   198.375
   23   28.437   28.432   34.431    0.148    22.844   198.061
   24   28.457   28.451   34.443    0.154    23.837   197.569
   25   28.499   28.493   34.465    0.160    24.830   197.629
   26   28.531   28.525   34.515    0.166    25.823   197.322
   27   28.525   28.518   34.525    0.172    26.817   197.499
   28   28.501   28.494   34.527    0.178    27.810   197.845
   29   28.490   28.483   34.545    0.184    28.803   197.620
   30   28.502   28.495   34.556    0.190    29.796   197.545
   31   28.546   28.538   34.597    0.196    30.789   197.308
   32   28.584   28.576   34.695    0.201    31.782   196.899
   33   28.568   28.560   34.735    0.207    32.775   196.415
   34   28.593   28.585   34.795    0.213    33.768   197.466
   35   28.719   28.711   35.098    0.219    34.762   198.529
   36   28.600   28.592   35.509    0.224    35.755   199.827
   37   28.267   28.258   35.702    0.229    36.748   200.070
   38   28.048   28.039   35.754    0.234    37.741   198.071
   39   27.801   27.792   35.832    0.239    38.734   197.045
   40   27.624   27.615   35.961    0.243    39.727   200.662
   41   27.290   27.280   36.081    0.248    40.720   207.708
   42   26.802   26.793   36.051    0.252    41.713   205.817
   43   26.716   26.706   36.039    0.256    42.706   197.932
   44   26.416   26.406   36.032    0.261    43.699   194.075
   45   26.304   26.294   36.049    0.265    44.692   190.214
   46   26.117   26.106   36.066    0.269    45.685   191.806
   47   25.733   25.723   36.104    0.273    46.678   193.230
   48   25.541   25.530   36.119    0.277    47.671   195.676
   49   25.472   25.462   36.125    0.281    48.664   195.644
   50   25.341   25.330   36.152    0.284    49.657   194.100
   51   25.105   25.094   36.205    0.288    50.651   196.814
   52   24.889   24.878   36.201    0.292    51.644   199.454
   53   24.715   24.704   36.204    0.295    52.637   196.680
   54   24.556   24.545   36.210    0.299    53.630   193.812
   55   24.489   24.477   36.213    0.302    54.623   192.566
   56   24.247   24.235   36.223    0.306    55.616   192.681
   57   23.963   23.951   36.247    0.309    56.609   191.289
   58   23.780   23.768   36.315    0.312    57.602   193.131
   59   23.579   23.566   36.315    0.316    58.595   197.882
   60   23.460   23.448   36.309    0.319    59.588   197.861
   61   23.208   23.195   36.284    0.322    60.581   194.762
   62   22.908   22.895   36.268    0.325    61.574   189.405
   63   22.642   22.629   36.287    0.328    62.566   183.378
   64   22.436   22.423   36.284    0.331    63.559   179.278
   65   22.331   22.317   36.281    0.334    64.552   177.003
   66   22.247   22.234   36.282    0.337    65.545   175.861
   67   22.174   22.160   36.288    0.339    66.538   175.343
   68   22.071   22.057   36.300    0.342    67.531   175.184
   69   21.922   21.908   36.316    0.345    68.524   174.483
   70   21.851   21.837   36.325    0.348    69.517   173.169
   71   21.792   21.778   36.332    0.350    70.510   172.309
   72   21.732   21.718   36.338    0.353    71.503   171.787
   73   21.591   21.577   36.359    0.356    72.496   170.771
   74   21.511   21.497   36.399    0.358    73.489   168.707
   75   21.472   21.457   36.415    0.361    74.482   166.328
   76   21.443   21.428   36.422    0.363    75.475   164.793
   77   21.404   21.389   36.430    0.366    76.468   164.254
   78   21.335   21.320   36.444    0.368    77.460   163.732
   79   21.178   21.162   36.469    0.371    78.453   162.279
   80   21.132   21.116   36.487    0.373    79.446   158.613
   81   21.040   21.024   36.480    0.376    80.439   155.539
   82   20.869   20.853   36.481    0.378    81.432   154.508
   83   20.732   20.717   36.481    0.380    82.425   152.992
   84   20.698   20.682   36.483    0.383    83.418   150.802
   85   20.656   20.640   36.481    0.385    84.411   150.045
   86   20.596   20.580   36.483    0.387    85.403   150.079
   87   20.350   20.334   36.465    0.389    86.396   149.457
   88   20.160   20.143   36.465    0.392    87.389   146.706
   89   20.089   20.073   36.470    0.394    88.382   143.400
   90   20.000   19.984   36.476    0.396    89.375   141.580
   91   19.941   19.924   36.483    0.398    90.368   140.403
   92   19.925   19.908   36.490    0.400    91.360   139.454
   93   19.913   19.895   36.496    0.402    92.353   139.094
   94   19.900   19.882   36.500    0.404    93.346   139.147
   95   19.845   19.828   36.504    0.406    94.339   138.993
   96   19.794   19.777   36.499    0.409    95.332   138.418
   97   19.766   19.748   36.496    0.411    96.325   137.829
   98   19.738   19.720   36.493    0.413    97.317   137.486
   99   19.672   19.654   36.494    0.415    98.310   137.386
  100   19.633   19.615   36.513    0.417    99.303   136.941
  101   19.617   19.598   36.511    0.419    100.296   136.429
  102   19.491   19.472   36.495    0.421    101.289   136.292
  103   19.368   19.349   36.482    0.423    102.281   135.573
  104   19.268   19.249   36.474    0.425    103.274   134.313
  105   19.176   19.157   36.468    0.427    104.267   132.899
  106   19.022   19.002   36.453    0.428    105.260   131.752
  107   18.824   18.805   36.439    0.430    106.252   130.532
  108   18.779   18.760   36.436    0.432    107.245   129.100
  109   18.623   18.604   36.422    0.434    108.238   128.552
  110   18.492   18.472   36.421    0.436    109.231   128.366
  111   18.391   18.372   36.413    0.438    110.223   128.843
  112   18.297   18.277   36.402    0.439    111.216   129.400
  113   18.178   18.158   36.391    0.441    112.209   128.671
  114   18.039   18.019   36.386    0.443    113.202   127.190
  115   18.042   18.022   36.409    0.445    114.194   127.247
  116   17.979   17.959   36.403    0.446    115.187   131.504
  117   17.953   17.933   36.402    0.448    116.180   136.334
  118   17.925   17.905   36.399    0.450    117.172   138.083
  119   17.895   17.875   36.396    0.451    118.165   137.121
  120   17.849   17.828   36.391    0.453    119.158   136.553
  121   17.784   17.763   36.382    0.455    120.150   136.771
  122   17.710   17.689   36.372    0.456    121.143   136.339
  123   17.656   17.635   36.366    0.458    122.136   135.054
  124   17.606   17.585   36.360    0.460    123.129   134.259
  125   17.494   17.473   36.341    0.461    124.121   134.289
  126   17.371   17.350   36.326    0.463    125.114   133.961
  127   17.277   17.255   36.316    0.465    126.107   133.587
  128   17.228   17.206   36.309    0.466    127.099   134.106
  129   17.139   17.118   36.296    0.468    128.092   134.932
  130   17.101   17.079   36.290    0.469    129.084   134.886
  131   17.059   17.038   36.283    0.471    130.077   134.078
  132   17.012   16.990   36.275    0.473    131.070   133.009
  133   16.975   16.953   36.269    0.474    132.062   131.875
  134   16.942   16.920   36.264    0.476    133.055   130.903
  135   16.917   16.894   36.260    0.477    134.048   130.174
  136   16.886   16.864   36.255    0.479    135.040   129.831
  137   16.834   16.811   36.246    0.480    136.033   129.464
  138   16.785   16.762   36.239    0.482    137.025   128.840
  139   16.748   16.725   36.233    0.483    138.018   128.028
  140   16.718   16.695   36.228    0.485    139.011   127.433
