 station cast   lat    long    jday   mo/da/yr   gmt
  27      1   28.171 -86.479   264    09/21/21  1401 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.173   28.173   32.815    0.007    0.993   199.393
    2   28.173   28.173   32.814    0.014    1.987   199.420
    3   28.173   28.173   32.814    0.021    2.980   199.447
    4   28.173   28.172   32.814    0.028    3.973   199.475
    5   28.173   28.172   32.814    0.035    4.967   199.624
    6   28.175   28.173   32.816    0.042    5.960   199.578
    7   28.186   28.185   32.835    0.049    6.953   199.447
    8   28.266   28.264   32.955    0.056    7.947   199.345
    9   28.532   28.530   33.337    0.063    8.940   198.473
   10   28.624   28.621   33.469    0.070    9.933   197.624
   11   28.623   28.620   33.474    0.077    10.926   197.154
   12   28.615   28.612   33.489    0.083    11.920   197.321
   13   28.607   28.604   33.504    0.090    12.913   197.243
   14   28.600   28.596   33.518    0.097    13.906   197.176
   15   28.734   28.731   33.694    0.103    14.900   197.238
   16   28.801   28.797   33.783    0.110    15.893   196.673
   17   28.929   28.925   33.941    0.116    16.886   196.018
   18   28.999   28.994   34.051    0.123    17.879   196.164
   19   29.002   28.998   34.083    0.129    18.873   195.758
   20   28.981   28.976   34.164    0.136    19.866   194.882
   21   29.082   29.077   34.436    0.142    20.859   194.190
   22   28.857   28.852   34.764    0.148    21.852   193.667
   23   28.604   28.599   34.844    0.154    22.845   194.327
   24   28.562   28.556   34.896    0.159    23.839   196.443
   25   28.477   28.471   34.973    0.165    24.832   195.779
   26   28.463   28.457   34.988    0.170    25.825   196.067
   27   28.453   28.447   34.994    0.176    26.818   196.518
   28   28.423   28.416   35.075    0.182    27.812   196.275
   29   28.399   28.392   35.125    0.187    28.805   195.131
   30   28.411   28.403   35.168    0.192    29.798   194.592
   31   28.542   28.535   35.284    0.198    30.791   193.541
   32   28.651   28.644   35.412    0.203    31.784   192.215
   33   28.783   28.775   35.694    0.208    32.777   192.164
   34   28.852   28.843   35.980    0.213    33.771   196.796
   35   28.270   28.262   36.007    0.218    34.764   195.900
   36   27.702   27.694   35.961    0.223    35.757   191.783
   37   27.564   27.555   35.970    0.228    36.750   191.171
   38   27.436   27.427   35.976    0.232    37.743   192.091
   39   27.339   27.330   36.078    0.237    38.736   192.398
   40   27.370   27.360   36.182    0.241    39.730   197.124
   41   27.325   27.316   36.216    0.245    40.723   199.276
   42   27.190   27.181   36.262    0.250    41.716   197.161
   43   27.016   27.006   36.288    0.254    42.709   195.631
   44   26.917   26.906   36.307    0.258    43.702   195.868
   45   26.706   26.695   36.317    0.262    44.695   195.405
   46   26.081   26.071   36.244    0.266    45.688   193.383
   47   25.913   25.902   36.209    0.270    46.682   191.169
   48   25.910   25.899   36.209    0.274    47.675   191.967
   49   25.902   25.892   36.208    0.278    48.668   192.387
   50   25.896   25.885   36.207    0.282    49.661   192.139
   51   25.805   25.794   36.188    0.286    50.654   191.951
   52   25.633   25.621   36.149    0.290    51.647   191.212
   53   25.462   25.450   36.144    0.294    52.640   191.016
   54   25.358   25.346   36.163    0.297    53.633   191.027
   55   25.351   25.339   36.172    0.301    54.626   192.570
   56   25.294   25.282   36.186    0.305    55.619   194.214
   57   25.178   25.166   36.201    0.309    56.612   194.206
   58   24.957   24.944   36.228    0.312    57.605   192.902
   59   24.824   24.812   36.243    0.316    58.598   191.318
   60   24.739   24.726   36.252    0.320    59.592   191.148
   61   24.644   24.631   36.262    0.323    60.585   192.108
   62   24.529   24.516   36.276    0.327    61.578   192.404
   63   24.427   24.413   36.288    0.330    62.571   191.537
   64   24.186   24.172   36.320    0.333    63.564   189.693
   65   24.049   24.035   36.323    0.337    64.557   188.066
   66   23.971   23.957   36.319    0.340    65.550   189.430
   67   23.837   23.823   36.332    0.343    66.543   190.800
   68   23.698   23.684   36.330    0.347    67.536   187.681
   69   23.604   23.590   36.322    0.350    68.529   183.712
   70   23.480   23.465   36.311    0.353    69.522   182.919
   71   23.373   23.358   36.327    0.356    70.515   183.769
   72   23.284   23.269   36.331    0.359    71.508   183.553
   73   23.090   23.075   36.333    0.362    72.501   182.733
   74   22.878   22.863   36.338    0.365    73.494   181.944
   75   22.736   22.720   36.342    0.368    74.487   180.805
   76   22.684   22.669   36.375    0.371    75.480   179.618
   77   22.661   22.645   36.401    0.374    76.473   178.786
   78   22.621   22.605   36.412    0.377    77.466   178.141
   79   22.597   22.581   36.411    0.380    78.459   177.709
   80   22.571   22.555   36.409    0.383    79.452   178.026
   81   22.528   22.512   36.402    0.385    80.444   178.540
   82   22.456   22.439   36.401    0.388    81.437   178.421
   83   22.325   22.308   36.399    0.391    82.430   177.526
   84   22.180   22.163   36.413    0.394    83.423   176.557
   85   22.068   22.051   36.423    0.397    84.416   176.149
   86   21.866   21.849   36.429    0.399    85.409   174.810
   87   21.778   21.761   36.425    0.402    86.402   171.721
   88   21.732   21.714   36.430    0.404    87.395   169.123
   89   21.618   21.600   36.441    0.407    88.388   167.554
   90   21.571   21.554   36.442    0.410    89.381   166.172
   91   21.412   21.394   36.466    0.412    90.374   165.216
   92   21.381   21.363   36.476    0.415    91.367   163.055
   93   21.351   21.333   36.486    0.417    92.359   161.267
   94   21.274   21.256   36.485    0.420    93.352   160.280
   95   21.059   21.041   36.469    0.422    94.345   159.396
   96   20.786   20.767   36.456    0.424    95.338   157.634
   97   20.620   20.601   36.457    0.427    96.331   154.592
   98   20.565   20.547   36.470    0.429    97.324   151.794
   99   20.532   20.514   36.477    0.431    98.317   149.462
  100   20.506   20.487   36.484    0.433    99.310   147.575
  101   20.376   20.357   36.486    0.436    100.302   146.901
  102   20.227   20.208   36.486    0.438    101.295   145.711
  103   20.179   20.160   36.483    0.440    102.288   143.260
  104   20.148   20.128   36.481    0.442    103.281   141.153
  105   20.121   20.101   36.481    0.444    104.274   140.421
  106   20.086   20.066   36.494    0.447    105.267   140.545
  107   20.110   20.090   36.528    0.449    106.259   140.320
  108   20.176   20.156   36.588    0.451    107.252   139.864
  109   20.200   20.179   36.609    0.453    108.245   140.020
  110   20.200   20.180   36.624    0.455    109.238   140.834
  111   20.177   20.157   36.634    0.457    110.231   141.873
  112   20.157   20.136   36.648    0.459    111.224   142.946
  113   20.126   20.105   36.654    0.461    112.216   144.270
  114   20.088   20.067   36.653    0.463    113.209   145.286
  115   20.055   20.033   36.650    0.465    114.202   145.590
  116   20.006   19.984   36.647    0.467    115.195   145.230
  117   19.943   19.921   36.642    0.469    116.187   144.646
  118   19.827   19.805   36.630    0.471    117.180   144.226
  119   19.741   19.719   36.622    0.473    118.173   143.515
  120   19.671   19.649   36.614    0.475    119.166   142.705
  121   19.632   19.610   36.607    0.477    120.158   142.003
  122   19.629   19.607   36.606    0.479    121.151   141.682
  123   19.623   19.601   36.605    0.481    122.144   141.708
  124   19.606   19.583   36.602    0.483    123.137   141.804
  125   19.586   19.563   36.598    0.485    124.129   141.724
  126   19.554   19.531   36.595    0.487    125.122   141.519
  127   19.482   19.459   36.587    0.489    126.115   141.312
  128   19.427   19.404   36.582    0.491    127.108   140.838
  129   19.412   19.389   36.581    0.493    128.100   140.277
  130   19.393   19.369   36.580    0.495    129.093   140.089
  131   19.379   19.355   36.579    0.497    130.086   140.256
  132   19.348   19.324   36.579    0.498    131.079   140.381
  133   19.274   19.250   36.576    0.500    132.071   140.715
  134   19.183   19.158   36.567    0.502    133.064   141.573
  135   19.097   19.072   36.556    0.504    134.057   141.446
  136   19.015   18.990   36.547    0.506    135.049   140.981
  137   18.915   18.891   36.537    0.508    136.042   140.771
  138   18.848   18.823   36.530    0.510    137.035   140.465
  139   18.772   18.747   36.520    0.511    138.027   140.220
  140   18.606   18.581   36.499    0.513    139.020   140.110
  141   18.576   18.551   36.495    0.515    140.013   139.732
  142   18.570   18.545   36.495    0.517    141.005   139.639
  143   18.565   18.540   36.495    0.519    141.998   139.710
  144   18.556   18.531   36.494    0.520    142.991   139.656
  145   18.524   18.498   36.491    0.522    143.983   139.602
  146   18.479   18.454   36.486    0.524    144.976   139.640
  147   18.412   18.386   36.478    0.526    145.968   139.751
  148   18.327   18.301   36.468    0.527    146.961   139.857
  149   18.266   18.239   36.460    0.529    147.954   140.031
  150   18.226   18.200   36.454    0.531    148.946   140.140
  151   18.211   18.184   36.451    0.533    149.939   140.066
  152   18.148   18.121   36.443    0.534    150.932   140.050
  153   18.019   17.992   36.425    0.536    151.924   139.653
  154   17.935   17.908   36.413    0.538    152.917   138.616
  155   17.815   17.789   36.398    0.539    153.909   137.769
  156   17.748   17.722   36.389    0.541    154.902   137.410
  157   17.710   17.683   36.384    0.543    155.895   137.753
  158   17.655   17.628   36.378    0.544    156.887   138.218
  159   17.616   17.589   36.372    0.546    157.880   138.300
  160   17.569   17.542   36.365    0.548    158.872   138.067
  161   17.536   17.509   36.361    0.549    159.865   137.922
  162   17.496   17.469   36.355    0.551    160.857   137.902
  163   17.437   17.409   36.347    0.553    161.850   137.746
  164   17.406   17.378   36.342    0.554    162.843   137.483
  165   17.389   17.361   36.339    0.556    163.835   137.247
  166   17.362   17.334   36.335    0.558    164.828   136.947
  167   17.294   17.266   36.326    0.559    165.820   136.857
  168   17.213   17.184   36.315    0.561    166.813   136.937
  169   17.139   17.111   36.306    0.562    167.805   136.853
  170   17.117   17.088   36.303    0.564    168.798   137.582
  171   17.099   17.070   36.301    0.566    169.790   139.122
  172   17.086   17.057   36.300    0.567    170.783   140.235
  173   17.058   17.029   36.297    0.569    171.775   140.311
