 station cast   lat    long    jday   mo/da/yr   gmt
   1      1   26.996 -79.621   257    09/14/21  1455 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.572   29.572   36.276    0.005    0.993   194.430
    2   29.572   29.572   36.275    0.010    1.987   194.457
    3   29.572   29.571   36.275    0.015    2.980   194.483
    4   29.572   29.571   36.275    0.020    3.974   194.510
    5   29.572   29.571   36.275    0.025    4.967   194.536
    6   29.572   29.571   36.274    0.030    5.960   194.645
    7   29.566   29.564   36.274    0.035    6.954   194.466
    8   29.565   29.563   36.274    0.040    7.947   194.776
    9   29.566   29.564   36.274    0.045    8.941   194.439
   10   29.568   29.565   36.274    0.050    9.934   194.466
   11   29.566   29.563   36.273    0.055    10.927   194.577
   12   29.565   29.562   36.273    0.060    11.921   194.558
   13   29.562   29.559   36.273    0.065    12.914   194.512
   14   29.565   29.562   36.274    0.070    13.907   194.272
   15   29.568   29.564   36.274    0.075    14.901   194.510
   16   29.565   29.561   36.274    0.080    15.894   194.326
   17   29.562   29.558   36.273    0.085    16.888   194.969
   18   29.561   29.557   36.273    0.090    17.881   194.387
   19   29.560   29.556   36.273    0.095    18.874   193.934
   20   29.560   29.555   36.273    0.100    19.868   194.685
   21   29.559   29.554   36.273    0.105    20.861   194.705
   22   29.559   29.554   36.273    0.110    21.854   194.153
   23   29.559   29.553   36.273    0.116    22.848   194.251
   24   29.559   29.553   36.273    0.121    23.841   194.100
   25   29.559   29.553   36.273    0.126    24.834   194.582
   26   29.559   29.552   36.272    0.131    25.827   194.593
   27   29.557   29.551   36.272    0.136    26.821   193.872
   28   29.555   29.548   36.272    0.141    27.814   194.436
   29   29.552   29.545   36.272    0.146    28.807   194.354
   30   29.553   29.545   36.272    0.151    29.801   194.446
   31   29.554   29.547   36.272    0.156    30.794   194.425
   32   29.552   29.545   36.272    0.161    31.787   194.408
   33   29.545   29.537   36.271    0.166    32.780   194.613
   34   29.529   29.520   36.269    0.171    33.774   194.676
   35   29.513   29.504   36.269    0.176    34.767   195.051
   36   29.269   29.261   36.258    0.181    35.760   196.469
   37   29.105   29.096   36.258    0.186    36.753   200.781
   38   29.027   29.018   36.267    0.191    37.747   200.688
   39   28.972   28.962   36.274    0.195    38.740   198.868
   40   28.926   28.916   36.282    0.200    39.733   199.205
   41   28.899   28.889   36.284    0.205    40.726   199.342
   42   28.864   28.854   36.287    0.210    41.720   199.153
   43   28.824   28.814   36.293    0.215    42.713   199.004
   44   28.783   28.773   36.307    0.219    43.706   198.901
   45   28.710   28.699   36.302    0.224    44.699   198.689
   46   28.618   28.607   36.288    0.229    45.692   199.911
   47   28.474   28.463   36.268    0.234    46.686   201.191
   48   28.430   28.419   36.260    0.238    47.679   202.306
   49   28.394   28.383   36.258    0.243    48.672   202.725
   50   28.366   28.354   36.266    0.248    49.665   202.152
   51   28.363   28.350   36.268    0.252    50.658   201.388
   52   28.363   28.350   36.270    0.257    51.652   201.422
   53   28.375   28.362   36.295    0.262    52.645   201.105
   54   28.374   28.361   36.318    0.266    53.638   200.200
   55   28.351   28.338   36.323    0.271    54.631   199.842
   56   28.369   28.356   36.339    0.275    55.624   199.777
   57   28.342   28.329   36.339    0.280    56.617   199.645
   58   28.339   28.325   36.342    0.285    57.611   199.985
   59   28.334   28.320   36.360    0.289    58.604   199.984
   60   28.295   28.281   36.366    0.294    59.597   200.102
   61   28.258   28.243   36.365    0.298    60.590   199.312
   62   28.260   28.245   36.371    0.303    61.583   198.845
   63   28.254   28.239   36.374    0.307    62.576   198.893
   64   28.213   28.198   36.376    0.312    63.569   198.414
   65   28.169   28.154   36.382    0.316    64.562   196.231
   66   28.155   28.140   36.385    0.321    65.556   194.400
   67   28.127   28.111   36.386    0.325    66.549   195.555
   68   28.036   28.020   36.363    0.330    67.542   197.900
   69   27.958   27.941   36.344    0.334    68.535   197.863
   70   27.901   27.884   36.336    0.339    69.528   197.383
   71   27.880   27.863   36.337    0.343    70.521   196.945
   72   27.859   27.842   36.338    0.348    71.514   196.962
   73   27.810   27.793   36.348    0.352    72.507   196.659
   74   27.747   27.729   36.353    0.357    73.500   196.430
   75   27.619   27.601   36.350    0.361    74.493   195.619
   76   27.551   27.534   36.369    0.365    75.486   194.448
   77   27.502   27.484   36.411    0.370    76.479   193.051
   78   27.439   27.421   36.450    0.374    77.472   191.158
   79   27.394   27.376   36.450    0.378    78.466   190.008
   80   27.306   27.287   36.458    0.382    79.459   190.345
   81   27.250   27.231   36.457    0.387    80.452   191.008
   82   27.212   27.193   36.454    0.391    81.445   191.720
   83   27.116   27.096   36.446    0.395    82.438   192.837
   84   27.060   27.041   36.437    0.399    83.431   193.552
   85   26.899   26.879   36.419    0.403    84.424   194.121
   86   26.746   26.726   36.409    0.407    85.417   195.269
   87   26.470   26.450   36.399    0.411    86.410   196.433
   88   26.336   26.316   36.402    0.415    87.403   197.454
   89   26.267   26.247   36.404    0.419    88.396   198.213
   90   26.150   26.130   36.409    0.423    89.389   197.775
   91   26.045   26.025   36.418    0.427    90.382   197.215
   92   26.016   25.995   36.421    0.431    91.375   196.632
   93   26.001   25.980   36.423    0.435    92.368   196.455
   94   25.971   25.950   36.428    0.438    93.361   196.346
   95   25.938   25.917   36.435    0.442    94.354   195.782
   96   25.908   25.887   36.440    0.446    95.347   195.277
