 station cast   lat    long    jday   mo/da/yr   gmt
  43      1   28.498 -89.996   269    09/26/21  0709 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.700   28.700   34.064    0.006    0.993   194.783
    2   28.700   28.700   34.063    0.013    1.987   194.809
    3   28.700   28.700   34.063    0.019    2.980   194.836
    4   28.700   28.699   34.063    0.025    3.973   194.863
    5   28.700   28.699   34.063    0.032    4.966   195.209
    6   28.930   28.929   34.323    0.038    5.960   198.182
    7   29.160   29.158   34.582    0.044    6.953   195.780
    8   29.389   29.388   34.839    0.050    7.946   196.841
    9   28.958   28.955   34.790    0.056    8.940   195.243
   10   28.902   28.900   34.785    0.062    9.933   196.133
   11   28.890   28.888   34.781    0.068    10.926   196.643
   12   28.819   28.816   34.757    0.073    11.919   196.055
   13   28.724   28.721   34.734    0.079    12.913   196.172
   14   28.608   28.605   34.769    0.085    13.906   195.981
   15   28.556   28.553   34.904    0.091    14.899   196.741
   16   28.418   28.414   35.038    0.096    15.892   196.664
   17   28.414   28.410   35.056    0.102    16.886   196.240
   18   28.421   28.417   35.073    0.107    17.879   196.238
   19   28.429   28.425   35.086    0.113    18.872   196.366
   20   28.475   28.470   35.121    0.118    19.865   196.761
   21   28.547   28.542   35.181    0.124    20.858   196.976
   22   28.799   28.794   35.464    0.129    21.852   197.404
   23   28.711   28.705   35.477    0.135    22.845   196.667
   24   28.604   28.598   35.460    0.140    23.838   194.981
   25   28.589   28.583   35.487    0.145    24.831   195.747
   26   28.590   28.584   35.548    0.150    25.824   196.779
   27   28.646   28.640   35.601    0.156    26.818   197.899
   28   28.752   28.745   35.721    0.161    27.811   198.105
   29   28.767   28.760   35.788    0.166    28.804   196.876
   30   28.711   28.704   35.844    0.171    29.797   194.016
   31   28.589   28.581   35.859    0.176    30.790   192.846
   32   28.431   28.423   35.883    0.181    31.784   193.604
   33   28.016   28.008   35.931    0.186    32.777   191.586
   34   27.599   27.591   35.982    0.190    33.770   178.323
   35   27.500   27.492   35.996    0.195    34.763   168.004
   36   27.403   27.395   36.011    0.199    35.756   162.993
   37   27.355   27.347   36.018    0.204    36.749   164.021
   38   27.165   27.156   36.044    0.208    37.742   164.339
   39   26.962   26.953   36.074    0.213    38.735   157.887
   40   26.924   26.915   36.082    0.217    39.729   152.815
   41   26.807   26.797   36.099    0.221    40.722   149.267
   42   26.657   26.647   36.115    0.226    41.715   146.409
   43   26.339   26.330   36.142    0.230    42.708   137.980
   44   25.997   25.988   36.165    0.234    43.701   137.686
   45   25.590   25.580   36.208    0.238    44.694   139.986
   46   25.469   25.459   36.217    0.241    45.687   142.999
   47   25.187   25.176   36.234    0.245    46.680   145.270
   48   25.046   25.035   36.247    0.249    47.673   148.030
   49   24.929   24.919   36.252    0.252    48.666   149.711
   50   24.489   24.478   36.261    0.256    49.660   151.463
   51   23.986   23.975   36.273    0.259    50.653   160.366
   52   23.917   23.906   36.277    0.263    51.646   168.231
   53   23.895   23.884   36.281    0.266    52.639   161.793
   54   23.837   23.826   36.286    0.269    53.632   156.175
   55   23.747   23.736   36.289    0.272    54.625   155.940
   56   23.588   23.576   36.295    0.276    55.618   158.846
   57   23.238   23.227   36.299    0.279    56.611   156.393
   58   22.782   22.770   36.300    0.282    57.604   146.859
   59   21.989   21.978   36.295    0.285    58.597   144.527
   60   21.510   21.498   36.288    0.287    59.590   149.894
   61   21.027   21.016   36.280    0.290    60.583   154.886
   62   20.849   20.838   36.278    0.292    61.576   152.794
   63   20.599   20.587   36.276    0.295    62.569   147.769
   64   20.295   20.283   36.271    0.297    63.562   146.353
   65   20.194   20.182   36.272    0.299    64.555   148.710
   66   20.155   20.142   36.289    0.302    65.548   150.038
   67   20.118   20.105   36.315    0.304    66.541   148.570
   68   20.023   20.010   36.352    0.306    67.534   144.138
   69   19.819   19.806   36.368    0.308    68.527   139.081
   70   19.721   19.708   36.368    0.310    69.520   135.547
   71   19.677   19.664   36.368    0.313    70.513   134.558
   72   19.655   19.642   36.369    0.315    71.506   135.148
   73   19.558   19.545   36.366    0.317    72.499   135.582
   74   19.356   19.342   36.363    0.319    73.492   135.224
   75   19.074   19.061   36.361    0.321    74.485   133.498
   76   18.938   18.924   36.363    0.323    75.478   129.454
   77   18.864   18.850   36.363    0.325    76.471   126.798
   78   18.820   18.806   36.364    0.327    77.464   126.666
   79   18.764   18.749   36.365    0.328    78.457   126.950
   80   18.544   18.530   36.366    0.330    79.450   126.609
   81   18.352   18.337   36.325    0.332    80.442   124.876
   82   18.159   18.144   36.282    0.334    81.435   123.128
   83   17.966   17.952   36.239    0.336    82.428   121.366
   84   18.027   18.012   36.342    0.338    83.421   121.574
   85   17.967   17.952   36.337    0.339    84.414   121.740
   86   17.877   17.862   36.327    0.341    85.407   121.181
   87   17.824   17.809   36.324    0.343    86.400   120.527
   88   17.775   17.760   36.320    0.344    87.393   121.188
   89   17.711   17.696   36.314    0.346    88.386   121.255
   90   17.670   17.655   36.311    0.348    89.379   121.446
