 station cast   lat    long    jday   mo/da/yr   gmt
 108      2   22.926 -86.375   287    10/14/21  2153 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.873   29.873   36.234    0.005    0.994   193.860
    2   29.873   29.873   36.233    0.010    1.987   193.886
    3   29.873   29.873   36.233    0.015    2.981   193.913
    4   29.873   29.872   36.233    0.021    3.975   193.939
    5   29.873   29.872   36.233    0.026    4.968   193.750
    6   29.858   29.857   36.233    0.031    5.962   194.063
    7   29.844   29.842   36.234    0.036    6.956   194.076
    8   29.829   29.827   36.234    0.041    7.950   194.113
    9   29.823   29.821   36.234    0.046    8.943   193.899
   10   29.815   29.812   36.233    0.051    9.937   194.217
   11   29.814   29.811   36.234    0.057    10.931   194.470
   12   29.807   29.804   36.234    0.062    11.924   194.370
   13   29.798   29.795   36.233    0.067    12.918   194.238
   14   29.796   29.792   36.234    0.072    13.911   194.009
   15   29.793   29.790   36.236    0.077    14.905   194.127
   16   29.794   29.790   36.237    0.082    15.899   193.979
   17   29.795   29.790   36.238    0.087    16.892   194.286
   18   29.795   29.790   36.239    0.092    17.886   194.113
   19   29.795   29.790   36.241    0.098    18.880   194.140
   20   29.798   29.793   36.243    0.103    19.873   193.845
   21   29.804   29.799   36.247    0.108    20.867   193.997
   22   29.806   29.801   36.249    0.113    21.860   194.075
   23   29.803   29.798   36.249    0.118    22.854   194.066
   24   29.803   29.797   36.248    0.123    23.848   194.041
   25   29.805   29.799   36.250    0.128    24.841   194.023
   26   29.807   29.801   36.252    0.133    25.835   194.121
   27   29.812   29.806   36.255    0.139    26.828   193.829
   28   29.814   29.807   36.256    0.144    27.822   194.013
   29   29.814   29.807   36.257    0.149    28.816   193.533
   30   29.814   29.806   36.257    0.154    29.809   193.823
   31   29.813   29.805   36.257    0.159    30.803   193.800
   32   29.811   29.803   36.257    0.164    31.796   194.358
   33   29.810   29.802   36.257    0.169    32.790   194.008
   34   29.810   29.802   36.258    0.174    33.783   193.766
   35   29.810   29.801   36.258    0.180    34.777   194.057
   36   29.811   29.802   36.260    0.185    35.770   194.258
   37   29.810   29.800   36.260    0.190    36.764   194.141
   38   29.811   29.801   36.261    0.195    37.758   193.915
   39   29.809   29.799   36.261    0.200    38.751   193.875
   40   29.787   29.777   36.256    0.205    39.745   194.328
   41   29.723   29.713   36.243    0.210    40.738   194.840
   42   29.649   29.638   36.224    0.215    41.732   195.729
   43   29.522   29.511   36.201    0.220    42.725   196.856
   44   29.387   29.377   36.178    0.225    43.719   198.290
   45   29.350   29.339   36.176    0.231    44.712   198.804
   46   29.310   29.298   36.171    0.236    45.706   198.561
   47   29.250   29.239   36.162    0.241    46.699   198.389
   48   29.142   29.131   36.156    0.246    47.693   198.420
   49   29.042   29.030   36.155    0.251    48.686   198.753
   50   29.016   29.004   36.155    0.255    49.679   199.220
   51   28.972   28.959   36.156    0.260    50.673   198.684
   52   28.947   28.935   36.156    0.265    51.666   198.524
   53   28.891   28.878   36.157    0.270    52.660   198.531
   54   28.814   28.801   36.165    0.275    53.653   198.014
   55   28.743   28.729   36.173    0.280    54.647   197.523
   56   28.729   28.716   36.179    0.285    55.640   197.518
   57   28.721   28.707   36.184    0.290    56.634   198.034
   58   28.719   28.705   36.192    0.294    57.627   198.871
   59   28.712   28.697   36.198    0.299    58.621   199.588
   60   28.679   28.664   36.195    0.304    59.614   199.770
   61   28.655   28.641   36.198    0.309    60.607   199.015
   62   28.633   28.618   36.203    0.314    61.601   197.504
   63   28.592   28.577   36.205    0.318    62.594   196.764
   64   28.529   28.513   36.206    0.323    63.588   196.635
   65   28.494   28.479   36.224    0.328    64.581   196.481
   66   28.488   28.473   36.240    0.333    65.574   198.054
   67   28.452   28.436   36.248    0.337    66.568   199.861
   68   28.340   28.323   36.249    0.342    67.561   199.193
   69   28.221   28.204   36.251    0.347    68.555   196.725
   70   28.133   28.117   36.256    0.351    69.548   192.362
   71   28.074   28.057   36.262    0.356    70.541   189.839
   72   27.995   27.978   36.278    0.360    71.535   189.973
   73   27.909   27.892   36.296    0.365    72.528   189.760
   74   27.885   27.867   36.302    0.369    73.521   190.210
   75   27.854   27.836   36.312    0.374    74.515   190.091
   76   27.762   27.744   36.323    0.378    75.508   188.649
   77   27.594   27.576   36.337    0.383    76.501   187.244
   78   27.552   27.533   36.347    0.387    77.495   185.880
   79   27.531   27.512   36.354    0.391    78.488   185.372
   80   27.501   27.482   36.357    0.396    79.481   185.408
   81   27.468   27.449   36.364    0.400    80.475   185.056
   82   27.472   27.453   36.375    0.404    81.468   184.409
   83   27.454   27.434   36.373    0.409    82.461   184.380
   84   27.428   27.408   36.377    0.413    83.455   184.525
   85   27.348   27.328   36.390    0.417    84.448   184.088
   86   27.308   27.288   36.392    0.422    85.441   183.454
   87   27.279   27.259   36.400    0.426    86.435   183.245
   88   27.259   27.239   36.413    0.430    87.428   182.911
   89   27.253   27.232   36.423    0.434    88.421   182.073
   90   27.247   27.226   36.430    0.438    89.414   181.934
   91   27.243   27.222   36.441    0.443    90.408   181.800
   92   27.235   27.214   36.461    0.447    91.401   181.900
   93   27.185   27.164   36.485    0.451    92.394   182.003
   94   27.151   27.129   36.503    0.455    93.387   181.622
   95   27.121   27.099   36.506    0.459    94.381   180.882
   96   27.085   27.063   36.508    0.463    95.374   180.144
   97   27.050   27.027   36.518    0.467    96.367   180.096
   98   27.035   27.013   36.533    0.471    97.360   180.184
   99   26.998   26.975   36.547    0.476    98.354   180.001
  100   26.944   26.921   36.558    0.480    99.347   179.777
  101   26.900   26.877   36.574    0.484    100.340   178.923
  102   26.781   26.758   36.576    0.488    101.333   178.618
  103   26.719   26.696   36.576    0.491    102.327   177.677
  104   26.705   26.681   36.578    0.495    103.320   176.823
  105   26.637   26.613   36.591    0.499    104.313   176.674
  106   26.587   26.563   36.602    0.503    105.306   176.555
  107   26.559   26.534   36.610    0.507    106.299   176.088
  108   26.499   26.475   36.626    0.511    107.293   175.764
  109   26.453   26.428   36.640    0.515    108.286   175.419
  110   26.387   26.362   36.653    0.519    109.279   174.903
  111   26.338   26.313   36.667    0.522    110.272   174.137
  112   26.319   26.294   36.673    0.526    111.265   173.898
  113   26.315   26.290   36.675    0.530    112.258   174.180
  114   26.303   26.278   36.678    0.534    113.252   174.440
  115   26.167   26.141   36.706    0.537    114.245   174.230
  116   26.045   26.019   36.726    0.541    115.238   172.623
  117   26.021   25.994   36.729    0.545    116.231   171.357
  118   26.010   25.984   36.731    0.548    117.224   171.375
  119   25.996   25.969   36.734    0.552    118.217   171.704
  120   25.962   25.936   36.740    0.555    119.211   171.844
  121   25.935   25.907   36.744    0.559    120.204   171.661
  122   25.851   25.824   36.758    0.563    121.197   171.235
  123   25.789   25.761   36.770    0.566    122.190   170.389
  124   25.737   25.710   36.780    0.570    123.183   169.856
  125   25.619   25.591   36.797    0.573    124.176   169.525
  126   25.511   25.483   36.813    0.577    125.169   168.526
  127   25.472   25.444   36.817    0.580    126.162   167.283
  128   25.388   25.360   36.828    0.583    127.155   167.003
  129   25.276   25.247   36.841    0.587    128.149   166.540
  130   25.093   25.065   36.870    0.590    129.142   165.369
  131   25.038   25.010   36.880    0.593    130.135   163.989
  132   24.944   24.916   36.892    0.596    131.128   163.800
  133   24.876   24.847   36.900    0.600    132.121   163.758
  134   24.752   24.723   36.918    0.603    133.114   163.393
  135   24.688   24.659   36.926    0.606    134.107   162.941
  136   24.620   24.590   36.935    0.609    135.100   163.183
  137   24.489   24.460   36.954    0.612    136.093   163.335
  138   24.444   24.414   36.957    0.615    137.086   163.188
  139   24.425   24.396   36.958    0.618    138.079   162.918
  140   24.379   24.349   36.964    0.621    139.072   162.752
  141   24.274   24.244   36.974    0.624    140.065   162.794
  142   24.161   24.130   36.982    0.627    141.058   162.517
  143   24.127   24.096   36.984    0.630    142.051   161.969
  144   24.094   24.063   36.986    0.633    143.044   161.782
  145   23.945   23.914   36.992    0.635    144.037   161.703
  146   23.791   23.760   36.995    0.638    145.030   160.975
  147   23.701   23.670   36.997    0.641    146.023   160.003
  148   23.600   23.568   36.998    0.644    147.016   159.820
  149   23.530   23.499   37.000    0.646    148.009   159.702
  150   23.479   23.447   36.996    0.649    149.002   159.443
  151   23.384   23.353   36.995    0.652    149.995   159.281
  152   23.256   23.224   36.993    0.654    150.988   158.658
