 station cast   lat    long    jday   mo/da/yr   gmt
  78      1   22.275 -97.453   279    10/06/21  0300 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.561   29.560   36.244    0.005    0.994   193.877
    2   29.561   29.560   36.243    0.010    1.987   193.903
    3   29.561   29.560   36.243    0.015    2.981   193.929
    4   29.561   29.560   36.243    0.020    3.975   193.956
    5   29.561   29.559   36.242    0.025    4.969   193.982
    6   29.561   29.559   36.242    0.030    5.962   194.009
    7   29.562   29.561   36.242    0.035    6.956   193.796
    8   29.562   29.560   36.242    0.040    7.950   193.939
    9   29.563   29.560   36.242    0.045    8.944   193.825
   10   29.565   29.563   36.242    0.050    9.937   193.860
   11   29.564   29.561   36.242    0.055    10.931   194.058
   12   29.565   29.562   36.242    0.061    11.925   193.958
   13   29.565   29.562   36.242    0.066    12.918   194.108
   14   29.566   29.563   36.242    0.071    13.912   193.968
   15   29.564   29.561   36.242    0.076    14.906   194.036
   16   29.566   29.562   36.242    0.081    15.899   194.102
   17   29.565   29.561   36.242    0.086    16.893   193.862
   18   29.565   29.560   36.242    0.091    17.887   194.279
   19   29.565   29.560   36.242    0.096    18.880   194.033
   20   29.566   29.561   36.242    0.101    19.874   193.977
   21   29.567   29.561   36.242    0.106    20.868   193.728
   22   29.569   29.563   36.242    0.111    21.861   194.251
   23   29.568   29.562   36.242    0.116    22.855   193.872
   24   29.568   29.562   36.242    0.121    23.849   194.148
   25   29.569   29.563   36.242    0.126    24.842   194.113
   26   29.569   29.563   36.242    0.131    25.836   194.018
   27   29.567   29.561   36.242    0.136    26.830   193.967
   28   29.566   29.559   36.242    0.141    27.823   193.639
   29   29.568   29.561   36.242    0.146    28.817   193.666
   30   29.566   29.559   36.242    0.151    29.810   194.030
   31   29.563   29.555   36.242    0.156    30.804   194.042
   32   29.563   29.555   36.242    0.162    31.798   193.877
   33   29.563   29.555   36.242    0.167    32.791   193.708
   34   29.563   29.555   36.242    0.172    33.785   193.831
   35   29.560   29.552   36.242    0.177    34.778   193.985
   36   29.561   29.552   36.242    0.182    35.772   194.202
   37   29.564   29.555   36.243    0.187    36.766   194.106
   38   29.565   29.556   36.242    0.192    37.759   193.713
   39   29.566   29.556   36.242    0.197    38.753   194.195
   40   29.568   29.558   36.242    0.202    39.746   193.970
   41   29.566   29.556   36.242    0.207    40.740   194.018
   42   29.545   29.534   36.248    0.212    41.733   194.617
   43   29.533   29.523   36.251    0.217    42.727   195.200
   44   29.528   29.517   36.252    0.222    43.720   195.114
   45   29.434   29.423   36.264    0.227    44.714   195.742
   46   28.746   28.735   36.268    0.232    45.708   200.359
   47   27.540   27.529   36.284    0.236    46.701   217.395
   48   26.858   26.847   36.288    0.240    47.695   224.835
   49   26.649   26.637   36.292    0.245    48.688   225.094
   50   26.496   26.484   36.294    0.249    49.682   224.263
   51   26.276   26.264   36.295    0.253    50.675   223.883
   52   25.885   25.874   36.293    0.257    51.669   224.083
   53   25.128   25.116   36.280    0.260    52.662   220.874
   54   24.808   24.796   36.278    0.264    53.656   215.337
   55   24.703   24.691   36.272    0.267    54.649   214.778
   56   24.558   24.546   36.266    0.271    55.643   211.843
   57   24.402   24.390   36.264    0.274    56.636   209.983
   58   24.343   24.331   36.267    0.278    57.630   207.699
   59   24.243   24.230   36.271    0.281    58.623   209.005
   60   24.103   24.090   36.276    0.285    59.616   210.459
   61   23.952   23.939   36.275    0.288    60.610   208.912
   62   23.812   23.799   36.277    0.291    61.603   207.382
   63   23.808   23.795   36.278    0.294    62.597   206.838
   64   23.805   23.791   36.279    0.298    63.590   205.990
   65   23.801   23.787   36.279    0.301    64.584   204.976
