 station cast   lat    long    jday   mo/da/yr   gmt
  51      1   27.692 -94.220   270    09/27/21  1913 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.906   28.906   35.666    0.005    0.993   194.590
    2   28.906   28.906   35.665    0.010    1.987   194.617
    3   28.906   28.906   35.665    0.016    2.980   194.643
    4   28.906   28.905   35.665    0.021    3.973   194.670
    5   28.906   28.905   35.665    0.026    4.967   194.973
    6   28.906   28.904   35.665    0.031    5.960   194.059
    7   28.907   28.905   35.665    0.037    6.953   194.062
    8   28.908   28.906   35.665    0.042    7.947   194.715
    9   28.908   28.906   35.665    0.047    8.940   194.599
   10   28.908   28.906   35.665    0.052    9.933   194.572
   11   28.907   28.904   35.664    0.058    10.927   194.691
   12   28.903   28.900   35.663    0.063    11.920   194.542
   13   28.896   28.893   35.661    0.068    12.913   194.606
   14   28.888   28.885   35.660    0.073    13.907   194.427
   15   28.864   28.861   35.659    0.079    14.900   194.514
   16   28.847   28.844   35.662    0.084    15.893   194.282
   17   28.844   28.840   35.672    0.089    16.887   194.513
   18   28.839   28.835   35.679    0.094    17.880   194.740
   19   28.837   28.833   35.684    0.100    18.873   194.579
   20   28.842   28.837   35.697    0.105    19.866   194.659
   21   28.838   28.833   35.703    0.110    20.860   194.903
   22   28.832   28.827   35.705    0.115    21.853   194.659
   23   28.836   28.831   35.712    0.120    22.846   194.786
   24   28.843   28.837   35.722    0.126    23.840   194.599
   25   28.844   28.838   35.724    0.131    24.833   194.799
   26   28.848   28.841   35.729    0.136    25.826   195.167
   27   28.847   28.841   35.738    0.141    26.819   195.103
   28   28.846   28.839   35.750    0.146    27.813   195.326
   29   28.842   28.835   35.752    0.151    28.806   195.594
   30   28.837   28.830   35.756    0.157    29.799   195.555
   31   28.836   28.828   35.762    0.162    30.792   195.293
   32   28.835   28.827   35.764    0.167    31.785   195.549
   33   28.831   28.823   35.768    0.172    32.779   195.475
   34   28.828   28.820   35.774    0.177    33.772   195.815
   35   28.831   28.823   35.781    0.182    34.765   195.601
   36   28.822   28.814   35.781    0.188    35.758   195.712
   37   28.800   28.792   35.775    0.193    36.752   195.680
   38   28.803   28.793   35.777    0.198    37.745   195.664
   39   28.811   28.802   35.782    0.203    38.738   195.813
   40   28.826   28.816   35.793    0.208    39.731   195.875
   41   28.292   28.282   35.844    0.213    40.724   194.708
   42   27.129   27.119   35.973    0.218    41.717   191.679
   43   27.005   26.995   35.990    0.222    42.711   207.231
   44   26.388   26.378   36.031    0.226    43.704   208.484
   45   25.976   25.966   36.057    0.230    44.697   210.840
   46   25.832   25.821   36.071    0.234    45.690   214.678
   47   25.712   25.702   36.086    0.238    46.683   212.702
   48   25.612   25.602   36.100    0.242    47.676   210.947
   49   25.363   25.352   36.133    0.246    48.669   212.029
   50   25.127   25.116   36.164    0.250    49.663   215.751
   51   24.901   24.890   36.186    0.253    50.656   217.692
   52   24.682   24.671   36.205    0.257    51.649   217.698
   53   24.434   24.423   36.224    0.261    52.642   217.629
   54   24.323   24.312   36.219    0.264    53.635   217.074
   55   24.152   24.140   36.217    0.267    54.628   215.475
   56   23.951   23.939   36.226    0.271    55.621   210.863
   57   23.862   23.850   36.224    0.274    56.614   202.660
   58   23.720   23.707   36.229    0.277    57.608   194.421
   59   23.584   23.571   36.235    0.281    58.601   193.007
   60   23.543   23.530   36.267    0.284    59.594   198.037
   61   23.474   23.461   36.279    0.287    60.587   204.982
   62   23.373   23.360   36.278    0.290    61.580   206.283
   63   23.234   23.221   36.282    0.293    62.573   203.318
   64   23.061   23.048   36.268    0.297    63.566   198.953
   65   22.919   22.906   36.266    0.300    64.559   196.949
   66   22.842   22.829   36.277    0.303    65.552   197.146
   67   22.682   22.668   36.277    0.306    66.545   195.881
   68   22.570   22.557   36.282    0.309    67.538   193.062
   69   22.545   22.531   36.283    0.311    68.531   191.130
   70   22.502   22.488   36.283    0.314    69.524   191.253
   71   22.408   22.394   36.284    0.317    70.517   191.618
   72   22.326   22.312   36.285    0.320    71.510   190.640
   73   22.293   22.279   36.317    0.323    72.503   188.227
   74   22.264   22.249   36.335    0.326    73.496   181.176
   75   22.252   22.237   36.350    0.329    74.489   172.584
   76   22.166   22.151   36.349    0.331    75.482   168.831
   77   22.102   22.087   36.351    0.334    76.475   168.484
   78   22.060   22.044   36.355    0.337    77.468   168.882
   79   21.983   21.968   36.349    0.340    78.461   168.925
   80   21.845   21.829   36.326    0.342    79.454   169.405
   81   21.673   21.657   36.291    0.345    80.447   172.623
   82   21.489   21.473   36.264    0.348    81.440   180.651
   83   21.425   21.409   36.254    0.350    82.433   190.477
   84   21.340   21.324   36.244    0.353    83.426   194.617
   85   21.240   21.224   36.235    0.356    84.419   194.382
   86   21.133   21.116   36.226    0.358    85.412   192.876
   87   21.057   21.041   36.222    0.361    86.405   190.872
   88   21.014   20.997   36.221    0.364    87.398   188.858
   89   20.962   20.945   36.219    0.366    88.391   188.410
   90   20.922   20.904   36.220    0.369    89.384   187.920
   91   20.886   20.869   36.225    0.371    90.377   186.786
   92   20.864   20.846   36.230    0.374    91.370   184.876
   93   20.801   20.783   36.236    0.376    92.363   183.969
   94   20.745   20.727   36.236    0.379    93.356   182.928
   95   20.657   20.639   36.240    0.381    94.349   181.148
   96   20.598   20.580   36.250    0.384    95.342   178.155
   97   20.565   20.546   36.257    0.386    96.335   175.232
   98   20.496   20.478   36.265    0.389    97.327   173.716
   99   20.456   20.437   36.275    0.391    98.320   171.460
  100   20.409   20.390   36.284    0.393    99.313   166.894
  101   20.367   20.348   36.292    0.396    100.306   161.933
  102   20.310   20.291   36.305    0.398    101.299   159.648
  103   20.312   20.293   36.309    0.400    102.292   159.342
  104   20.288   20.268   36.311    0.403    103.285   160.218
  105   20.185   20.165   36.326    0.405    104.278   160.322
  106   20.124   20.104   36.338    0.407    105.270   156.740
  107   20.091   20.071   36.344    0.410    106.263   152.685
  108   20.074   20.054   36.350    0.412    107.256   149.914
  109   20.047   20.026   36.365    0.414    108.249   148.446
  110   19.985   19.965   36.388    0.416    109.242   147.175
  111   19.931   19.910   36.396    0.418    110.235   144.853
  112   19.893   19.872   36.405    0.421    111.228   142.173
  113   19.823   19.802   36.402    0.423    112.220   139.937
  114   19.716   19.695   36.403    0.425    113.213   138.158
  115   19.621   19.600   36.410    0.427    114.206   135.881
  116   19.575   19.553   36.418    0.429    115.199   133.129
  117   19.514   19.493   36.414    0.431    116.192   131.297
  118   19.488   19.467   36.427    0.433    117.184   130.328
  119   19.474   19.452   36.447    0.435    118.177   129.603
  120   19.434   19.412   36.450    0.437    119.170   129.240
  121   19.374   19.352   36.445    0.439    120.163   128.808
  122   19.346   19.324   36.440    0.441    121.156   128.230
  123   19.277   19.255   36.431    0.443    122.148   127.711
  124   19.247   19.224   36.444    0.445    123.141   126.568
  125   19.199   19.177   36.458    0.447    124.134   123.823
  126   19.086   19.064   36.457    0.449    125.127   118.842
  127   19.024   19.001   36.453    0.451    126.120   114.744
  128   19.018   18.995   36.452    0.453    127.112   113.729
  129   19.006   18.983   36.451    0.455    128.105   114.119
  130   18.984   18.960   36.449    0.457    129.098   114.561
  131   18.875   18.851   36.443    0.459    130.091   114.586
  132   18.812   18.789   36.438    0.461    131.083   113.961
  133   18.724   18.701   36.433    0.462    132.076   113.552
  134   18.663   18.639   36.435    0.464    133.069   113.271
  135   18.623   18.599   36.436    0.466    134.061   114.109
  136   18.612   18.588   36.436    0.468    135.054   115.491
  137   18.592   18.567   36.435    0.470    136.047   115.970
  138   18.540   18.515   36.431    0.472    137.040   115.873
  139   18.464   18.440   36.422    0.473    138.032   115.780
  140   18.314   18.289   36.408    0.475    139.025   115.524
  141   18.178   18.153   36.394    0.477    140.018   114.796
  142   18.070   18.045   36.382    0.479    141.010   114.349
  143   18.014   17.989   36.377    0.480    142.003   114.469
  144   17.993   17.968   36.375    0.482    142.996   114.731
  145   17.951   17.926   36.370    0.484    143.988   114.799
  146   17.919   17.894   36.367    0.486    144.981   114.815
  147   17.898   17.872   36.364    0.487    145.974   114.937
  148   17.782   17.757   36.352    0.489    146.966   115.119
  149   17.709   17.684   36.345    0.491    147.959   115.224
  150   17.657   17.631   36.339    0.492    148.952   115.570
  151   17.608   17.582   36.333    0.494    149.944   115.721
  152   17.544   17.518   36.325    0.496    150.937   115.739
  153   17.485   17.459   36.318    0.497    151.930   115.692
  154   17.442   17.416   36.313    0.499    152.922   115.660
  155   17.405   17.379   36.309    0.501    153.915   115.802
  156   17.348   17.322   36.302    0.502    154.908   115.825
  157   17.293   17.267   36.296    0.504    155.900   115.852
  158   17.232   17.205   36.287    0.506    156.893   115.998
  159   17.138   17.112   36.276    0.507    157.885   116.194
  160   17.082   17.055   36.269    0.509    158.878   116.284
  161   17.064   17.037   36.266    0.510    159.871   116.250
  162   17.029   17.002   36.261    0.512    160.863   116.042
  163   16.972   16.945   36.253    0.514    161.856   115.599
  164   16.919   16.892   36.247    0.515    162.848   115.297
  165   16.864   16.836   36.239    0.517    163.841   115.455
  166   16.792   16.765   36.229    0.518    164.834   115.585
  167   16.725   16.698   36.220    0.520    165.826   115.568
  168   16.637   16.610   36.207    0.522    166.819   115.586
  169   16.618   16.591   36.204    0.523    167.811   115.509
  170   16.579   16.552   36.198    0.525    168.804   115.493
  171   16.522   16.494   36.191    0.526    169.796   115.657
  172   16.479   16.451   36.186    0.528    170.789   115.936
  173   16.441   16.413   36.181    0.529    171.782   116.104
  174   16.423   16.394   36.179    0.531    172.774   116.251
  175   16.409   16.381   36.177    0.532    173.767   116.345
  176   16.386   16.358   36.174    0.534    174.759   116.278
  177   16.352   16.323   36.170    0.535    175.752   116.255
  178   16.335   16.306   36.167    0.537    176.744   116.185
  179   16.321   16.292   36.166    0.538    177.737   116.015
  180   16.315   16.286   36.165    0.540    178.729   116.054
  181   16.289   16.260   36.160    0.541    179.722   116.156
  182   16.228   16.199   36.151    0.543    180.714   116.386
  183   16.172   16.143   36.143    0.544    181.707   116.628
  184   16.125   16.096   36.135    0.546    182.699   116.790
  185   16.074   16.045   36.129    0.547    183.692   116.771
  186   16.034   16.004   36.123    0.549    184.684   116.710
  187   16.000   15.970   36.118    0.550    185.677   116.450
  188   15.986   15.956   36.116    0.552    186.669   116.179
  189   15.964   15.934   36.112    0.553    187.662   116.142
  190   15.924   15.893   36.105    0.555    188.654   116.138
  191   15.888   15.858   36.100    0.556    189.646   116.207
  192   15.878   15.848   36.099    0.558    190.639   116.525
  193   15.864   15.834   36.096    0.559    191.631   116.703
  194   15.814   15.783   36.089    0.561    192.624   116.825
  195   15.794   15.763   36.086    0.562    193.616   116.781
  196   15.787   15.756   36.085    0.563    194.609   116.842
  197   15.756   15.725   36.079    0.565    195.601   116.921
  198   15.719   15.688   36.074    0.566    196.594   116.830
  199   15.690   15.659   36.070    0.568    197.586   116.744
  200   15.641   15.609   36.063    0.569    198.578   116.729
  201   15.571   15.540   36.054    0.571    199.571   116.804
  202   15.547   15.515   36.051    0.572    200.563   116.805
  203   15.537   15.505   36.048    0.574    201.556   116.894
  204   15.527   15.495   36.047    0.575    202.548   117.063
  205   15.495   15.463   36.041    0.576    203.540   117.286
  206   15.452   15.420   36.035    0.578    204.533   117.349
  207   15.427   15.394   36.030    0.579    205.525   117.463
  208   15.381   15.349   36.023    0.581    206.518   117.518
  209   15.358   15.325   36.020    0.582    207.510   117.480
  210   15.331   15.298   36.016    0.584    208.502   117.187
  211   15.300   15.267   36.011    0.585    209.495   116.923
  212   15.234   15.202   36.000    0.586    210.487   116.825
  213   15.215   15.182   35.997    0.588    211.479   116.862
  214   15.209   15.176   35.996    0.589    212.472   116.995
  215   15.170   15.137   35.990    0.591    213.464   117.186
  216   15.138   15.105   35.985    0.592    214.456   117.093
  217   15.088   15.055   35.976    0.593    215.449   116.971
  218   15.022   14.989   35.968    0.595    216.441   116.865
  219   15.013   14.980   35.967    0.596    217.433   116.706
  220   14.992   14.958   35.963    0.597    218.426   116.714
  221   14.915   14.881   35.950    0.599    219.418   116.816
  222   14.861   14.827   35.942    0.600    220.410   116.627
  223   14.844   14.810   35.940    0.602    221.403   116.391
  224   14.839   14.805   35.939    0.603    222.395   116.310
  225   14.840   14.806   35.940    0.604    223.387   116.271
  226   14.833   14.799   35.939    0.606    224.379   116.230
  227   14.828   14.794   35.938    0.607    225.372   116.189
  228   14.822   14.788   35.937    0.608    226.364   116.188
  229   14.794   14.759   35.931    0.610    227.356   116.165
  230   14.712   14.677   35.919    0.611    228.349   116.094
  231   14.675   14.640   35.914    0.613    229.341   115.547
  232   14.592   14.558   35.900    0.614    230.333   114.974
  233   14.555   14.520   35.894    0.615    231.325   114.770
  234   14.481   14.446   35.878    0.617    232.318   114.847
  235   14.345   14.310   35.861    0.618    233.310   115.020
  236   14.318   14.283   35.857    0.619    234.302   115.047
  237   14.292   14.257   35.852    0.621    235.294   115.352
  238   14.235   14.200   35.844    0.622    236.287   115.581
  239   14.211   14.176   35.840    0.623    237.279   115.673
  240   14.196   14.161   35.837    0.624    238.271   115.715
  241   14.168   14.133   35.833    0.626    239.263   115.707
  242   14.126   14.090   35.826    0.627    240.255   115.624
  243   14.075   14.040   35.819    0.628    241.248   115.581
  244   14.019   13.983   35.809    0.630    242.240   115.537
  245   13.962   13.926   35.801    0.631    243.232   115.390
  246   13.922   13.886   35.795    0.632    244.224   115.091
  247   13.899   13.863   35.792    0.634    245.216   114.838
  248   13.880   13.844   35.789    0.635    246.209   114.678
  249   13.852   13.816   35.785    0.636    247.201   114.553
  250   13.833   13.797   35.781    0.637    248.193   114.273
  251   13.818   13.782   35.779    0.639    249.185   114.006
  252   13.798   13.761   35.775    0.640    250.177   113.864
  253   13.718   13.681   35.762    0.641    251.169   113.934
  254   13.640   13.604   35.751    0.643    252.162   114.059
  255   13.615   13.578   35.747    0.644    253.154   114.201
  256   13.591   13.555   35.744    0.645    254.146   114.436
  257   13.575   13.538   35.741    0.646    255.138   114.628
  258   13.570   13.533   35.740    0.648    256.130   114.661
  259   13.546   13.509   35.737    0.649    257.122   114.545
  260   13.522   13.485   35.734    0.650    258.114   114.429
  261   13.508   13.471   35.732    0.651    259.107   114.221
  262   13.501   13.463   35.731    0.653    260.099   114.189
  263   13.491   13.453   35.729    0.654    261.091   114.183
  264   13.482   13.445   35.728    0.655    262.083   114.150
  265   13.470   13.433   35.726    0.656    263.075   114.197
  266   13.449   13.411   35.723    0.658    264.067   114.233
  267   13.442   13.405   35.722    0.659    265.059   114.337
  268   13.434   13.396   35.720    0.660    266.051   114.454
  269   13.416   13.378   35.718    0.661    267.043   114.800
  270   13.413   13.375   35.718    0.663    268.035   114.804
  271   13.357   13.319   35.710    0.664    269.028   115.076
  272   13.335   13.297   35.706    0.665    270.020   115.027
  273   13.298   13.260   35.700    0.666    271.012   114.948
  274   13.231   13.192   35.689    0.668    272.004   114.913
  275   13.200   13.161   35.684    0.669    272.996   114.927
  276   13.183   13.144   35.682    0.670    273.988   114.768
  277   13.166   13.128   35.679    0.671    274.980   114.674
  278   13.150   13.111   35.676    0.673    275.972   114.662
