 station cast   lat    long    jday   mo/da/yr   gmt
  40      1   27.911 -90.002   268    09/25/21  2321 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.517   28.517   36.241    0.005    0.993   195.845
    2   28.517   28.517   36.241    0.009    1.987   195.871
    3   28.517   28.517   36.240    0.014    2.980   195.898
    4   28.517   28.517   36.240    0.019    3.973   195.925
    5   28.517   28.516   36.240    0.024    4.967   195.888
    6   28.519   28.518   36.240    0.028    5.960   195.967
    7   28.521   28.519   36.241    0.033    6.953   196.165
    8   28.522   28.520   36.241    0.038    7.947   196.444
    9   28.524   28.522   36.241    0.042    8.940   196.432
   10   28.523   28.521   36.241    0.047    9.933   195.911
   11   28.525   28.522   36.241    0.052    10.927   196.349
   12   28.525   28.523   36.241    0.057    11.920   196.486
   13   28.526   28.523   36.241    0.061    12.913   196.336
   14   28.527   28.524   36.240    0.066    13.907   196.260
   15   28.528   28.524   36.240    0.071    14.900   196.100
   16   28.526   28.522   36.242    0.075    15.893   196.279
   17   28.525   28.521   36.241    0.080    16.886   196.484
   18   28.524   28.520   36.241    0.085    17.880   196.289
   19   28.526   28.521   36.244    0.090    18.873   196.295
   20   28.526   28.522   36.245    0.094    19.866   196.269
   21   28.526   28.521   36.248    0.099    20.859   196.456
   22   28.523   28.518   36.255    0.104    21.853   196.331
   23   28.519   28.514   36.261    0.108    22.846   196.131
   24   28.514   28.508   36.266    0.113    23.839   196.437
   25   28.509   28.503   36.267    0.118    24.832   196.113
   26   28.509   28.503   36.267    0.122    25.826   195.967
   27   28.508   28.501   36.268    0.127    26.819   196.060
   28   28.503   28.496   36.269    0.132    27.812   196.205
   29   28.492   28.485   36.269    0.136    28.805   196.605
   30   28.384   28.377   36.275    0.141    29.799   196.676
   31   28.067   28.059   36.324    0.146    30.792   198.079
   32   27.860   27.853   36.362    0.150    31.785   201.182
   33   27.400   27.392   36.445    0.154    32.778   201.940
   34   27.274   27.266   36.463    0.158    33.771   202.831
   35   27.054   27.046   36.482    0.163    34.765   202.292
   36   26.794   26.786   36.490    0.167    35.758   200.563
   37   26.607   26.599   36.500    0.171    36.751   199.581
   38   26.466   26.457   36.507    0.174    37.744   199.998
   39   26.384   26.375   36.525    0.178    38.737   200.979
   40   26.301   26.292   36.583    0.182    39.730   199.158
   41   26.246   26.236   36.592    0.186    40.724   194.595
   42   26.187   26.177   36.600    0.190    41.717   193.738
   43   26.139   26.129   36.616    0.193    42.710   193.763
   44   25.964   25.955   36.628    0.197    43.703   192.646
   45   25.812   25.802   36.628    0.201    44.696   192.396
   46   25.723   25.713   36.626    0.204    45.689   194.195
   47   25.647   25.637   36.623    0.208    46.682   194.274
   48   25.528   25.517   36.620    0.211    47.676   194.621
   49   25.286   25.276   36.609    0.215    48.669   195.466
   50   25.074   25.063   36.614    0.218    49.662   195.599
   51   24.952   24.941   36.630    0.221    50.655   194.240
   52   24.859   24.848   36.651    0.225    51.648   191.327
   53   24.682   24.670   36.658    0.228    52.641   187.030
   54   24.499   24.487   36.641    0.231    53.634   182.294
   55   24.291   24.279   36.618    0.234    54.627   180.365
   56   24.085   24.073   36.599    0.238    55.620   180.395
   57   23.874   23.862   36.570    0.241    56.613   180.699
   58   23.546   23.534   36.545    0.244    57.607   181.249
   59   23.361   23.349   36.514    0.247    58.600   181.419
   60   23.165   23.152   36.483    0.250    59.593   183.502
   61   22.954   22.941   36.444    0.253    60.586   185.187
   62   22.838   22.825   36.427    0.256    61.579   185.105
   63   22.719   22.706   36.402    0.258    62.572   185.411
   64   22.585   22.572   36.377    0.261    63.565   186.462
   65   22.530   22.517   36.364    0.264    64.558   187.892
   66   22.406   22.393   36.354    0.267    65.551   188.473
   67   22.350   22.337   36.363    0.270    66.544   186.942
   68   22.369   22.355   36.382    0.273    67.537   185.006
   69   22.194   22.181   36.367    0.275    68.530   183.462
   70   21.896   21.882   36.327    0.278    69.523   180.933
   71   21.841   21.827   36.326    0.281    70.516   179.590
   72   21.830   21.815   36.366    0.284    71.509   179.641
   73   21.937   21.923   36.451    0.286    72.502   177.321
   74   21.961   21.946   36.470    0.289    73.495   171.441
   75   21.945   21.930   36.471    0.292    74.488   167.655
   76   21.928   21.913   36.477    0.294    75.481   167.805
   77   21.859   21.844   36.479    0.297    76.474   168.512
   78   21.845   21.830   36.527    0.299    77.467   167.145
   79   21.936   21.920   36.574    0.302    78.460   163.493
   80   22.031   22.015   36.627    0.304    79.453   159.973
   81   22.107   22.091   36.700    0.307    80.446   158.073
   82   22.088   22.072   36.717    0.309    81.439   156.319
   83   22.071   22.055   36.727    0.312    82.432   154.675
   84   22.081   22.065   36.745    0.314    83.425   154.656
   85   22.038   22.021   36.742    0.317    84.418   155.143
   86   21.984   21.967   36.743    0.319    85.411   154.858
   87   21.794   21.777   36.714    0.322    86.404   153.996
   88   21.628   21.611   36.691    0.324    87.397   152.784
   89   21.497   21.480   36.658    0.327    88.390   151.212
   90   21.337   21.319   36.616    0.329    89.383   149.849
   91   21.090   21.072   36.563    0.331    90.375   148.994
   92   21.014   20.996   36.551    0.334    91.368   147.473
   93   20.961   20.943   36.544    0.336    92.361   145.942
   94   20.958   20.940   36.568    0.338    93.354   144.903
   95   20.911   20.893   36.596    0.341    94.347   144.644
   96   20.848   20.830   36.597    0.343    95.340   144.077
   97   20.850   20.831   36.602    0.345    96.333   143.076
   98   20.862   20.843   36.611    0.347    97.326   142.544
   99   20.750   20.731   36.602    0.350    98.319   142.404
  100   20.649   20.630   36.587    0.352    99.312   140.983
  101   20.588   20.568   36.577    0.354    100.304   138.796
  102   20.579   20.559   36.586    0.356    101.297   137.396
  103   20.598   20.578   36.605    0.359    102.290   137.024
  104   20.577   20.557   36.609    0.361    103.283   137.183
  105   20.556   20.536   36.613    0.363    104.276   137.033
  106   20.553   20.532   36.622    0.365    105.269   136.700
  107   20.498   20.477   36.617    0.367    106.262   137.034
  108   20.387   20.366   36.605    0.369    107.254   137.067
  109   20.241   20.220   36.597    0.372    108.247   136.301
  110   20.180   20.159   36.611    0.374    109.240   135.923
  111   20.144   20.123   36.608    0.376    110.233   137.435
  112   20.115   20.094   36.604    0.378    111.226   138.165
  113   20.053   20.032   36.597    0.380    112.219   137.689
  114   20.010   19.988   36.595    0.382    113.211   136.418
  115   19.943   19.922   36.592    0.384    114.204   134.900
  116   19.810   19.788   36.585    0.386    115.197   133.883
  117   19.775   19.754   36.596    0.388    116.190   132.600
  118   19.822   19.800   36.641    0.390    117.183   134.147
  119   19.829   19.807   36.653    0.392    118.175   142.925
  120   19.815   19.793   36.652    0.394    119.168   149.960
  121   19.754   19.731   36.642    0.396    120.161   151.898
  122   19.661   19.639   36.629    0.398    121.154   149.913
  123   19.539   19.517   36.611    0.400    122.146   148.027
  124   19.468   19.445   36.603    0.402    123.139   146.674
  125   19.403   19.381   36.595    0.404    124.132   145.703
  126   19.364   19.341   36.593    0.405    125.125   144.971
  127   19.323   19.299   36.586    0.407    126.117   145.030
  128   19.218   19.195   36.568    0.409    127.110   144.785
  129   19.116   19.092   36.557    0.411    128.103   142.619
  130   19.012   18.989   36.542    0.413    129.096   140.247
  131   18.944   18.921   36.535    0.415    130.088   138.675
  132   18.913   18.889   36.536    0.417    131.081   138.089
  133   18.888   18.864   36.536    0.418    132.074   139.608
  134   18.856   18.832   36.538    0.420    133.067   141.476
  135   18.729   18.705   36.527    0.422    134.059   144.402
  136   18.685   18.660   36.523    0.424    135.052   147.360
  137   18.663   18.638   36.522    0.426    136.045   148.217
  138   18.646   18.622   36.527    0.427    137.037   148.246
  139   18.596   18.571   36.532    0.429    138.030   149.824
  140   18.561   18.536   36.534    0.431    139.023   154.307
  141   18.511   18.486   36.529    0.433    140.015   157.565
  142   18.465   18.440   36.525    0.434    141.008   158.388
  143   18.419   18.394   36.522    0.436    142.001   158.063
  144   18.414   18.389   36.522    0.438    142.993   157.946
  145   18.404   18.378   36.520    0.440    143.986   157.952
  146   18.344   18.318   36.510    0.441    144.979   157.600
  147   18.299   18.274   36.502    0.443    145.971   156.415
  148   18.261   18.235   36.497    0.445    146.964   155.296
  149   18.236   18.210   36.493    0.447    147.957   155.011
  150   18.216   18.190   36.490    0.448    148.949   155.119
  151   18.193   18.167   36.487    0.450    149.942   155.076
  152   18.174   18.147   36.484    0.452    150.935   154.987
  153   18.154   18.127   36.482    0.453    151.927   155.084
  154   18.145   18.118   36.480    0.455    152.920   155.214
  155   18.125   18.098   36.477    0.457    153.912   155.085
  156   18.092   18.065   36.473    0.458    154.905   155.214
  157   18.071   18.043   36.470    0.460    155.898   155.304
  158   18.047   18.019   36.467    0.462    156.890   155.180
  159   18.033   18.006   36.464    0.463    157.883   155.006
  160   18.021   17.994   36.462    0.465    158.875   155.025
  161   18.016   17.988   36.461    0.467    159.868   154.951
  162   18.013   17.985   36.461    0.469    160.861   154.764
  163   18.006   17.978   36.459    0.470    161.853   154.774
  164   17.984   17.955   36.455    0.472    162.846   154.778
  165   17.939   17.911   36.448    0.474    163.838   154.566
  166   17.902   17.873   36.444    0.475    164.831   154.142
  167   17.894   17.865   36.442    0.477    165.823   153.864
  168   17.880   17.851   36.440    0.479    166.816   153.831
  169   17.858   17.829   36.437    0.480    167.809   153.812
  170   17.829   17.800   36.432    0.482    168.801   153.586
  171   17.803   17.773   36.427    0.484    169.794   153.299
  172   17.788   17.758   36.425    0.485    170.786   153.162
  173   17.776   17.746   36.423    0.487    171.779   153.085
  174   17.745   17.715   36.418    0.489    172.771   153.069
  175   17.653   17.623   36.405    0.490    173.764   152.977
  176   17.607   17.577   36.398    0.492    174.756   152.597
  177   17.572   17.542   36.392    0.493    175.749   152.363
  178   17.554   17.523   36.389    0.495    176.741   152.411
  179   17.531   17.500   36.386    0.497    177.734   152.315
  180   17.510   17.479   36.383    0.498    178.726   152.163
  181   17.493   17.462   36.380    0.500    179.719   152.180
  182   17.458   17.427   36.375    0.502    180.711   152.077
  183   17.435   17.404   36.371    0.503    181.704   151.899
  184   17.409   17.378   36.366    0.505    182.696   151.696
  185   17.355   17.324   36.357    0.506    183.689   151.213
  186   17.289   17.257   36.344    0.508    184.681   150.376
  187   17.213   17.181   36.332    0.510    185.674   149.659
  188   17.174   17.143   36.325    0.511    186.666   148.827
  189   17.139   17.107   36.320    0.513    187.658   148.109
  190   17.117   17.086   36.316    0.514    188.651   147.732
  191   17.058   17.026   36.306    0.516    189.643   147.524
  192   17.016   16.984   36.299    0.518    190.636   146.970
  193   16.979   16.947   36.292    0.519    191.628   146.069
  194   16.934   16.902   36.285    0.521    192.621   144.573
  195   16.927   16.894   36.283    0.522    193.613   143.237
  196   16.920   16.887   36.282    0.524    194.605   142.845
  197   16.891   16.859   36.280    0.525    195.598   142.905
  198   16.875   16.842   36.280    0.527    196.590   144.287
  199   16.859   16.826   36.279    0.529    197.583   146.950
  200   16.855   16.822   36.279    0.530    198.575   148.605
  201   16.854   16.821   36.279    0.532    199.567   149.428
  202   16.854   16.821   36.279    0.533    200.560   149.720
  203   16.854   16.820   36.279    0.535    201.552   149.661
  204   16.854   16.820   36.279    0.536    202.545   149.571
  205   16.854   16.820   36.279    0.538    203.537   149.294
  206   16.853   16.819   36.280    0.539    204.529   149.273
  207   16.849   16.815   36.279    0.541    205.522   149.478
  208   16.842   16.807   36.278    0.543    206.514   149.806
  209   16.835   16.801   36.278    0.544    207.506   149.961
  210   16.813   16.779   36.274    0.546    208.499   150.139
  211   16.788   16.753   36.270    0.547    209.491   150.260
  212   16.746   16.711   36.263    0.549    210.483   150.201
  213   16.729   16.694   36.260    0.550    211.476   149.966
  214   16.682   16.647   36.252    0.552    212.468   149.736
  215   16.642   16.607   36.245    0.553    213.460   149.385
  216   16.605   16.570   36.240    0.555    214.453   149.032
  217   16.592   16.557   36.237    0.556    215.445   148.731
  218   16.585   16.549   36.236    0.558    216.437   148.560
  219   16.549   16.513   36.227    0.560    217.430   148.608
  220   16.518   16.482   36.222    0.561    218.422   148.268
  221   16.515   16.479   36.222    0.563    219.414   147.451
  222   16.500   16.464   36.219    0.564    220.407   146.807
  223   16.476   16.440   36.213    0.566    221.399   146.733
  224   16.381   16.344   36.194    0.567    222.391   146.644
  225   16.346   16.310   36.189    0.569    223.383   144.890
  226   16.300   16.263   36.178    0.570    224.376   141.561
  227   16.225   16.188   36.164    0.572    225.368   137.812
  228   16.162   16.125   36.153    0.573    226.360   133.992
  229   16.131   16.094   36.148    0.575    227.353   130.719
  230   16.100   16.064   36.144    0.576    228.345   129.382
