 station cast   lat    long    jday   mo/da/yr   gmt
  39      1   27.740 -90.000   268    09/25/21  2049 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.470   28.470   36.291    0.005    0.993   195.553
    2   28.470   28.470   36.290    0.009    1.987   195.580
    3   28.470   28.470   36.290    0.014    2.980   195.607
    4   28.470   28.469   36.290    0.019    3.973   195.634
    5   28.470   28.469   36.289    0.023    4.967   195.650
    6   28.470   28.468   36.289    0.028    5.960   195.856
    7   28.471   28.469   36.289    0.033    6.953   195.855
    8   28.471   28.469   36.289    0.037    7.947   195.845
    9   28.471   28.469   36.289    0.042    8.940   195.886
   10   28.471   28.468   36.289    0.047    9.933   195.543
   11   28.470   28.467   36.289    0.051    10.927   195.678
   12   28.470   28.467   36.289    0.056    11.920   195.740
   13   28.471   28.468   36.289    0.061    12.913   195.764
   14   28.471   28.468   36.289    0.065    13.907   195.858
   15   28.469   28.466   36.290    0.070    14.900   195.594
   16   28.469   28.465   36.290    0.075    15.893   195.589
   17   28.471   28.467   36.290    0.079    16.887   195.625
   18   28.473   28.468   36.289    0.084    17.880   196.016
   19   28.473   28.468   36.289    0.089    18.873   195.714
   20   28.473   28.468   36.290    0.093    19.866   195.416
   21   28.473   28.468   36.289    0.098    20.860   195.946
   22   28.473   28.467   36.290    0.103    21.853   195.208
   23   28.469   28.463   36.291    0.107    22.846   195.848
   24   28.468   28.463   36.290    0.112    23.839   196.077
   25   28.465   28.459   36.291    0.117    24.833   195.341
   26   28.463   28.457   36.292    0.121    25.826   195.665
   27   28.463   28.456   36.292    0.126    26.819   195.770
   28   28.461   28.454   36.293    0.130    27.812   195.742
   29   28.460   28.453   36.294    0.135    28.806   195.584
   30   28.459   28.451   36.295    0.140    29.799   195.794
   31   28.458   28.450   36.295    0.144    30.792   195.769
   32   28.443   28.436   36.296    0.149    31.785   195.771
   33   28.437   28.429   36.297    0.154    32.779   195.925
   34   28.432   28.424   36.297    0.158    33.772   196.143
   35   28.429   28.421   36.297    0.163    34.765   196.028
   36   28.424   28.416   36.296    0.168    35.758   195.965
   37   28.385   28.376   36.296    0.172    36.751   196.152
   38   27.362   27.353   36.392    0.177    37.745   197.412
   39   27.073   27.064   36.401    0.181    38.738   203.309
   40   26.956   26.946   36.400    0.185    39.731   210.922
   41   26.872   26.862   36.392    0.189    40.724   211.320
   42   26.680   26.670   36.397    0.193    41.717   212.009
   43   26.557   26.547   36.413    0.197    42.710   211.938
   44   26.420   26.410   36.434    0.201    43.704   210.927
   45   26.435   26.425   36.485    0.205    44.697   206.522
   46   26.269   26.259   36.460    0.209    45.690   203.200
   47   26.267   26.256   36.487    0.213    46.683   205.853
   48   26.169   26.158   36.496    0.216    47.676   203.642
   49   26.061   26.050   36.521    0.220    48.669   203.259
   50   26.036   26.025   36.567    0.224    49.662   199.983
   51   25.985   25.974   36.579    0.228    50.656   193.732
   52   25.921   25.909   36.590    0.231    51.649   193.689
   53   25.872   25.860   36.596    0.235    52.642   193.760
   54   25.819   25.807   36.596    0.239    53.635   193.689
   55   25.711   25.699   36.615    0.242    54.628   193.792
   56   25.611   25.599   36.629    0.246    55.621   192.213
   57   25.542   25.529   36.636    0.249    56.614   190.649
   58   25.482   25.469   36.638    0.253    57.607   190.334
   59   25.378   25.365   36.632    0.256    58.600   190.475
   60   25.315   25.302   36.634    0.260    59.593   191.468
   61   25.213   25.199   36.647    0.263    60.587   190.103
   62   25.104   25.090   36.655    0.267    61.580   187.418
   63   24.965   24.951   36.664    0.270    62.573   184.744
   64   24.827   24.814   36.651    0.273    63.566   181.792
   65   24.610   24.596   36.636    0.276    64.559   184.007
   66   24.382   24.367   36.642    0.280    65.552   185.034
   67   24.338   24.324   36.644    0.283    66.545   184.984
   68   24.278   24.263   36.647    0.286    67.538   184.364
   69   24.216   24.201   36.651    0.289    68.531   183.445
   70   24.160   24.145   36.655    0.292    69.524   181.652
   71   23.997   23.982   36.663    0.295    70.517   180.237
   72   23.739   23.724   36.670    0.298    71.510   178.099
   73   23.646   23.631   36.690    0.301    72.503   173.790
   74   23.572   23.556   36.727    0.304    73.496   168.142
   75   23.504   23.488   36.751    0.307    74.489   162.577
   76   23.269   23.254   36.742    0.310    75.482   159.822
   77   23.219   23.203   36.738    0.313    76.475   160.919
   78   23.195   23.179   36.736    0.315    77.468   162.547
   79   23.175   23.159   36.735    0.318    78.461   163.695
   80   23.135   23.118   36.735    0.321    79.454   164.325
   81   23.028   23.011   36.740    0.324    80.447   164.300
   82   22.893   22.876   36.746    0.326    81.440   163.689
   83   22.812   22.795   36.741    0.329    82.433   162.351
   84   22.776   22.759   36.738    0.332    83.426   160.787
   85   22.741   22.723   36.732    0.335    84.419   159.650
   86   22.702   22.685   36.729    0.337    85.412   158.746
