 station cast   lat    long    jday   mo/da/yr   gmt
   53   25.205   25.193   36.229    0.263    52.643   216.453
   54   25.079   25.067   36.217    0.267    53.636   219.973
   55   24.791   24.779   36.190    0.271    54.629   220.712
   56   24.509   24.497   36.193    0.274    55.622   219.777
   57   24.316   24.303   36.213    0.278    56.615   210.101
   58   24.239   24.226   36.210    0.281    57.608   196.330
   59   24.115   24.103   36.210    0.285    58.601   197.345
   60   24.034   24.022   36.212    0.288    59.595   198.170
   61   23.937   23.924   36.223    0.291    60.588   198.990
   62   23.776   23.763   36.232    0.295    61.581   206.007
   63   23.694   23.680   36.240    0.298    62.574   211.457
   64   23.597   23.584   36.240    0.301    63.567   210.984
   65   23.506   23.493   36.247    0.304    64.560   210.656
   66   23.468   23.454   36.249    0.308    65.553   212.194
   67   23.390   23.377   36.255    0.311    66.546   211.927
   68   23.250   23.236   36.264    0.314    67.539   209.304
   69   23.192   23.178   36.266    0.317    68.532   205.237
   70   23.133   23.118   36.267    0.320    69.525   204.073
   71   23.082   23.068   36.269    0.323    70.518   203.087
   72   23.058   23.043   36.270    0.326    71.511   201.492
   73   23.017   23.002   36.271    0.329    72.504   200.444
   74   22.958   22.943   36.271    0.333    73.497   199.331
   75   22.865   22.850   36.272    0.336    74.490   197.671
   76   22.786   22.770   36.275    0.339    75.483   194.982
   77   22.724   22.709   36.272    0.342    76.476   191.369
   78   22.646   22.630   36.271    0.345    77.469   190.285
   79   22.610   22.594   36.273    0.348    78.463   189.593
   80   22.605   22.589   36.293    0.350    79.456   188.398
   81   22.551   22.535   36.312    0.353    80.449   183.672
   82   22.474   22.458   36.321    0.356    81.442   179.358
   83   22.433   22.416   36.324    0.359    82.434   176.979
   84   22.387   22.370   36.326    0.362    83.427   176.045
   85   22.321   22.304   36.328    0.365    84.420   175.712
   86   22.293   22.275   36.333    0.368    85.413   175.034
   87   22.254   22.236   36.334    0.371    86.406   173.783
   88   22.230   22.213   36.336    0.373    87.399   172.510
   89   22.189   22.171   36.340    0.376    88.392   171.531
   90   22.161   22.143   36.341    0.379    89.385   170.434
   91   22.055   22.037   36.330    0.382    90.378   169.668
   92   21.945   21.927   36.315    0.385    91.371   170.065
   93   21.838   21.820   36.302    0.387    92.364   172.364
   94   21.766   21.748   36.291    0.390    93.357   174.889
   95   21.715   21.696   36.284    0.393    94.350   177.287
   96   21.661   21.642   36.277    0.395    95.343   179.393
   97   21.582   21.563   36.273    0.398    96.336   180.546
   98   21.503   21.484   36.295    0.401    97.329   179.575
   99   21.502   21.483   36.336    0.403    98.322   173.882
  100   21.476   21.456   36.365    0.406    99.315   164.148
  101   21.446   21.426   36.381    0.409    100.307   153.018
  102   21.391   21.371   36.386    0.411    101.300   145.683
  103   21.395   21.375   36.403    0.414    102.293   145.778
  104   21.343   21.323   36.405    0.416    103.286   145.798
  105   21.268   21.248   36.409    0.419    104.279   144.763
  106   21.209   21.188   36.411    0.421    105.272   143.394
  107   21.182   21.161   36.415    0.424    106.265   142.973
  108   21.198   21.177   36.435    0.426    107.258   142.251
  109   21.120   21.099   36.436    0.429    108.251   138.962
  110   21.047   21.025   36.424    0.431    109.243   135.140
  111   20.962   20.940   36.416    0.434    110.236   136.544
  112   20.785   20.764   36.400    0.436    111.229   139.354
  113   20.706   20.684   36.398    0.438    112.222   141.504
  114   20.625   20.603   36.384    0.441    113.215   143.021
  115   20.463   20.442   36.376    0.443    114.208   144.552
  116   20.377   20.355   36.370    0.445    115.200   145.483
  117   20.297   20.275   36.362    0.448    116.193   146.414
  118   20.213   20.191   36.356    0.450    117.186   147.578
  119   20.179   20.156   36.355    0.452    118.179   148.315
  120   20.140   20.117   36.359    0.455    119.172   148.519
  121   20.190   20.167   36.412    0.457    120.165   147.336
  122   20.173   20.151   36.430    0.459    121.157   140.095
  123   20.100   20.077   36.418    0.461    122.150   131.932
  124   20.005   19.982   36.394    0.463    123.143   130.838
  125   19.912   19.889   36.378    0.466    124.136   135.797
  126   19.876   19.853   36.378    0.468    125.128   142.073
  127   19.828   19.804   36.386    0.470    126.121   144.307
  128   19.751   19.727   36.411    0.472    127.114   142.598
  129   19.648   19.624   36.429    0.474    128.107   137.646
  130   19.590   19.566   36.439    0.476    129.100   133.221
  131   19.531   19.507   36.445    0.478    130.092   131.066
  132   19.417   19.393   36.446    0.480    131.085   130.069
  133   19.320   19.296   36.453    0.482    132.078   128.463
  134   19.286   19.262   36.454    0.484    133.071   126.774
  135   19.266   19.241   36.455    0.486    134.063   126.200
  136   19.257   19.232   36.456    0.488    135.056   126.253
  137   19.237   19.212   36.459    0.490    136.049   125.999
  138   19.214   19.189   36.464    0.492    137.042   125.170
  139   19.183   19.158   36.470    0.494    138.034   123.787
  140   19.148   19.123   36.474    0.496    139.027   121.264
  141   19.127   19.101   36.475    0.498    140.020   117.924
  142   19.112   19.087   36.472    0.500    141.012   116.476
  143   19.058   19.033   36.464    0.502    142.005   116.823
  144   18.998   18.972   36.457    0.504    142.998   117.463
  145   18.937   18.911   36.451    0.506    143.990   117.444
  146   18.869   18.843   36.441    0.508    144.983   117.008
  147   18.843   18.817   36.439    0.510    145.976   116.644
  148   18.794   18.767   36.433    0.511    146.968   116.627
  149   18.761   18.734   36.429    0.513    147.961   116.642
  150   18.734   18.707   36.428    0.515    148.954   116.789
  151   18.752   18.725   36.446    0.517    149.946   117.566
  152   18.734   18.707   36.453    0.519    150.939   119.704
  153   18.669   18.642   36.455    0.521    151.932   122.454
  154   18.634   18.606   36.454    0.523    152.924   124.328
  155   18.597   18.569   36.450    0.524    153.917   124.427
  156   18.547   18.520   36.445    0.526    154.910   123.676
  157   18.464   18.437   36.437    0.528    155.902   123.073
  158   18.396   18.368   36.430    0.530    156.895   122.486
  159   18.329   18.301   36.425    0.532    157.888   122.265
  160   18.294   18.266   36.420    0.533    158.880   122.297
  161   18.232   18.204   36.412    0.535    159.873   122.126
  162   18.172   18.144   36.407    0.537    160.865   121.239
  163   18.154   18.125   36.406    0.539    161.858   120.733
  164   18.098   18.070   36.399    0.540    162.851   120.936
  165   18.069   18.040   36.398    0.542    163.843   120.743
  166   18.033   18.004   36.395    0.544    164.836   120.882
  167   18.011   17.982   36.394    0.546    165.828   121.633
  168   17.994   17.965   36.393    0.547    166.821   122.370
  169   17.977   17.948   36.390    0.549    167.814   122.781
  170   17.906   17.876   36.383    0.551    168.806   123.134
  171   17.844   17.814   36.377    0.553    169.799   123.644
  172   17.794   17.764   36.371    0.554    170.791   124.144
  173   17.742   17.712   36.365    0.556    171.784   124.509
  174   17.672   17.642   36.356    0.558    172.776   124.738
  175   17.603   17.573   36.346    0.559    173.769   124.183
  176   17.529   17.499   36.337    0.561    174.762   123.592
  177   17.471   17.441   36.331    0.563    175.754   123.480
  178   17.441   17.410   36.327    0.564    176.747   123.593
  179   17.411   17.381   36.320    0.566    177.739   123.252
  180   17.383   17.352   36.314    0.568    178.732   122.276
  181   17.369   17.339   36.311    0.569    179.724   120.849
  182   17.303   17.272   36.300    0.571    180.717   119.045
  183   17.261   17.230   36.294    0.573    181.709   116.917
  184   17.236   17.205   36.290    0.574    182.702   116.176
  185   17.213   17.182   36.288    0.576    183.694   116.188
  186   17.166   17.135   36.282    0.577    184.687   116.847
  187   17.120   17.088   36.276    0.579    185.679   117.447
  188   17.062   17.030   36.269    0.581    186.672   117.721
  189   17.021   16.990   36.266    0.582    187.664   117.899
  190   16.984   16.952   36.262    0.584    188.657   118.865
  191   16.937   16.905   36.256    0.585    189.649   120.526
  192   16.887   16.855   36.248    0.587    190.642   121.438
  193   16.815   16.783   36.238    0.589    191.634   121.432
  194   16.768   16.736   36.232    0.590    192.626   120.873
  195   16.742   16.710   36.227    0.592    193.619   120.347
  196   16.698   16.665   36.221    0.593    194.611   120.049
  197   16.651   16.618   36.213    0.595    195.604   119.810
  198   16.568   16.535   36.200    0.596    196.596   119.732
  199   16.499   16.467   36.190    0.598    197.589   119.485
  200   16.435   16.403   36.182    0.599    198.581   118.951
  201   16.413   16.380   36.179    0.601    199.574   118.397
  202   16.382   16.350   36.177    0.603    200.566   118.522
  203   16.359   16.326   36.173    0.604    201.558   119.846
  204   16.318   16.285   36.167    0.606    202.551   121.143
  205   16.280   16.247   36.161    0.607    203.543   121.412
  206   16.224   16.191   36.153    0.609    204.536   121.295
  207   16.202   16.169   36.149    0.610    205.528   120.940
  208   16.160   16.127   36.141    0.612    206.520   120.576
  209   16.070   16.036   36.128    0.613    207.513   120.207
  210   16.029   15.995   36.121    0.615    208.505   119.836
  211   15.952   15.918   36.111    0.616    209.497   119.829
  212   15.901   15.868   36.104    0.618    210.490   119.882
  213   15.852   15.818   36.096    0.619    211.482   119.890
  214   15.777   15.744   36.084    0.620    212.475   119.860
  215   15.713   15.679   36.073    0.622    213.467   119.750
  216   15.661   15.627   36.066    0.623    214.459   119.323
  217   15.647   15.613   36.063    0.625    215.452   118.481
  218   15.621   15.587   36.057    0.626    216.444   117.730
  219   15.564   15.529   36.048    0.628    217.436   117.130
  220   15.538   15.503   36.045    0.629    218.429   116.309
  221   15.497   15.463   36.038    0.631    219.421   115.429
  222   15.448   15.414   36.031    0.632    220.413   115.004
  223   15.397   15.363   36.023    0.633    221.406   115.037
  224   15.345   15.310   36.015    0.635    222.398   115.038
  225   15.301   15.266   36.009    0.636    223.390   114.976
  226   15.279   15.244   36.007    0.638    224.383   114.746
  227   15.259   15.224   36.003    0.639    225.375   114.634
  228   15.248   15.213   36.001    0.641    226.367   114.593
  229   15.210   15.175   35.993    0.642    227.359   114.539
  230   15.141   15.106   35.983    0.643    228.352   114.473
  231   15.090   15.055   35.976    0.645    229.344   114.366
  232   15.048   15.012   35.969    0.646    230.336   114.250
  233   15.009   14.973   35.964    0.648    231.329   114.238
  234   14.990   14.955   35.961    0.649    232.321   114.297
  235   14.959   14.923   35.956    0.650    233.313   114.352
  236   14.920   14.884   35.950    0.652    234.305   114.457
  237   14.902   14.866   35.948    0.653    235.298   114.490
  238   14.885   14.849   35.946    0.654    236.290   114.732
  239   14.849   14.813   35.939    0.656    237.282   115.028
  240   14.809   14.773   35.933    0.657    238.274   115.339
  241   14.775   14.739   35.927    0.659    239.267   115.627
  242   14.712   14.675   35.918    0.660    240.259   115.854
  243   14.664   14.628   35.911    0.661    241.251   115.993
  244   14.629   14.592   35.905    0.663    242.243   116.080
  245   14.593   14.556   35.899    0.664    243.235   116.138
  246   14.568   14.532   35.896    0.665    244.228   116.062
  247   14.545   14.508   35.892    0.667    245.220   115.825
  248   14.523   14.486   35.889    0.668    246.212   115.416
  249   14.484   14.447   35.882    0.669    247.204   115.327
  250   14.456   14.419   35.878    0.671    248.196   115.303
  251   14.416   14.379   35.871    0.672    249.189   115.323
  252   14.375   14.338   35.865    0.673    250.181   115.240
  253   14.325   14.287   35.858    0.675    251.173   114.871
  254   14.277   14.239   35.850    0.676    252.165   114.531
  255   14.234   14.197   35.844    0.677    253.157   114.291
  256   14.181   14.144   35.834    0.679    254.149   114.160
  257   14.136   14.098   35.828    0.680    255.142   113.902
  258   14.087   14.049   35.821    0.681    256.134   113.679
  259   14.049   14.011   35.815    0.683    257.126   113.620
  260   14.025   13.987   35.810    0.684    258.118   113.652
  261   14.002   13.964   35.808    0.685    259.110   113.632
  262   13.990   13.952   35.806    0.687    260.102   113.494
  263   13.962   13.923   35.801    0.688    261.094   113.277
  264   13.936   13.898   35.796    0.689    262.087   113.153
  265   13.877   13.838   35.786    0.690    263.079   113.095
  266   13.834   13.796   35.780    0.692    264.071   113.086
  267   13.809   13.770   35.777    0.693    265.063   113.227
  268   13.789   13.750   35.774    0.694    266.055   113.547
  269   13.779   13.741   35.773    0.696    267.047   113.712
  270   13.740   13.701   35.764    0.697    268.039   113.826
  271   13.663   13.624   35.753    0.698    269.031   113.888
  272   13.628   13.589   35.749    0.699    270.023   113.811
  273   13.595   13.556   35.744    0.701    271.015   113.801
  274   13.560   13.521   35.739    0.702    272.007   113.794
  275   13.538   13.499   35.736    0.703    273.000   113.881
  276   13.507   13.468   35.729    0.704    273.992   113.896
  277   13.465   13.426   35.724    0.706    274.984   113.938
  278   13.446   13.407   35.721    0.707    275.976   113.907
  279   13.419   13.380   35.716    0.708    276.968   113.921
  280   13.391   13.352   35.712    0.709    277.960   113.968
  281   13.369   13.329   35.708    0.711    278.952   114.016
  282   13.343   13.304   35.706    0.712    279.944   114.007
  283   13.325   13.285   35.702    0.713    280.936   114.017
  284   13.305   13.265   35.699    0.714    281.928   113.929
  285   13.256   13.216   35.690    0.716    282.920   113.895
  286   13.209   13.169   35.681    0.717    283.912   113.803
  287   13.126   13.086   35.669    0.718    284.904   113.795
  288   13.080   13.040   35.664    0.719    285.896   113.634
  289   13.061   13.021   35.661    0.721    286.888   113.400
  290   13.043   13.003   35.658    0.722    287.880   113.248
  291   13.034   12.994   35.657    0.723    288.872   113.126
  292   13.005   12.964   35.651    0.724    289.864   113.119
  293   12.969   12.929   35.648    0.726    290.856   113.055
  294   12.928   12.888   35.642    0.727    291.848   112.954
  295   12.909   12.868   35.639    0.728    292.840   112.724
  296   12.858   12.817   35.630    0.729    293.832   112.606
  297   12.825   12.784   35.626    0.730    294.824   112.424
  298   12.815   12.774   35.625    0.732    295.816   112.100
  299   12.781   12.740   35.619    0.733    296.808   111.737
  300   12.741   12.700   35.613    0.734    297.800   111.359
  301   12.728   12.687   35.611    0.735    298.792   111.042
  302   12.710   12.669   35.608    0.736    299.784   110.883
  303   12.677   12.635   35.604    0.738    300.776   110.833
  304   12.656   12.615   35.601    0.739    301.767   110.756
  305   12.641   12.599   35.598    0.740    302.759   110.515
  306   12.624   12.582   35.595    0.741    303.751   110.319
  307   12.605   12.563   35.591    0.742    304.743   110.235
  308   12.542   12.500   35.581    0.744    305.735   110.322
  309   12.496   12.454   35.575    0.745    306.727   110.483
  310   12.459   12.417   35.570    0.746    307.719   110.734
  311   12.437   12.395   35.567    0.747    308.711   111.101
  312   12.424   12.382   35.565    0.748    309.703   111.312
  313   12.417   12.374   35.564    0.749    310.695   111.413
  314   12.404   12.362   35.561    0.751    311.686   111.317
  315   12.363   12.321   35.554    0.752    312.678   111.247
  316   12.327   12.284   35.550    0.753    313.670   111.079
  317   12.304   12.261   35.547    0.754    314.662   110.709
  318   12.300   12.257   35.546    0.755    315.654   110.266
  319   12.299   12.256   35.546    0.757    316.646   109.962
  320   12.295   12.253   35.546    0.758    317.638   109.790
  321   12.286   12.243   35.544    0.759    318.630   109.802
  322   12.265   12.222   35.540    0.760    319.621   109.864
  323   12.240   12.197   35.537    0.761    320.613   109.842
  324   12.226   12.183   35.535    0.762    321.605   109.689
  325   12.206   12.163   35.532    0.764    322.597   109.629
  326   12.182   12.138   35.528    0.765    323.589   109.585
  327   12.122   12.079   35.519    0.766    324.581   109.666
  328   12.091   12.048   35.514    0.767    325.572   109.692
  329   12.081   12.038   35.512    0.768    326.564   109.804
  330   12.049   12.005   35.507    0.769    327.556   110.007
  331   12.028   11.984   35.505    0.770    328.548   110.102
  332   12.004   11.960   35.500    0.772    329.540   110.134
  333   11.953   11.909   35.492    0.773    330.531   110.151
  334   11.921   11.877   35.486    0.774    331.523   110.303
  335   11.887   11.843   35.483    0.775    332.515   110.617
  336   11.851   11.807   35.475    0.776    333.507   110.980
  337   11.797   11.753   35.468    0.777    334.498   111.293
  338   11.782   11.738   35.466    0.779    335.490   111.292
  339   11.779   11.735   35.466    0.780    336.482   111.328
  340   11.756   11.712   35.461    0.781    337.474   111.476
  341   11.713   11.668   35.456    0.782    338.466   111.518
  342   11.686   11.642   35.452    0.783    339.457   111.303
  343   11.665   11.620   35.449    0.784    340.449   110.987
  344   11.659   11.615   35.448    0.785    341.441   110.715
  345   11.627   11.583   35.443    0.786    342.432   110.614
  346   11.586   11.541   35.437    0.788    343.424   110.507
  347   11.555   11.510   35.432    0.789    344.416   110.522
  348   11.527   11.482   35.428    0.790    345.408   110.658
  349   11.517   11.472   35.427    0.791    346.399   110.989
  350   11.489   11.444   35.422    0.792    347.391   111.469
  351   11.446   11.401   35.415    0.793    348.383   111.737
  352   11.423   11.378   35.412    0.794    349.374   111.882
  353   11.402   11.357   35.410    0.795    350.366   111.921
  354   11.399   11.354   35.409    0.797    351.358   111.894
  355   11.396   11.350   35.409    0.798    352.350   111.891
  356   11.390   11.345   35.407    0.799    353.341   111.857
  357   11.367   11.321   35.403    0.800    354.333   111.848
  358   11.326   11.281   35.398    0.801    355.325   111.808
  359   11.295   11.249   35.394    0.802    356.316   111.763
  360   11.271   11.226   35.390    0.803    357.308   111.685
  361   11.259   11.213   35.389    0.804    358.300   111.673
  362   11.250   11.204   35.388    0.805    359.291   111.636
  363   11.239   11.193   35.386    0.806    360.283   111.642
  364   11.220   11.174   35.382    0.808    361.275   111.554
  365   11.176   11.130   35.375    0.809    362.266   111.437
  366   11.140   11.094   35.372    0.810    363.258   111.376
  367   11.129   11.083   35.369    0.811    364.249   111.334
  368   11.115   11.069   35.368    0.812    365.241   111.314
  369   11.109   11.063   35.366    0.813    366.233   111.283
  370   11.081   11.035   35.361    0.814    367.224   111.342
  371   11.049   11.002   35.355    0.815    368.216   111.436
  372   10.992   10.946   35.349    0.816    369.207   111.547
  373   10.968   10.921   35.346    0.817    370.199   111.648
  374   10.946   10.899   35.343    0.819    371.191   111.778
  375   10.934   10.888   35.341    0.820    372.182   111.822
  376   10.922   10.876   35.339    0.821    373.174   111.900
  377   10.897   10.850   35.335    0.822    374.165   111.990
  378   10.888   10.841   35.334    0.823    375.157   112.040
  379   10.880   10.833   35.333    0.824    376.149   112.029
  380   10.866   10.819   35.330    0.825    377.140   111.963
  381   10.828   10.781   35.324    0.826    378.132   111.906
  382   10.787   10.740   35.321    0.827    379.123   111.830
  383   10.775   10.728   35.319    0.828    380.115   111.744
  384   10.741   10.694   35.314    0.829    381.106   111.708
  385   10.727   10.680   35.311    0.830    382.098   111.646
  386   10.711   10.663   35.309    0.831    383.089   111.573
  387   10.697   10.649   35.307    0.833    384.081   111.547
  388   10.667   10.619   35.303    0.834    385.073   111.672
  389   10.647   10.599   35.300    0.835    386.064   111.700
  390   10.626   10.579   35.297    0.836    387.056   111.712
  391   10.601   10.554   35.293    0.837    388.047   111.737
  392   10.559   10.511   35.288    0.838    389.039   111.796
  393   10.542   10.494   35.286    0.839    390.030   111.678
  394   10.521   10.473   35.283    0.840    391.022   111.478
  395   10.511   10.463   35.282    0.841    392.013   111.340
  396   10.504   10.456   35.281    0.842    393.005   111.251
  397   10.484   10.436   35.278    0.843    393.996   111.083
  398   10.450   10.402   35.273    0.844    394.988   110.857
  399   10.429   10.381   35.269    0.845    395.979   110.819
  400   10.396   10.348   35.264    0.846    396.971   111.046
  401   10.363   10.315   35.259    0.847    397.962   111.496
  402   10.343   10.295   35.257    0.848    398.953   111.982
  403   10.324   10.275   35.254    0.849    399.945   112.496
  404   10.312   10.263   35.252    0.851    400.936   112.695
  405   10.288   10.240   35.248    0.852    401.928   112.858
  406   10.272   10.223   35.247    0.853    402.919   112.833
  407   10.255   10.207   35.245    0.854    403.911   112.777
  408   10.239   10.190   35.243    0.855    404.902   112.729
  409   10.221   10.172   35.240    0.856    405.894   112.717
  410   10.204   10.155   35.237    0.857    406.885   112.715
  411   10.180   10.131   35.234    0.858    407.876   112.590
  412   10.153   10.104   35.230    0.859    408.868   112.561
  413   10.127   10.078   35.227    0.860    409.859   112.493
  414   10.112   10.063   35.225    0.861    410.851   112.412
  415   10.070   10.021   35.219    0.862    411.842   112.321
  416   10.023   9.974   35.214    0.863    412.833   112.223
  417   10.012   9.963   35.213    0.864    413.825   112.224
  418   9.999   9.949   35.210    0.865    414.816   112.261
  419   9.967   9.917   35.207    0.866    415.808   112.343
  420   9.956   9.907   35.206    0.867    416.799   112.335
  421   9.951   9.902   35.206    0.868    417.790   112.273
  422   9.947   9.897   35.205    0.869    418.782   112.270
  423   9.943   9.894   35.206    0.870    419.773   112.278
  424   9.947   9.897   35.208    0.871    420.764   112.227
  425   9.941   9.891   35.206    0.872    421.756   112.063
  426   9.900   9.850   35.199    0.873    422.747   111.735
  427   9.858   9.809   35.194    0.874    423.738   111.360
  428   9.829   9.779   35.190    0.875    424.730   111.093
  429   9.811   9.762   35.188    0.876    425.721   111.351
  430   9.797   9.747   35.186    0.877    426.712   111.932
  431   9.779   9.729   35.183    0.878    427.704   112.481
  432   9.732   9.682   35.176    0.879    428.695   112.706
  433   9.693   9.643   35.173    0.880    429.686   112.851
  434   9.649   9.599   35.167    0.881    430.678   112.887
  435   9.639   9.589   35.166    0.882    431.669   112.856
  436   9.635   9.585   35.166    0.883    432.660   112.800
  437   9.615   9.565   35.163    0.884    433.652   112.589
  438   9.597   9.547   35.161    0.885    434.643   112.366
  439   9.582   9.531   35.159    0.886    435.634   112.095
  440   9.564   9.514   35.157    0.887    436.626   111.867
  441   9.542   9.491   35.155    0.888    437.617   111.909
  442   9.520   9.470   35.153    0.889    438.608   111.845
  443   9.514   9.464   35.152    0.890    439.599   111.731
  444   9.513   9.463   35.152    0.891    440.591   111.668
  445   9.512   9.461   35.151    0.892    441.582   111.653
  446   9.492   9.441   35.148    0.893    442.573   111.719
  447   9.468   9.417   35.146    0.894    443.564   111.671
  448   9.455   9.404   35.145    0.895    444.556   111.599
  449   9.427   9.376   35.141    0.896    445.547   111.616
  450   9.401   9.350   35.138    0.897    446.538   111.689
  451   9.394   9.343   35.137    0.898    447.529   111.765
  452   9.391   9.339   35.136    0.899    448.521   111.853
  453   9.386   9.334   35.136    0.900    449.512   112.005
  454   9.378   9.327   35.135    0.901    450.503   112.044
  455   9.369   9.318   35.134    0.902    451.494   112.091
  456   9.361   9.309   35.133    0.903    452.485   112.081
  457   9.347   9.295   35.131    0.904    453.477   112.138
  458   9.332   9.281   35.130    0.905    454.468   112.157
  459   9.322   9.270   35.129    0.906    455.459   112.137
  460   9.309   9.257   35.127    0.907    456.450   112.068
  461   9.303   9.251   35.126    0.908    457.441   111.987
  462   9.286   9.234   35.124    0.909    458.432   112.036
  463   9.256   9.204   35.120    0.910    459.424   112.141
  464   9.232   9.179   35.117    0.911    460.415   112.249
  465   9.211   9.159   35.114    0.912    461.406   112.362
  466   9.191   9.139   35.112    0.913    462.397   112.562
  467   9.167   9.115   35.108    0.914    463.388   112.855
  468   9.141   9.089   35.105    0.915    464.379   113.086
  469   9.125   9.073   35.103    0.916    465.371   113.222
  470   9.102   9.050   35.100    0.917    466.362   113.357
  471   9.084   9.032   35.098    0.918    467.353   113.470
  472   9.067   9.014   35.095    0.919    468.344   113.558
  473   9.048   8.995   35.093    0.920    469.335   113.728
  474   9.039   8.986   35.093    0.921    470.326   113.778
  475   9.034   8.982   35.093    0.922    471.317   113.811
  476   9.025   8.973   35.091    0.923    472.308   113.811
  477   9.019   8.966   35.091    0.924    473.300   113.831
  478   9.014   8.961   35.090    0.925    474.291   113.850
  479   8.994   8.941   35.088    0.926    475.282   113.859
  480   8.988   8.935   35.087    0.927    476.273   113.869
  481   8.975   8.922   35.086    0.928    477.264   114.005
  482   8.967   8.913   35.085    0.928    478.255   114.115
  483   8.953   8.899   35.084    0.929    479.246   114.329
  484   8.939   8.886   35.084    0.930    480.237   114.427
  485   8.930   8.877   35.083    0.931    481.228   114.676
  486   8.907   8.853   35.080    0.932    482.219   114.983
  487   8.899   8.845   35.080    0.933    483.210   115.258
  488   8.895   8.842   35.080    0.934    484.201   115.438
  489   8.889   8.835   35.078    0.935    485.192   115.595
  490   8.867   8.813   35.076    0.936    486.184   115.657
  491   8.854   8.801   35.074    0.937    487.175   115.726
  492   8.843   8.789   35.073    0.938    488.166   115.728
  493   8.834   8.780   35.071    0.939    489.157   115.711
  494   8.818   8.764   35.069    0.940    490.148   115.642
  495   8.799   8.744   35.067    0.941    491.139   115.541
  496   8.795   8.740   35.067    0.942    492.130   115.440
  497   8.791   8.737   35.068    0.943    493.121   115.414
  498   8.783   8.729   35.067    0.944    494.112   115.486
  499   8.772   8.718   35.066    0.945    495.103   115.719
  500   8.762   8.708   35.065    0.946    496.094   115.928
  501   8.743   8.688   35.063    0.947    497.085   116.103
  502   8.726   8.672   35.061    0.948    498.076   116.259
  503   8.718   8.663   35.060    0.948    499.067   116.344
  504   8.707   8.652   35.058    0.949    500.058   116.322
  505   8.684   8.629   35.055    0.950    501.049   116.368
  506   8.663   8.608   35.054    0.951    502.040   116.382
  507   8.652   8.597   35.052    0.952    503.031   116.398
  508   8.631   8.576   35.050    0.953    504.022   116.432
  509   8.615   8.560   35.048    0.954    505.012   116.420
  510   8.607   8.552   35.047    0.955    506.003   116.411
