 station cast   lat    long    jday   mo/da/yr   gmt
  38      1   27.588 -89.999   268    09/25/21  1355 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.489   28.489   36.215    0.005    0.993   195.029
    2   28.489   28.489   36.215    0.009    1.987   195.056
    3   28.489   28.488   36.215    0.014    2.980   195.083
    4   28.489   28.488   36.215    0.019    3.973   195.109
    5   28.489   28.488   36.214    0.024    4.967   195.357
    6   28.492   28.491   36.215    0.028    5.960   195.025
    7   28.494   28.492   36.214    0.033    6.954   195.297
    8   28.494   28.492   36.214    0.038    7.947   195.386
    9   28.495   28.493   36.214    0.042    8.940   194.865
   10   28.490   28.488   36.215    0.047    9.934   195.359
   11   28.490   28.487   36.215    0.052    10.927   195.441
   12   28.491   28.488   36.214    0.057    11.920   195.397
   13   28.492   28.489   36.214    0.061    12.914   195.524
   14   28.493   28.490   36.214    0.066    13.907   195.476
   15   28.495   28.491   36.214    0.071    14.900   195.400
   16   28.494   28.490   36.214    0.076    15.893   195.318
   17   28.492   28.488   36.215    0.080    16.887   195.541
   18   28.493   28.488   36.215    0.085    17.880   195.923
   19   28.495   28.490   36.215    0.090    18.873   195.609
   20   28.495   28.490   36.216    0.094    19.867   195.428
   21   28.491   28.486   36.232    0.099    20.860   195.597
   22   28.491   28.486   36.245    0.104    21.853   195.122
   23   28.487   28.481   36.254    0.109    22.846   195.255
   24   28.475   28.469   36.271    0.113    23.840   195.417
   25   28.468   28.462   36.278    0.118    24.833   195.075
   26   28.461   28.455   36.282    0.123    25.826   195.463
   27   28.456   28.450   36.284    0.127    26.820   195.082
   28   28.453   28.447   36.285    0.132    27.813   195.160
   29   28.450   28.443   36.287    0.137    28.806   195.100
   30   28.447   28.440   36.288    0.141    29.799   195.287
   31   28.446   28.438   36.289    0.146    30.792   195.029
   32   28.442   28.435   36.290    0.151    31.786   194.935
   33   28.441   28.433   36.290    0.155    32.779   194.961
   34   28.439   28.431   36.291    0.160    33.772   195.612
   35   28.438   28.429   36.291    0.164    34.765   195.082
   36   28.436   28.428   36.292    0.169    35.759   195.488
   37   28.420   28.411   36.295    0.174    36.752   195.490
   38   28.398   28.389   36.300    0.178    37.745   195.399
   39   28.389   28.380   36.302    0.183    38.738   195.477
   40   28.365   28.355   36.306    0.188    39.731   195.486
   41   28.307   28.297   36.311    0.192    40.725   195.366
   42   27.925   27.915   36.364    0.197    41.718   195.255
   43   27.558   27.548   36.428    0.201    42.711   194.400
   44   27.491   27.481   36.432    0.205    43.704   194.999
   45   27.359   27.349   36.443    0.210    44.697   195.675
   46   27.286   27.275   36.451    0.214    45.690   195.592
   47   27.247   27.236   36.456    0.218    46.684   195.918
   48   27.143   27.132   36.463    0.222    47.677   195.907
   49   26.969   26.958   36.479    0.226    48.670   196.312
   50   26.857   26.846   36.494    0.230    49.663   197.068
   51   26.815   26.803   36.501    0.234    50.656   196.212
   52   26.794   26.782   36.504    0.238    51.649   195.824
   53   26.738   26.726   36.509    0.242    52.642   195.336
   54   26.591   26.579   36.530    0.246    53.636   195.135
   55   26.496   26.483   36.546    0.250    54.629   194.345
   56   26.293   26.281   36.574    0.254    55.622   192.810
   57   26.263   26.250   36.582    0.257    56.615   191.047
   58   26.260   26.247   36.585    0.261    57.608   191.578
   59   26.256   26.243   36.590    0.265    58.601   191.843
   60   26.244   26.231   36.609    0.269    59.594   191.573
   61   26.172   26.158   36.651    0.273    60.587   189.283
   62   25.942   25.928   36.650    0.276    61.580   185.739
   63   25.613   25.599   36.624    0.280    62.573   182.951
   64   25.452   25.438   36.630    0.283    63.567   181.430
   65   25.395   25.381   36.627    0.287    64.560   181.809
   66   25.343   25.328   36.625    0.290    65.553   182.659
   67   25.248   25.233   36.618    0.294    66.546   182.579
   68   25.162   25.147   36.627    0.297    67.539   182.304
   69   25.003   24.988   36.593    0.301    68.532   181.739
   70   24.968   24.953   36.631    0.304    69.525   183.739
   71   24.816   24.801   36.633    0.307    70.518   183.016
   72   24.638   24.622   36.620    0.311    71.511   181.041
   73   24.499   24.483   36.609    0.314    72.504   180.405
   74   24.384   24.368   36.592    0.317    73.497   182.207
   75   24.175   24.159   36.556    0.320    74.490   184.869
   76   23.995   23.979   36.521    0.323    75.483   187.861
   77   23.731   23.715   36.454    0.327    76.476   190.788
   78   23.521   23.505   36.397    0.330    77.469   194.842
   79   23.173   23.156   36.313    0.333    78.462   199.249
   80   23.077   23.061   36.288    0.336    79.455   204.241
   81   23.044   23.027   36.292    0.339    80.448   207.770
   82   22.995   22.978   36.295    0.342    81.441   206.613
   83   22.854   22.837   36.271    0.345    82.434   204.357
   84   22.799   22.782   36.268    0.348    83.427   202.932
   85   22.721   22.704   36.263    0.351    84.420   201.984
   86   22.650   22.633   36.258    0.354    85.413   201.470
   87   22.573   22.556   36.257    0.357    86.406   200.776
   88   22.566   22.549   36.271    0.360    87.399   199.493
   89   22.657   22.639   36.319    0.363    88.392   197.491
   90   22.669   22.651   36.335    0.366    89.385   194.355
   91   22.442   22.424   36.274    0.369    90.378   191.906
   92   22.244   22.225   36.248    0.372    91.371   192.949
   93   22.111   22.093   36.228    0.375    92.364   194.770
   94   22.003   21.985   36.228    0.377    93.357   194.913
   95   21.980   21.962   36.248    0.380    94.349   192.609
   96   22.040   22.021   36.292    0.383    95.342   189.645
   97   22.070   22.051   36.323    0.386    96.335   186.705
   98   21.921   21.902   36.311    0.389    97.328   183.791
   99   21.900   21.881   36.325    0.391    98.321   181.648
  100   21.806   21.786   36.323    0.394    99.314   180.354
  101   21.744   21.724   36.321    0.397    100.307   179.042
  102   21.639   21.619   36.312    0.399    101.300   177.893
  103   21.591   21.571   36.312    0.402    102.293   175.741
  104   21.567   21.547   36.312    0.405    103.286   173.981
  105   21.505   21.484   36.315    0.407    104.278   174.417
  106   21.462   21.442   36.325    0.410    105.271   173.643
  107   21.702   21.681   36.472    0.413    106.264   169.989
  108   21.923   21.902   36.605    0.415    107.257   165.546
  109   22.067   22.045   36.724    0.418    108.250   161.927
  110   22.057   22.035   36.748    0.420    109.243   155.902
  111   21.627   21.605   36.654    0.423    110.236   150.390
  112   21.357   21.335   36.594    0.425    111.228   147.888
  113   21.303   21.281   36.577    0.427    112.221   146.820
  114   21.119   21.097   36.531    0.430    113.214   147.591
  115   20.761   20.739   36.451    0.432    114.207   147.459
  116   20.693   20.671   36.436    0.434    115.200   145.676
  117   20.665   20.642   36.431    0.437    116.193   144.570
  118   20.659   20.636   36.430    0.439    117.185   144.122
  119   20.646   20.623   36.433    0.442    118.178   144.003
  120   20.634   20.612   36.442    0.444    119.171   143.629
  121   20.629   20.606   36.453    0.446    120.164   143.093
  122   20.636   20.613   36.469    0.449    121.157   142.614
  123   20.663   20.639   36.508    0.451    122.149   141.917
  124   20.654   20.630   36.520    0.453    123.142   141.691
  125   20.630   20.607   36.519    0.455    124.135   141.320
  126   20.613   20.589   36.521    0.458    125.128   140.593
  127   20.594   20.570   36.522    0.460    126.121   140.129
  128   20.542   20.518   36.524    0.462    127.113   140.018
  129   20.470   20.446   36.521    0.464    128.106   139.539
  130   20.446   20.422   36.544    0.467    129.099   137.812
  131   20.445   20.420   36.592    0.469    130.092   136.679
  132   20.398   20.373   36.625    0.471    131.084   137.145
  133   20.327   20.302   36.634    0.473    132.077   137.568
  134   20.302   20.276   36.639    0.475    133.070   138.314
  135   20.320   20.294   36.660    0.477    134.063   140.170
  136   20.262   20.237   36.662    0.479    135.055   142.989
  137   20.208   20.182   36.656    0.481    136.048   146.547
  138   20.133   20.108   36.648    0.483    137.041   147.466
  139   19.969   19.943   36.632    0.486    138.033   146.267
  140   19.890   19.864   36.617    0.488    139.026   145.244
  141   19.797   19.771   36.600    0.490    140.019   143.751
  142   19.759   19.732   36.595    0.492    141.012   140.032
  143   19.746   19.720   36.602    0.494    142.004   137.549
  144   19.672   19.645   36.595    0.496    142.997   136.524
  145   19.606   19.580   36.588    0.498    143.990   136.775
  146   19.538   19.511   36.579    0.500    144.982   136.942
  147   19.456   19.429   36.569    0.501    145.975   136.386
  148   19.438   19.411   36.569    0.503    146.968   134.884
  149   19.371   19.343   36.565    0.505    147.960   133.388
  150   19.252   19.225   36.549    0.507    148.953   133.277
  151   19.109   19.082   36.528    0.509    149.946   132.354
  152   19.069   19.042   36.522    0.511    150.938   129.341
  153   19.054   19.027   36.523    0.513    151.931   125.939
  154   19.039   19.011   36.524    0.515    152.924   126.538
  155   18.949   18.921   36.510    0.517    153.916   128.497
  156   18.827   18.799   36.487    0.519    154.909   128.224
  157   18.776   18.748   36.479    0.520    155.901   123.093
  158   18.761   18.733   36.480    0.522    156.894   120.604
  159   18.745   18.717   36.484    0.524    157.887   120.905
  160   18.683   18.654   36.478    0.526    158.879   123.885
