 station cast   lat    long    jday   mo/da/yr   gmt
  53      1   27.333 -95.000   271    09/28/21  0937 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.221   29.221   35.971    0.005    0.993   194.718
    2   29.221   29.221   35.971    0.010    1.987   194.744
    3   29.221   29.220   35.970    0.015    2.980   194.771
    4   29.221   29.220   35.970    0.021    3.974   194.798
    5   29.221   29.220   35.970    0.026    4.967   194.638
    6   29.222   29.220   35.970    0.031    5.960   195.246
    7   29.223   29.221   35.970    0.036    6.954   195.031
    8   29.223   29.221   35.970    0.041    7.947   195.322
    9   29.223   29.221   35.970    0.046    8.940   195.289
   10   29.221   29.218   35.970    0.051    9.934   195.156
   11   29.220   29.218   35.970    0.056    10.927   195.177
   12   29.224   29.221   35.971    0.062    11.920   195.138
   13   29.226   29.223   35.972    0.067    12.914   195.589
   14   29.227   29.223   35.972    0.072    13.907   195.461
   15   29.227   29.224   35.972    0.077    14.900   194.730
   16   29.228   29.224   35.972    0.082    15.894   195.423
   17   29.228   29.224   35.972    0.087    16.887   195.237
   18   29.228   29.223   35.972    0.092    17.880   195.113
   19   29.228   29.223   35.972    0.097    18.874   195.340
   20   29.228   29.223   35.973    0.103    19.867   195.156
   21   29.228   29.223   35.972    0.108    20.860   194.958
   22   29.228   29.223   35.972    0.113    21.854   195.427
   23   29.228   29.223   35.972    0.118    22.847   195.495
   24   29.229   29.223   35.973    0.123    23.840   195.559
   25   29.229   29.223   35.973    0.128    24.833   195.407
   26   29.229   29.223   35.974    0.133    25.827   195.364
   27   29.229   29.222   35.975    0.139    26.820   195.834
   28   29.229   29.222   35.974    0.144    27.813   195.606
   29   29.229   29.222   35.973    0.149    28.807   195.391
   30   29.229   29.222   35.976    0.154    29.800   195.512
   31   29.228   29.221   35.981    0.159    30.793   195.504
   32   29.228   29.220   35.984    0.164    31.786   195.691
   33   29.228   29.220   35.983    0.169    32.780   195.405
   34   29.225   29.217   35.986    0.174    33.773   195.211
   35   29.200   29.192   36.011    0.180    34.766   195.952
   36   29.192   29.183   36.019    0.185    35.759   196.569
   37   29.090   29.081   36.043    0.190    36.752   196.723
   38   28.923   28.914   36.073    0.195    37.746   199.500
   39   28.583   28.573   36.120    0.199    38.739   204.679
   40   27.771   27.761   36.221    0.204    39.732   218.496
   41   27.416   27.407   36.245    0.208    40.725   231.341
   42   27.086   27.076   36.253    0.213    41.719   232.764
   43   26.775   26.765   36.262    0.217    42.712   230.266
   44   26.596   26.586   36.270    0.221    43.705   229.251
   45   26.449   26.439   36.272    0.225    44.698   229.216
   46   26.275   26.265   36.287    0.229    45.691   228.628
   47   26.228   26.217   36.292    0.233    46.684   227.736
   48   26.216   26.206   36.294    0.237    47.678   227.804
   49   26.088   26.077   36.296    0.241    48.671   227.610
   50   25.904   25.893   36.303    0.245    49.664   224.696
   51   25.779   25.767   36.313    0.249    50.657   224.216
   52   25.556   25.544   36.318    0.252    51.650   223.602
   53   25.358   25.346   36.309    0.256    52.643   219.954
   54   25.299   25.287   36.308    0.260    53.637   222.177
   55   25.243   25.231   36.308    0.263    54.630   224.492
   56   25.088   25.076   36.308    0.267    55.623   222.255
   57   24.962   24.950   36.305    0.271    56.616   219.374
   58   24.822   24.809   36.297    0.274    57.609   218.058
   59   24.740   24.727   36.292    0.278    58.602   216.575
   60   24.669   24.656   36.290    0.281    59.595   214.331
   61   24.545   24.532   36.290    0.285    60.588   213.560
   62   24.466   24.453   36.310    0.288    61.582   213.991
   63   24.353   24.340   36.316    0.292    62.575   216.906
   64   24.329   24.315   36.315    0.295    63.568   218.739
   65   24.255   24.241   36.313    0.298    64.561   218.536
   66   24.145   24.131   36.311    0.302    65.554   217.498
   67   24.085   24.071   36.310    0.305    66.547   216.741
   68   24.065   24.051   36.311    0.309    67.540   216.005
   69   24.007   23.993   36.304    0.312    68.533   214.917
   70   23.939   23.924   36.301    0.315    69.526   213.395
   71   23.843   23.828   36.298    0.318    70.519   212.330
   72   23.746   23.731   36.295    0.322    71.512   211.048
   73   23.625   23.610   36.282    0.325    72.505   208.509
   74   23.563   23.547   36.277    0.328    73.498   203.606
   75   23.523   23.507   36.276    0.331    74.491   202.050
   76   23.424   23.408   36.278    0.335    75.484   201.955
   77   23.312   23.296   36.278    0.338    76.478   200.466
   78   23.161   23.145   36.280    0.341    77.471   197.307
   79   23.080   23.064   36.281    0.344    78.464   195.304
   80   22.988   22.972   36.280    0.347    79.457   195.360
   81   22.943   22.926   36.280    0.350    80.450   196.079
   82   22.907   22.890   36.280    0.353    81.443   196.122
   83   22.853   22.836   36.277    0.356    82.436   195.765
   84   22.791   22.774   36.274    0.359    83.429   195.450
   85   22.731   22.714   36.273    0.362    84.422   195.508
   86   22.694   22.676   36.276    0.365    85.415   194.954
   87   22.644   22.627   36.277    0.368    86.408   192.972
   88   22.585   22.567   36.276    0.371    87.401   190.659
   89   22.554   22.536   36.277    0.374    88.394   189.490
   90   22.512   22.494   36.275    0.377    89.386   189.107
   91   22.473   22.455   36.272    0.380    90.379   189.163
   92   22.426   22.407   36.270    0.383    91.372   189.448
   93   22.385   22.367   36.270    0.386    92.365   189.388
   94   22.352   22.333   36.272    0.389    93.358   188.533
   95   22.300   22.281   36.300    0.392    94.351   186.837
   96   22.163   22.143   36.326    0.394    95.344   179.829
   97   22.101   22.082   36.325    0.397    96.337   171.137
   98   22.081   22.061   36.327    0.400    97.330   168.338
   99   22.054   22.034   36.329    0.403    98.323   169.283
  100   22.004   21.984   36.329    0.405    99.316   170.068
  101   21.937   21.917   36.327    0.408    100.309   169.420
  102   21.882   21.861   36.327    0.411    101.302   168.729
  103   21.806   21.786   36.344    0.414    102.295   167.697
  104   21.786   21.765   36.367    0.416    103.288   163.878
  105   21.722   21.701   36.367    0.419    104.280   159.242
  106   21.629   21.608   36.360    0.422    105.273   156.951
  107   21.478   21.457   36.343    0.424    106.266   157.303
  108   21.397   21.376   36.332    0.427    107.259   159.320
  109   21.323   21.302   36.322    0.429    108.252   161.023
  110   21.275   21.254   36.321    0.432    109.245   161.298
  111   21.259   21.238   36.330    0.435    110.238   160.277
  112   21.229   21.207   36.354    0.437    111.231   157.985
  113   21.229   21.207   36.380    0.440    112.223   154.098
  114   21.142   21.120   36.377    0.442    113.216   149.482
  115   21.098   21.076   36.369    0.445    114.209   146.173
  116   21.004   20.982   36.350    0.447    115.202   147.305
  117   20.886   20.863   36.345    0.450    116.195   150.428
  118   20.865   20.842   36.359    0.452    117.188   151.832
  119   20.863   20.840   36.364    0.455    118.181   150.649
