 station cast   lat    long    jday   mo/da/yr   gmt
  88      1   19.170 -93.298   281    10/08/21  1858 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.357   29.357   35.320    0.006    0.994   194.588
    2   29.357   29.357   35.319    0.011    1.988   194.614
    3   29.357   29.356   35.319    0.017    2.982   194.641
    4   29.357   29.356   35.319    0.023    3.976   194.667
    5   29.354   29.353   35.316    0.028    4.970   194.692
    6   29.351   29.349   35.314    0.034    5.964   194.530
    7   29.348   29.346   35.312    0.039    6.957   194.567
    8   29.370   29.368   35.326    0.045    7.951   194.309
    9   29.375   29.373   35.331    0.051    8.945   194.432
   10   29.377   29.374   35.334    0.056    9.939   194.494
   11   29.377   29.374   35.335    0.062    10.933   194.294
   12   29.377   29.374   35.335    0.068    11.927   194.000
   13   29.377   29.373   35.335    0.073    12.921   194.278
   14   29.383   29.380   35.347    0.079    13.915   193.978
   15   29.428   29.424   35.415    0.085    14.909   193.903
   16   29.537   29.534   35.639    0.090    15.902   193.745
   17   29.629   29.624   35.876    0.095    16.896   194.294
   18   29.681   29.677   36.082    0.101    17.890   194.546
   19   29.729   29.724   36.171    0.106    18.884   194.818
   20   29.740   29.735   36.185    0.111    19.878   194.638
   21   29.740   29.734   36.194    0.116    20.872   194.460
   22   29.678   29.673   36.203    0.121    21.866   194.554
   23   29.609   29.603   36.211    0.126    22.859   194.829
   24   29.504   29.498   36.230    0.131    23.853   196.528
   25   29.343   29.336   36.238    0.136    24.847   197.850
   26   29.305   29.298   36.234    0.141    25.841   198.113
   27   29.124   29.117   36.210    0.146    26.835   197.667
   28   28.480   28.473   36.138    0.151    27.828   194.825
   29   27.974   27.967   36.128    0.155    28.822   192.462
   30   27.222   27.215   36.120    0.160    29.816   188.650
   31   26.656   26.649   36.155    0.164    30.810   188.278
   32   26.216   26.209   36.184    0.168    31.804   193.572
   33   26.080   26.073   36.256    0.172    32.797   201.141
   34   25.705   25.697   36.286    0.176    33.791   216.893
   35   25.236   25.229   36.289    0.180    34.785   218.231
   36   24.866   24.858   36.283    0.183    35.779   216.354
   37   24.499   24.491   36.272    0.187    36.772   212.280
   38   24.318   24.310   36.269    0.190    37.766   201.942
   39   24.254   24.246   36.272    0.193    38.760   198.970
   40   24.127   24.119   36.278    0.197    39.754   201.761
   41   23.696   23.688   36.272    0.200    40.748   203.157
   42   23.604   23.595   36.272    0.203    41.741   194.193
   43   23.550   23.541   36.273    0.207    42.735   189.982
   44   23.481   23.472   36.275    0.210    43.729   189.848
   45   23.426   23.417   36.275    0.213    44.722   188.441
   46   23.384   23.375   36.276    0.216    45.716   187.456
   47   23.335   23.325   36.276    0.219    46.710   187.071
   48   23.265   23.255   36.277    0.222    47.704   185.999
   49   23.231   23.221   36.277    0.226    48.697   184.429
   50   23.163   23.152   36.280    0.229    49.691   183.857
   51   23.063   23.052   36.282    0.232    50.685   180.547
   52   22.963   22.953   36.283    0.235    51.678   177.915
   53   22.924   22.913   36.285    0.238    52.672   177.180
   54   22.917   22.906   36.286    0.241    53.666   176.498
   55   22.913   22.902   36.287    0.244    54.659   176.291
   56   22.880   22.869   36.290    0.247    55.653   175.613
   57   22.824   22.812   36.295    0.250    56.647   172.670
   58   22.787   22.775   36.299    0.253    57.640   170.085
   59   22.767   22.755   36.300    0.256    58.634   168.749
   60   22.750   22.738   36.301    0.259    59.628   168.999
