 station cast   lat    long    jday   mo/da/yr   gmt
  57      1   28.076 -94.968   272    09/29/21  0534 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.568   28.568   35.049    0.006    0.993   196.360
    2   28.568   28.568   35.049    0.011    1.987   196.387
    3   28.568   28.568   35.048    0.017    2.980   196.413
    4   28.568   28.568   35.048    0.022    3.973   196.440
    5   28.568   28.567   35.048    0.028    4.967   196.250
    6   28.569   28.567   35.048    0.033    5.960   195.879
    7   28.569   28.567   35.048    0.039    6.953   196.592
    8   28.570   28.568   35.047    0.045    7.947   196.691
    9   28.570   28.568   35.046    0.050    8.940   196.339
   10   28.570   28.567   35.048    0.056    9.933   196.480
   11   28.572   28.569   35.047    0.061    10.926   196.538
   12   28.571   28.569   35.047    0.067    11.920   196.477
   13   28.572   28.568   35.047    0.073    12.913   197.697
   14   28.573   28.569   35.047    0.078    13.906   195.391
   15   28.573   28.570   35.047    0.084    14.900   196.501
   16   28.574   28.570   35.047    0.089    15.893   196.647
   17   28.574   28.570   35.047    0.095    16.886   196.836
   18   28.575   28.571   35.048    0.100    17.879   196.766
   19   28.576   28.571   35.048    0.106    18.873   196.197
   20   28.577   28.572   35.048    0.112    19.866   196.479
   21   28.576   28.571   35.047    0.117    20.859   197.054
   22   28.576   28.571   35.047    0.123    21.852   196.289
   23   28.576   28.571   35.047    0.128    22.846   196.359
   24   28.577   28.571   35.047    0.134    23.839   196.430
   25   28.577   28.571   35.047    0.140    24.832   196.500
   26   28.577   28.571   35.047    0.145    25.825   196.572
   27   28.577   28.571   35.047    0.151    26.819   196.644
   28   28.577   28.570   35.047    0.156    27.812   196.466
   29   28.577   28.570   35.047    0.162    28.805   196.606
   30   28.578   28.570   35.047    0.168    29.798   196.747
   31   28.578   28.570   35.046    0.173    30.791   196.827
   32   28.578   28.570   35.046    0.179    31.785   196.723
   33   28.578   28.570   35.046    0.184    32.778   196.861
   34   28.578   28.570   35.046    0.190    33.771   196.678
   35   28.578   28.569   35.049    0.196    34.764   196.516
   36   28.578   28.569   35.053    0.201    35.757   196.354
   37   28.578   28.569   35.057    0.207    36.750   196.192
   38   28.578   28.569   35.061    0.212    37.744   196.553
   39   28.575   28.566   35.065    0.218    38.737   196.328
   40   28.513   28.503   35.121    0.223    39.730   196.474
   41   28.372   28.362   35.226    0.229    40.723   195.451
   42   28.230   28.220   35.321    0.234    41.716   193.614
   43   28.069   28.059   35.391    0.239    42.709   193.504
   44   27.585   27.575   35.546    0.244    43.702   192.749
   45   26.514   26.503   35.797    0.249    44.696   186.730
   46   25.789   25.779   35.936    0.253    45.689   180.151
   47   25.256   25.245   36.020    0.257    46.682   178.216
   48   24.527   24.517   36.117    0.260    47.675   179.911
   49   24.095   24.085   36.171    0.264    48.668   180.223
   50   23.500   23.490   36.203    0.267    49.661   181.155
   51   22.738   22.728   36.246    0.270    50.654   177.748
   52   22.683   22.672   36.248    0.273    51.647   174.969
