 station cast   lat    long    jday   mo/da/yr   gmt
  23      1   28.860 -85.926   264    09/21/21  0302 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.467   28.467   34.673    0.006    0.993   196.880
    2   28.467   28.466   34.673    0.012    1.987   196.907
    3   28.467   28.466   34.673    0.017    2.980   196.933
    4   28.467   28.466   34.672    0.023    3.973   196.960
    5   28.467   28.466   34.672    0.029    4.966   197.073
    6   28.476   28.475   34.676    0.035    5.960   197.357
    7   28.487   28.486   34.681    0.041    6.953   197.055
    8   28.485   28.483   34.679    0.047    7.946   197.100
    9   28.478   28.476   34.676    0.052    8.939   196.675
   10   28.476   28.474   34.674    0.058    9.933   196.850
   11   28.478   28.476   34.675    0.064    10.926   197.496
   12   28.473   28.470   34.672    0.070    11.919   197.280
   13   28.470   28.467   34.672    0.076    12.912   197.261
   14   28.467   28.464   34.671    0.081    13.905   197.168
   15   28.478   28.475   34.677    0.087    14.899   196.764
   16   28.495   28.491   34.685    0.093    15.892   196.816
   17   28.505   28.501   34.691    0.099    16.885   197.083
   18   28.517   28.513   34.702    0.105    17.878   197.270
   19   28.532   28.527   34.713    0.111    18.872   197.030
   20   28.532   28.527   34.713    0.116    19.865   196.913
   21   28.549   28.544   34.729    0.122    20.858   197.094
   22   28.583   28.578   34.767    0.128    21.851   196.866
   23   28.594   28.589   34.780    0.134    22.844   196.009
   24   28.588   28.583   34.785    0.140    23.837   196.001
   25   28.579   28.573   34.784    0.145    24.831   196.296
   26   28.552   28.546   34.777    0.151    25.824   196.643
   27   28.540   28.533   34.780    0.157    26.817   196.563
   28   28.517   28.510   34.776    0.163    27.810   196.481
   29   28.511   28.504   34.783    0.168    28.803   196.609
   30   28.737   28.730   34.983    0.174    29.796   196.587
   31   28.770   28.763   35.012    0.180    30.789   195.930
   32   28.778   28.770   35.021    0.185    31.783   194.927
   33   28.817   28.809   35.123    0.191    32.776   195.091
   34   28.844   28.836   35.301    0.197    33.769   193.356
   35   28.854   28.845   35.340    0.202    34.762   192.246
   36   28.850   28.841   35.364    0.208    35.755   192.530
