 station cast   lat    long    jday   mo/da/yr   gmt
  32      1   29.758 -87.043   266    09/23/21  2034 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.058   28.057   33.437    0.007    0.993   198.931
    2   28.058   28.057   33.436    0.013    1.986   198.958
    3   28.058   28.057   33.436    0.020    2.980   198.986
    4   28.058   28.057   33.436    0.026    3.973   199.013
    5   28.060   28.059   33.437    0.033    4.966   198.974
    6   28.062   28.061   33.439    0.039    5.959   198.718
    7   28.064   28.063   33.440    0.046    6.952   198.657
    8   28.064   28.062   33.439    0.053    7.946   198.845
    9   28.065   28.063   33.444    0.059    8.939   198.970
   10   28.066   28.063   33.446    0.066    9.932   199.105
   11   28.066   28.063   33.445    0.072    10.925   198.609
   12   28.070   28.067   33.464    0.079    11.918   198.997
   13   28.071   28.068   33.468    0.085    12.911   199.236
   14   28.072   28.069   33.481    0.092    13.905   198.952
   15   28.074   28.071   33.493    0.099    14.898   198.726
   16   28.081   28.077   33.527    0.105    15.891   198.718
   17   28.087   28.083   33.547    0.112    16.884   198.809
   18   28.094   28.090   33.566    0.118    17.877   198.973
   19   28.108   28.103   33.606    0.125    18.870   198.733
   20   28.148   28.143   33.691    0.131    19.863   198.148
   21   28.209   28.204   33.821    0.137    20.856   197.480
   22   28.261   28.256   33.941    0.144    21.850   197.303
   23   28.319   28.314   34.040    0.150    22.843   196.940
   24   28.358   28.353   34.112    0.156    23.836   197.210
   25   28.393   28.387   34.353    0.162    24.829   197.488
   26   28.369   28.363   34.839    0.168    25.822   196.870
   27   28.500   28.493   35.140    0.173    26.815   196.484
   28   28.480   28.474   35.214    0.179    27.808   192.403
   29   28.203   28.197   35.164    0.184    28.801   193.458
   30   27.994   27.987   35.150    0.190    29.794   199.217
   31   27.946   27.939   35.169    0.195    30.787   200.571
   32   27.925   27.917   35.208    0.200    31.780   199.338
   33   27.873   27.865   35.273    0.205    32.773   197.806
   34   27.876   27.868   35.316    0.210    33.766   197.500
   35   27.868   27.860   35.370    0.216    34.760   197.121
   36   27.803   27.794   35.427    0.221    35.753   194.109
   37   27.717   27.709   35.489    0.226    36.746   190.158
   38   27.624   27.615   35.549    0.231    37.739   180.672
   39   27.540   27.531   35.566    0.236    38.732   177.543
   40   27.477   27.468   35.581    0.240    39.725   188.269
   41   27.325   27.315   35.656    0.245    40.718   193.673
   42   27.152   27.142   35.696    0.250    41.711   193.045
   43   27.000   26.990   35.724    0.254    42.704   194.371
   44   26.851   26.841   35.767    0.259    43.697   196.300
   45   26.790   26.779   35.794    0.264    44.690   195.526
   46   26.743   26.733   35.849    0.268    45.683   194.418
   47   26.589   26.579   35.910    0.272    46.676   192.568
   48   26.291   26.280   36.011    0.277    47.669   188.034
   49   25.869   25.858   36.113    0.281    48.662   190.356
   50   25.683   25.672   36.127    0.285    49.655   189.064
   51   25.449   25.437   36.174    0.288    50.648   185.494
   52   25.058   25.047   36.252    0.292    51.641   185.312
   53   24.726   24.714   36.306    0.296    52.634   186.441
   54   24.381   24.369   36.339    0.299    53.627   186.816
   55   24.164   24.152   36.340    0.302    54.619   185.229
   56   23.897   23.885   36.338    0.306    55.612   185.025
   57   23.754   23.742   36.348    0.309    56.605   184.607
   58   23.575   23.563   36.355    0.312    57.598   183.743
   59   23.227   23.214   36.342    0.315    58.591   182.278
   60   23.147   23.134   36.338    0.318    59.584   180.163
   61   22.781   22.769   36.322    0.321    60.577   179.411
   62   22.559   22.546   36.316    0.324    61.570   178.136
   63   22.396   22.383   36.318    0.327    62.563   178.379
   64   22.225   22.212   36.316    0.330    63.556   179.707
   65   22.132   22.119   36.339    0.332    64.549   180.509
   66   22.099   22.086   36.405    0.335    65.542   177.969
   67   21.851   21.837   36.435    0.338    66.534   168.459
   68   21.570   21.557   36.426    0.340    67.527   160.158
   69   21.417   21.403   36.418    0.343    68.520   158.318
   70   21.174   21.161   36.397    0.345    69.513   160.048
   71   20.867   20.854   36.403    0.348    70.506   161.135
   72   20.634   20.621   36.400    0.350    71.499   158.445
   73   20.583   20.569   36.405    0.352    72.492   154.425
   74   20.559   20.545   36.412    0.355    73.485   152.085
   75   20.472   20.458   36.421    0.357    74.477   151.811
   76   20.259   20.244   36.432    0.359    75.470   150.540
   77   20.149   20.134   36.438    0.362    76.463   147.058
   78   20.045   20.031   36.451    0.364    77.456   143.927
   79   19.918   19.903   36.464    0.366    78.449   141.590
   80   19.876   19.861   36.469    0.368    79.442   138.626
   81   19.761   19.746   36.477    0.370    80.434   136.357
   82   19.723   19.708   36.478    0.372    81.427   134.470
   83   19.675   19.660   36.480    0.374    82.420   133.474
   84   19.634   19.618   36.482    0.376    83.413   133.142
   85   19.550   19.534   36.485    0.378    84.406   132.814
   86   19.439   19.423   36.491    0.380    85.399   131.745
   87   19.368   19.352   36.490    0.382    86.391   130.434
   88   19.336   19.320   36.487    0.384    87.384   129.742
   89   19.295   19.278   36.486    0.386    88.377   129.343
   90   19.245   19.228   36.487    0.388    89.370   128.874
   91   19.219   19.202   36.488    0.390    90.362   128.519
   92   19.152   19.136   36.494    0.392    91.355   128.911
   93   19.068   19.051   36.492    0.394    92.348   129.312
   94   19.001   18.984   36.490    0.396    93.341   129.196
   95   18.933   18.916   36.492    0.397    94.334   129.091
   96   18.858   18.841   36.489    0.399    95.326   129.692
   97   18.749   18.731   36.483    0.401    96.319   130.453
   98   18.566   18.548   36.470    0.403    97.312   130.985
   99   18.432   18.414   36.457    0.405    98.305   131.601
  100   18.417   18.399   36.455    0.406    99.297   132.120
  101   18.406   18.388   36.455    0.408    100.290   132.255
  102   18.354   18.336   36.450    0.410    101.283   132.381
  103   18.283   18.265   36.442    0.412    102.275   132.204
  104   18.184   18.166   36.429    0.413    103.268   131.307
  105   18.123   18.104   36.420    0.415    104.261   129.195
  106   17.996   17.978   36.406    0.417    105.254   127.646
  107   17.917   17.899   36.397    0.418    106.246   127.458
  108   17.882   17.864   36.392    0.420    107.239   128.379
  109   17.782   17.764   36.381    0.422    108.232   129.551
  110   17.716   17.697   36.374    0.424    109.224   129.550
  111   17.615   17.596   36.363    0.425    110.217   130.006
  112   17.573   17.553   36.358    0.427    111.210   132.619
  113   17.499   17.480   36.349    0.428    112.202   135.744
  114   17.434   17.414   36.341    0.430    113.195   137.201
  115   17.326   17.307   36.327    0.432    114.188   137.610
  116   17.236   17.216   36.313    0.433    115.180   137.625
  117   17.161   17.142   36.303    0.435    116.173   136.973
  118   17.134   17.114   36.299    0.436    117.166   136.041
  119   17.071   17.051   36.289    0.438    118.158   135.481
  120   17.017   16.997   36.280    0.440    119.151   134.869
  121   16.976   16.956   36.274    0.441    120.144   134.172
  122   16.954   16.933   36.271    0.443    121.136   133.806
  123   16.924   16.903   36.267    0.444    122.129   133.812
  124   16.881   16.861   36.261    0.446    123.121   133.723
  125   16.797   16.776   36.250    0.447    124.114   133.344
  126   16.749   16.728   36.242    0.449    125.107   132.971
  127   16.616   16.595   36.223    0.450    126.099   132.824
  128   16.601   16.580   36.221    0.452    127.092   132.911
  129   16.599   16.578   36.221    0.453    128.084   133.303
  130   16.588   16.566   36.219    0.455    129.077   133.496
  131   16.572   16.550   36.217    0.456    130.070   133.498
  132   16.561   16.540   36.216    0.458    131.062   133.496
  133   16.533   16.511   36.212    0.459    132.055   133.424
  134   16.477   16.456   36.202    0.461    133.047   133.476
  135   16.373   16.351   36.187    0.462    134.040   133.661
  136   16.324   16.302   36.179    0.464    135.033   133.721
  137   16.287   16.264   36.174    0.465    136.025   133.676
  138   16.273   16.250   36.172    0.467    137.018   133.765
  139   16.241   16.219   36.168    0.468    138.010   133.691
  140   16.217   16.194   36.164    0.470    139.003   133.535
  141   16.212   16.190   36.163    0.471    139.995   133.747
  142   16.209   16.186   36.163    0.473    140.988   134.146
  143   16.191   16.168   36.160    0.474    141.980   134.213
  144   16.147   16.124   36.153    0.476    142.973   133.956
  145   16.094   16.071   36.145    0.477    143.965   133.660
  146   16.054   16.030   36.139    0.479    144.958   133.994
  147   16.029   16.005   36.135    0.480    145.950   134.826
  148   16.027   16.004   36.135    0.482    146.943   134.972
  149   16.023   15.999   36.135    0.483    147.935   134.582
  150   16.016   15.992   36.134    0.485    148.928   134.022
  151   16.011   15.987   36.133    0.486    149.920   133.813
  152   16.003   15.979   36.132    0.487    150.913   133.830
  153   15.996   15.971   36.130    0.489    151.905   133.855
  154   15.988   15.964   36.129    0.490    152.898   133.617
  155   15.968   15.943   36.125    0.492    153.890   133.551
  156   15.915   15.890   36.117    0.493    154.883   133.407
  157   15.862   15.837   36.108    0.495    155.875   132.765
  158   15.830   15.805   36.103    0.496    156.868   132.347
  159   15.796   15.770   36.098    0.498    157.860   132.314
  160   15.772   15.747   36.094    0.499    158.853   132.259
  161   15.759   15.734   36.092    0.500    159.845   132.165
  162   15.735   15.709   36.087    0.502    160.837   132.158
  163   15.707   15.681   36.083    0.503    161.830   131.829
  164   15.669   15.644   36.076    0.505    162.822   131.294
  165   15.601   15.575   36.065    0.506    163.815   130.388
  166   15.549   15.523   36.056    0.508    164.807   129.595
  167   15.472   15.446   36.045    0.509    165.800   129.327
  168   15.429   15.402   36.037    0.510    166.792   129.479
  169   15.338   15.311   36.023    0.512    167.784   129.813
  170   15.328   15.302   36.021    0.513    168.777   129.870
  171   15.317   15.291   36.020    0.515    169.769   129.883
  172   15.268   15.241   36.013    0.516    170.762   129.930
  173   15.221   15.194   36.006    0.517    171.754   130.005
