 station cast   lat    long    jday   mo/da/yr   gmt
   8      1   25.502 -80.021   258    09/15/21  1651 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.240   29.239   33.835    0.007    0.994   196.824
    2   29.240   29.239   33.835    0.013    1.987   196.851
    3   29.240   29.239   33.835    0.020    2.981   196.878
    4   29.240   29.239   33.834    0.027    3.974   196.904
    5   29.240   29.238   33.834    0.033    4.968   196.942
    6   29.202   29.200   33.833    0.040    5.961   196.794
    7   29.173   29.172   33.832    0.047    6.955   197.143
    8   29.158   29.156   33.833    0.053    7.948   197.141
    9   29.145   29.143   33.837    0.060    8.942   197.071
   10   29.137   29.134   33.844    0.067    9.935   197.112
   11   29.142   29.139   33.863    0.073    10.929   196.899
   12   29.164   29.161   33.899    0.080    11.922   197.100
   13   29.220   29.217   33.974    0.086    12.916   197.422
   14   29.382   29.378   34.212    0.093    13.909   197.143
   15   29.483   29.479   34.463    0.099    14.902   197.865
   16   29.504   29.500   34.649    0.105    15.896   197.386
   17   29.507   29.503   34.943    0.111    16.889   197.506
   18   29.546   29.541   35.251    0.117    17.883   197.573
   19   29.543   29.539   35.368    0.123    18.876   197.915
   20   29.522   29.517   35.382    0.128    19.870   197.352
   21   29.501   29.496   35.385    0.134    20.863   197.268
   22   29.438   29.433   35.391    0.140    21.857   197.425
   23   29.399   29.393   35.399    0.145    22.850   197.739
   24   29.311   29.305   35.383    0.151    23.843   197.867
   25   29.263   29.257   35.382    0.156    24.837   198.122
   26   29.221   29.215   35.390    0.162    25.830   197.828
   27   29.184   29.177   35.392    0.167    26.824   198.198
   28   29.140   29.134   35.384    0.173    27.817   198.583
   29   29.090   29.083   35.383    0.178    28.810   198.441
   30   29.077   29.069   35.399    0.184    29.804   198.736
   31   29.064   29.056   35.406    0.189    30.797   198.064
   32   29.064   29.056   35.414    0.195    31.791   198.523
   33   29.065   29.057   35.420    0.200    32.784   198.553
   34   29.061   29.053   35.429    0.206    33.777   198.653
   35   29.059   29.051   35.434    0.211    34.771   198.750
   36   29.066   29.057   35.442    0.217    35.764   198.848
   37   29.096   29.087   35.461    0.222    36.757   198.834
   38   29.121   29.112   35.481    0.228    37.751   198.446
   39   29.118   29.108   35.494    0.233    38.744   198.538
   40   29.109   29.100   35.510    0.239    39.737   198.419
   41   29.087   29.077   35.514    0.244    40.731   198.537
   42   29.057   29.047   35.515    0.249    41.724   198.610
   43   29.049   29.039   35.516    0.255    42.717   199.025
   44   29.028   29.018   35.524    0.260    43.711   199.118
   45   28.997   28.986   35.540    0.266    44.704   198.946
   46   28.873   28.861   35.534    0.271    45.697   199.185
   47   28.829   28.817   35.541    0.276    46.691   199.558
   48   28.797   28.785   35.549    0.282    47.684   199.513
   49   28.768   28.756   35.583    0.287    48.677   199.713
   50   28.739   28.727   35.632    0.292    49.671   199.407
   51   28.719   28.707   35.690    0.297    50.664   199.614
   52   28.700   28.687   35.744    0.302    51.657   199.809
   53   28.667   28.655   35.769    0.308    52.651   199.853
   54   28.623   28.610   35.792    0.313    53.644   199.882
   55   28.593   28.580   35.811    0.318    54.637   200.014
   56   28.564   28.551   35.822    0.323    55.630   199.930
   57   28.472   28.458   35.840    0.328    56.624   200.001
   58   28.300   28.287   35.966    0.333    57.617   199.886
   59   28.113   28.099   36.055    0.337    58.610   199.780
   60   27.858   27.844   36.072    0.342    59.603   200.565
   61   27.711   27.697   36.084    0.347    60.597   201.641
   62   27.391   27.377   36.123    0.351    61.590   201.871
   63   27.172   27.158   36.164    0.355    62.583   201.629
   64   26.973   26.959   36.203    0.360    63.576   201.367
   65   26.848   26.834   36.230    0.364    64.570   201.054
   66   26.576   26.561   36.273    0.368    65.563   201.029
   67   26.195   26.180   36.320    0.372    66.556   200.374
   68   26.006   25.991   36.324    0.376    67.549   200.438
   69   25.829   25.813   36.342    0.380    68.542   200.338
   70   25.605   25.590   36.371    0.383    69.536   200.319
   71   25.225   25.210   36.379    0.387    70.529   199.999
   72   24.985   24.969   36.393    0.391    71.522   199.717
   73   24.775   24.759   36.415    0.394    72.515   200.078
   74   24.543   24.527   36.444    0.398    73.508   199.678
   75   24.429   24.413   36.447    0.401    74.501   198.358
   76   24.331   24.315   36.446    0.404    75.495   197.603
   77   24.199   24.183   36.453    0.407    76.488   195.939
   78   24.059   24.043   36.459    0.411    77.481   192.762
   79   23.838   23.821   36.471    0.414    78.474   190.318
   80   23.659   23.642   36.469    0.417    79.467   189.361
   81   23.559   23.542   36.474    0.420    80.460   188.970
   82   23.409   23.392   36.480    0.423    81.454   188.157
   83   23.313   23.296   36.492    0.426    82.447   186.439
   84   23.206   23.189   36.495    0.429    83.440   185.106
   85   22.961   22.944   36.479    0.432    84.433   184.582
   86   22.764   22.747   36.472    0.435    85.426   184.324
   87   22.671   22.654   36.471    0.438    86.419   184.107
   88   22.663   22.645   36.471    0.441    87.412   184.354
   89   22.647   22.629   36.472    0.443    88.405   184.663
   90   22.639   22.621   36.473    0.446    89.399   184.618
   91   22.635   22.616   36.473    0.449    90.392   184.407
   92   22.619   22.601   36.472    0.452    91.385   184.251
   93   22.610   22.591   36.471    0.455    92.378   184.133
   94   22.575   22.556   36.466    0.458    93.371   184.343
   95   22.535   22.516   36.462    0.460    94.364   184.332
   96   22.494   22.474   36.458    0.463    95.357   184.243
   97   22.479   22.460   36.457    0.466    96.350   184.306
   98   22.450   22.430   36.454    0.469    97.343   184.463
   99   22.321   22.301   36.442    0.472    98.336   184.355
  100   22.001   21.981   36.417    0.474    99.329   184.117
  101   21.660   21.640   36.391    0.477    100.322   183.314
  102   21.503   21.483   36.371    0.479    101.315   182.602
  103   21.364   21.344   36.354    0.482    102.308   182.762
  104   21.249   21.229   36.341    0.485    103.301   182.596
  105   20.942   20.922   36.310    0.487    104.294   181.773
  106   20.445   20.425   36.263    0.490    105.288   179.469
  107   19.979   19.959   36.222    0.492    106.281   175.239
  108   19.563   19.543   36.184    0.494    107.274   170.583
  109   19.301   19.281   36.153    0.496    108.267   167.425
  110   19.101   19.081   36.127    0.498    109.260   166.413
  111   18.836   18.816   36.096    0.501    110.253   166.745
  112   18.554   18.534   36.067    0.503    111.246   166.346
  113   18.249   18.230   36.041    0.505    112.239   165.052
  114   18.066   18.046   36.027    0.507    113.232   162.996
  115   17.861   17.841   36.025    0.509    114.225   161.240
  116   17.691   17.671   36.018    0.511    115.217   159.647
  117   17.421   17.401   35.996    0.512    116.210   158.286
  118   16.931   16.912   35.965    0.514    117.203   156.438
  119   16.175   16.156   35.931    0.516    118.196   152.802
  120   15.706   15.687   35.885    0.517    119.189   145.997
  121   15.587   15.568   35.873    0.519    120.182   140.830
  122   15.484   15.465   35.862    0.520    121.175   139.320
  123   15.372   15.352   35.849    0.522    122.168   139.538
  124   15.180   15.161   35.828    0.524    123.161   139.742
  125   14.943   14.924   35.802    0.525    124.154   139.404
  126   14.562   14.543   35.768    0.526    125.147   138.705
  127   14.343   14.324   35.750    0.528    126.140   137.056
  128   14.125   14.106   35.740    0.529    127.133   135.589
  129   14.055   14.036   35.737    0.530    128.126   133.973
  130   13.991   13.972   35.734    0.532    129.119   132.847
  131   13.861   13.843   35.727    0.533    130.112   132.214
  132   13.785   13.766   35.722    0.534    131.104   131.617
  133   13.619   13.600   35.710    0.536    132.097   131.203
  134   13.555   13.536   35.704    0.537    133.090   130.423
  135   13.485   13.466   35.699    0.538    134.083   129.721
  136   13.387   13.368   35.691    0.539    135.076   129.382
  137   13.301   13.282   35.684    0.541    136.069   129.070
  138   13.196   13.177   35.673    0.542    137.062   128.653
  139   13.127   13.108   35.668    0.543    138.055   128.182
  140   13.081   13.062   35.662    0.544    139.048   127.752
  141   13.038   13.019   35.657    0.545    140.040   127.453
  142   13.023   13.003   35.655    0.546    141.033   127.199
  143   13.004   12.984   35.653    0.548    142.026   127.053
  144   12.987   12.967   35.652    0.549    143.019   126.920
  145   12.974   12.954   35.650    0.550    144.012   126.753
  146   12.964   12.943   35.650    0.551    145.005   126.548
  147   12.957   12.936   35.649    0.552    145.997   126.508
  148   12.944   12.923   35.648    0.554    146.990   126.562
  149   12.939   12.918   35.647    0.555    147.983   126.518
  150   12.936   12.915   35.647    0.556    148.976   126.404
  151   12.928   12.907   35.646    0.557    149.969   126.342
  152   12.916   12.895   35.643    0.558    150.961   126.318
  153   12.909   12.888   35.642    0.559    151.954   126.394
  154   12.909   12.888   35.642    0.561    152.947   126.312
  155   12.892   12.871   35.638    0.562    153.940   126.193
  156   12.879   12.857   35.636    0.563    154.933   126.243
  157   12.864   12.843   35.633    0.564    155.925   126.084
  158   12.853   12.831   35.631    0.565    156.918   126.055
  159   12.808   12.786   35.624    0.566    157.911   126.149
  160   12.738   12.716   35.611    0.568    158.904   126.091
  161   12.727   12.705   35.609    0.569    159.897   125.794
  162   12.678   12.656   35.599    0.570    160.889   125.618
  163   12.660   12.638   35.595    0.571    161.882   125.518
  164   12.606   12.584   35.584    0.572    162.875   125.353
  165   12.548   12.526   35.574    0.573    163.868   125.259
  166   12.434   12.412   35.557    0.575    164.860   125.067
  167   12.277   12.254   35.536    0.576    165.853   125.045
  168   12.126   12.104   35.515    0.577    166.846   124.878
  169   12.006   11.984   35.499    0.578    167.838   124.783
  170   11.941   11.918   35.491    0.579    168.831   124.847
  171   11.847   11.824   35.480    0.580    169.824   125.001
  172   11.789   11.767   35.472    0.581    170.817   124.871
  173   11.743   11.720   35.467    0.582    171.809   124.833
  174   11.688   11.666   35.461    0.583    172.802   124.849
  175   11.611   11.589   35.452    0.585    173.795   124.816
  176   11.544   11.522   35.444    0.586    174.787   124.629
  177   11.483   11.460   35.437    0.587    175.780   124.544
  178   11.419   11.396   35.429    0.588    176.773   124.577
  179   11.355   11.332   35.421    0.589    177.765   124.695
  180   11.233   11.210   35.407    0.590    178.758   124.800
  181   11.101   11.079   35.390    0.591    179.751   124.736
  182   11.030   11.007   35.380    0.592    180.743   124.637
  183   10.939   10.917   35.369    0.593    181.736   124.802
  184   10.826   10.803   35.355    0.594    182.729   125.005
  185   10.741   10.718   35.344    0.595    183.721   124.981
  186   10.656   10.633   35.334    0.596    184.714   124.980
  187   10.577   10.555   35.324    0.597    185.707   125.031
  188   10.505   10.483   35.315    0.598    186.699   125.161
  189   10.385   10.362   35.300    0.599    187.692   125.166
  190   10.279   10.256   35.285    0.600    188.685   125.087
  191   10.164   10.142   35.270    0.601    189.677   125.123
  192   10.070   10.048   35.258    0.602    190.670   125.166
  193   9.925   9.902   35.239    0.603    191.662   125.210
  194   9.706   9.684   35.210    0.604    192.655   125.199
  195   9.566   9.544   35.190    0.605    193.648   125.059
  196   9.504   9.481   35.182    0.605    194.640   125.042
  197   9.392   9.369   35.166    0.606    195.633   125.227
  198   9.326   9.304   35.155    0.607    196.625   125.103
  199   9.298   9.275   35.151    0.608    197.618   124.825
  200   9.273   9.251   35.148    0.609    198.610   124.655
  201   9.252   9.230   35.146    0.610    199.603   124.465
  202   9.217   9.195   35.142    0.611    200.596   124.393
  203   9.196   9.174   35.139    0.612    201.588   124.277
  204   9.127   9.105   35.130    0.613    202.581   124.288
  205   9.101   9.078   35.126    0.614    203.573   124.160
  206   9.073   9.051   35.122    0.615    204.566   124.067
  207   9.021   8.998   35.116    0.615    205.558   124.129
  208   8.985   8.962   35.111    0.616    206.551   124.136
  209   8.962   8.940   35.108    0.617    207.543   124.113
  210   8.930   8.907   35.103    0.618    208.536   124.148
  211   8.920   8.897   35.102    0.619    209.528   124.142
  212   8.916   8.893   35.101    0.620    210.521   124.092
  213   8.916   8.893   35.101    0.621    211.514   124.032
  214   8.916   8.893   35.101    0.622    212.506   123.964
  215   8.917   8.894   35.102    0.623    213.499   123.954
  216   8.916   8.892   35.102    0.623    214.491   123.897
  217   8.913   8.890   35.101    0.624    215.484   123.878
  218   8.909   8.886   35.101    0.625    216.476   123.933
  219   8.908   8.884   35.101    0.626    217.468   123.943
  220   8.906   8.883   35.100    0.627    218.461   123.969
  221   8.890   8.866   35.098    0.628    219.453   123.965
  222   8.874   8.850   35.096    0.629    220.446   123.958
  223   8.838   8.814   35.091    0.630    221.438   123.931
  224   8.808   8.784   35.087    0.631    222.431   123.908
  225   8.805   8.780   35.087    0.631    223.423   123.848
  226   8.787   8.763   35.084    0.632    224.416   123.948
  227   8.753   8.729   35.080    0.633    225.408   124.062
  228   8.732   8.708   35.076    0.634    226.401   124.067
  229   8.727   8.703   35.076    0.635    227.393   124.020
  230   8.728   8.704   35.077    0.636    228.385   123.976
  231   8.728   8.703   35.077    0.637    229.378   123.984
  232   8.721   8.697   35.076    0.638    230.370   124.042
  233   8.710   8.685   35.075    0.639    231.363   124.133
  234   8.689   8.664   35.072    0.639    232.355   124.198
  235   8.677   8.652   35.070    0.640    233.348   124.173
  236   8.663   8.638   35.068    0.641    234.340   124.141
  237   8.655   8.630   35.067    0.642    235.332   124.146
  238   8.649   8.624   35.066    0.643    236.325   124.183
  239   8.646   8.621   35.065    0.644    237.317   124.151
  240   8.637   8.612   35.064    0.645    238.310   124.103
  241   8.635   8.609   35.064    0.646    239.302   124.072
  242   8.628   8.602   35.063    0.646    240.294   124.019
  243   8.623   8.597   35.062    0.647    241.287   124.043
  244   8.616   8.591   35.062    0.648    242.279   123.959
  245   8.613   8.587   35.061    0.649    243.271   123.911
  246   8.605   8.579   35.060    0.650    244.264   123.906
  247   8.583   8.557   35.058    0.651    245.256   123.961
  248   8.573   8.547   35.056    0.652    246.248   123.958
  249   8.573   8.546   35.056    0.653    247.241   124.010
  250   8.571   8.545   35.056    0.653    248.233   124.086
  251   8.571   8.544   35.056    0.654    249.225   124.173
