 station cast   lat    long    jday   mo/da/yr   gmt
  65      1   26.058 -96.326   275    10/02/21  0720 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.778   28.778   35.091    0.006    0.993   195.847
    2   28.778   28.778   35.091    0.011    1.987   195.874
    3   28.778   28.778   35.091    0.017    2.980   195.901
    4   28.778   28.777   35.090    0.022    3.974   195.928
    5   28.778   28.777   35.090    0.028    4.967   195.987
    6   28.781   28.780   35.092    0.034    5.961   195.834
    7   28.794   28.792   35.110    0.039    6.954   195.435
    8   28.842   28.840   35.194    0.045    7.948   195.489
    9   28.890   28.888   35.279    0.050    8.941   195.241
   10   28.938   28.936   35.364    0.056    9.935   195.197
   11   28.991   28.988   35.435    0.061    10.928   195.102
   12   29.081   29.078   35.516    0.067    11.922   194.864
   13   29.165   29.162   35.593    0.072    12.915   194.805
   14   29.195   29.192   35.620    0.077    13.908   194.647
   15   29.194   29.191   35.620    0.083    14.902   194.572
   16   29.193   29.189   35.620    0.088    15.895   194.760
   17   29.195   29.191   35.622    0.094    16.889   194.595
   18   29.196   29.192   35.624    0.099    17.882   194.871
   19   29.197   29.193   35.663    0.104    18.876   194.707
   20   29.180   29.175   35.761    0.110    19.869   195.994
   21   29.194   29.189   35.801    0.115    20.862   198.350
   22   29.229   29.223   35.879    0.120    21.856   197.950
   23   28.880   28.874   36.002    0.125    22.849   199.868
   24   28.489   28.483   35.970    0.130    23.842   208.744
   25   27.876   27.870   35.929    0.135    24.836   215.227
   26   27.448   27.442   35.929    0.139    25.829   218.769
   27   27.277   27.270   35.931    0.144    26.823   224.239
   28   27.127   27.121   35.941    0.148    27.816   224.265
   29   26.927   26.921   35.969    0.153    28.809   223.851
   30   26.785   26.778   36.006    0.157    29.803   224.071
   31   26.478   26.471   36.048    0.161    30.796   223.999
   32   25.993   25.986   36.055    0.165    31.789   224.046
   33   25.839   25.831   36.047    0.169    32.783   226.877
   34   25.551   25.543   36.036    0.173    33.776   227.716
   35   25.347   25.339   36.049    0.177    34.769   227.832
   36   25.168   25.161   36.064    0.181    35.763   227.542
   37   25.133   25.124   36.069    0.185    36.756   227.544
   38   25.002   24.994   36.075    0.189    37.749   227.448
   39   24.867   24.858   36.081    0.192    38.743   227.308
   40   24.733   24.724   36.100    0.196    39.736   227.797
   41   24.503   24.495   36.122    0.200    40.729   226.390
   42   24.227   24.218   36.105    0.203    41.722   225.907
   43   24.017   24.008   36.112    0.207    42.716   226.710
   44   24.011   24.002   36.144    0.210    43.709   226.598
   45   23.864   23.854   36.170    0.213    44.702   224.783
   46   23.740   23.730   36.190    0.217    45.696   221.034
   47   23.551   23.541   36.204    0.220    46.689   220.375
   48   23.440   23.430   36.205    0.223    47.682   218.600
   49   23.378   23.367   36.209    0.226    48.675   218.083
   50   23.305   23.295   36.216    0.230    49.669   218.496
   51   23.192   23.181   36.215    0.233    50.662   216.601
   52   23.078   23.068   36.208    0.236    51.655   216.612
   53   22.957   22.946   36.208    0.239    52.648   216.966
   54   22.886   22.875   36.208    0.242    53.642   216.091
   55   22.786   22.775   36.208    0.245    54.635   216.365
   56   22.576   22.565   36.214    0.248    55.628   215.726
   57   22.404   22.393   36.220    0.251    56.621   210.566
   58   22.312   22.300   36.219    0.254    57.615   208.392
   59   22.282   22.270   36.220    0.257    58.608   209.172
   60   22.228   22.216   36.226    0.260    59.601   208.580
   61   22.153   22.141   36.230    0.263    60.594   205.482
   62   22.046   22.034   36.230    0.266    61.587   203.132
   63   21.993   21.980   36.244    0.268    62.581   202.567
   64   21.930   21.918   36.247    0.271    63.574   198.066
   65   21.882   21.869   36.249    0.274    64.567   193.878
   66   21.811   21.798   36.246    0.277    65.560   193.876
   67   21.739   21.726   36.250    0.279    66.553   194.362
   68   21.651   21.638   36.255    0.282    67.546   193.853
   69   21.613   21.599   36.258    0.285    68.540   191.108
   70   21.581   21.567   36.258    0.288    69.533   188.873
   71   21.545   21.531   36.262    0.290    70.526   188.112
   72   21.461   21.447   36.271    0.293    71.519   186.774
   73   21.400   21.386   36.278    0.296    72.512   183.357
   74   21.324   21.309   36.282    0.298    73.505   179.774
   75   21.173   21.159   36.293    0.301    74.498   175.621
   76   20.987   20.973   36.306    0.303    75.492   171.945
   77   20.821   20.806   36.324    0.306    76.485   167.580
   78   20.692   20.677   36.333    0.308    77.478   160.116
   79   20.619   20.604   36.334    0.310    78.471   151.834
   80   20.506   20.491   36.329    0.313    79.464   151.934
   81   20.388   20.373   36.338    0.315    80.457   153.941
   82   20.241   20.225   36.349    0.317    81.450   153.634
   83   20.053   20.038   36.364    0.320    82.443   147.034
   84   19.894   19.878   36.383    0.322    83.436   140.979
   85   19.747   19.731   36.402    0.324    84.430   137.028
   86   19.690   19.675   36.412    0.326    85.423   131.720
   87   19.615   19.599   36.418    0.328    86.416   126.872
   88   19.579   19.563   36.420    0.330    87.409   124.994
   89   19.525   19.509   36.423    0.332    88.402   125.069
   90   19.501   19.485   36.425    0.334    89.395   124.792
   91   19.484   19.467   36.426    0.336    90.388   124.240
   92   19.448   19.432   36.426    0.338    91.381   123.895
   93   19.363   19.346   36.429    0.340    92.374   123.523
   94   19.307   19.289   36.430    0.342    93.367   122.262
   95   19.243   19.226   36.431    0.344    94.360   121.271
   96   19.218   19.201   36.434    0.346    95.353   120.130
   97   19.178   19.160   36.437    0.348    96.346   118.952
   98   19.141   19.123   36.437    0.350    97.339   118.644
   99   19.055   19.037   36.438    0.352    98.332   118.300
  100   18.995   18.977   36.438    0.354    99.325   116.923
  101   18.958   18.940   36.437    0.356    100.318   115.797
  102   18.880   18.861   36.435    0.358    101.311   115.658
  103   18.821   18.802   36.432    0.360    102.304   115.346
  104   18.748   18.729   36.430    0.362    103.297   114.670
  105   18.688   18.669   36.429    0.364    104.290   114.213
  106   18.642   18.623   36.426    0.365    105.283   114.219
  107   18.591   18.572   36.422    0.367    106.276   114.166
  108   18.586   18.567   36.421    0.369    107.269   113.781
  109   18.558   18.539   36.418    0.371    108.262   113.622
  110   18.466   18.447   36.413    0.373    109.255   113.755
  111   18.266   18.247   36.407    0.374    110.248   113.808
  112   18.225   18.205   36.406    0.376    111.241   113.948
  113   18.224   18.205   36.406    0.378    112.234   114.354
  114   18.221   18.201   36.407    0.380    113.227   114.324
  115   18.149   18.129   36.401    0.381    114.220   114.038
  116   18.124   18.104   36.399    0.383    115.213   114.317
  117   18.111   18.090   36.398    0.385    116.206   114.962
  118   18.090   18.070   36.397    0.387    117.199   115.423
  119   18.018   17.997   36.390    0.388    118.192   116.196
