 station cast   lat    long    jday   mo/da/yr   gmt
 110      1   22.545 -86.614   288    10/15/21  0555 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.879   29.879   36.174    0.005    0.994   192.941
    2   29.879   29.878   36.174    0.010    1.987   192.967
    3   29.879   29.878   36.174    0.016    2.981   192.993
    4   29.879   29.878   36.173    0.021    3.975   193.020
    5   29.879   29.878   36.173    0.026    4.969   192.998
    6   29.881   29.879   36.174    0.031    5.962   193.467
    7   29.882   29.880   36.175    0.036    6.956   193.457
    8   29.885   29.883   36.175    0.042    7.950   193.386
    9   29.887   29.884   36.175    0.047    8.943   193.478
   10   29.873   29.871   36.173    0.052    9.937   193.498
   11   29.804   29.802   36.162    0.057    10.931   193.306
   12   29.764   29.761   36.156    0.062    11.924   194.134
   13   29.703   29.700   36.147    0.067    12.918   194.012
   14   29.677   29.674   36.146    0.073    13.912   194.300
   15   29.654   29.650   36.149    0.078    14.905   194.181
   16   29.610   29.606   36.154    0.083    15.899   194.544
   17   29.582   29.578   36.155    0.088    16.893   194.367
   18   29.485   29.481   36.182    0.093    17.886   194.568
   19   29.374   29.369   36.196    0.098    18.880   195.239
   20   29.239   29.234   36.209    0.103    19.874   195.102
   21   29.106   29.101   36.224    0.108    20.867   194.919
   22   29.004   28.999   36.235    0.113    21.861   194.869
   23   28.977   28.971   36.241    0.118    22.855   194.972
   24   28.928   28.922   36.247    0.123    23.848   194.328
   25   28.872   28.866   36.253    0.127    24.842   194.213
   26   28.825   28.818   36.257    0.132    25.835   194.224
   27   28.697   28.691   36.267    0.137    26.829   193.965
   28   28.597   28.590   36.276    0.142    27.823   193.355
   29   28.532   28.525   36.283    0.146    28.816   193.080
   30   28.516   28.509   36.285    0.151    29.810   193.063
   31   28.517   28.509   36.286    0.156    30.803   193.196
   32   28.518   28.510   36.286    0.160    31.797   193.149
   33   28.519   28.511   36.286    0.165    32.791   193.263
   34   28.519   28.511   36.286    0.170    33.784   193.171
   35   28.520   28.512   36.287    0.174    34.778   192.850
   36   28.507   28.499   36.288    0.179    35.771   193.015
   37   28.498   28.489   36.289    0.184    36.765   193.223
   38   28.493   28.484   36.289    0.188    37.758   193.231
   39   28.482   28.473   36.290    0.193    38.752   193.149
   40   28.473   28.463   36.291    0.198    39.746   193.130
   41   28.464   28.454   36.293    0.202    40.739   193.123
   42   28.457   28.447   36.293    0.207    41.733   193.084
   43   28.453   28.443   36.293    0.212    42.726   192.795
   44   28.452   28.441   36.293    0.216    43.720   192.822
   45   28.442   28.431   36.293    0.221    44.713   193.204
   46   28.440   28.429   36.293    0.226    45.707   193.295
   47   28.443   28.432   36.293    0.230    46.700   193.296
   48   28.439   28.428   36.292    0.235    47.694   193.108
   49   28.432   28.420   36.292    0.240    48.687   193.373
   50   28.393   28.381   36.296    0.244    49.681   193.256
   51   28.361   28.349   36.299    0.249    50.674   193.022
   52   28.356   28.344   36.300    0.254    51.668   193.062
   53   28.351   28.338   36.301    0.258    52.661   193.032
   54   28.345   28.332   36.302    0.263    53.655   192.822
   55   28.334   28.321   36.303    0.268    54.648   192.855
   56   28.234   28.221   36.316    0.272    55.642   192.686
   57   28.175   28.162   36.322    0.277    56.635   191.923
   58   28.138   28.124   36.326    0.281    57.629   191.044
   59   28.028   28.014   36.339    0.286    58.622   190.783
   60   27.909   27.895   36.356    0.290    59.615   189.933
   61   27.798   27.784   36.369    0.295    60.609   189.044
   62   27.645   27.630   36.388    0.299    61.602   188.159
   63   27.457   27.442   36.399    0.303    62.596   187.311
   64   27.271   27.256   36.407    0.308    63.589   186.430
   65   27.026   27.011   36.420    0.312    64.583   184.752
   66   26.878   26.863   36.445    0.316    65.576   183.223
