 station cast   lat    long    jday   mo/da/yr   gmt
 109      1   22.741 -86.495   288    10/15/21  0138 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   30.038   30.038   36.262    0.005    0.994   193.180
    2   30.038   30.038   36.262    0.010    1.987   193.207
    3   30.038   30.038   36.261    0.016    2.981   193.233
    4   30.038   30.037   36.261    0.021    3.975   193.259
    5   30.038   30.037   36.261    0.026    4.969   193.099
    6   30.030   30.029   36.259    0.031    5.962   193.852
    7   30.029   30.028   36.259    0.036    6.956   193.820
    8   30.027   30.025   36.258    0.041    7.950   193.484
    9   30.026   30.023   36.258    0.047    8.943   193.575
   10   30.024   30.022   36.258    0.052    9.937   193.743
   11   30.022   30.020   36.257    0.057    10.931   193.955
   12   29.983   29.980   36.251    0.062    11.924   193.706
   13   29.971   29.968   36.249    0.067    12.918   193.698
   14   29.969   29.965   36.249    0.073    13.912   193.890
   15   29.962   29.958   36.248    0.078    14.905   193.729
   16   29.956   29.952   36.246    0.083    15.899   193.576
   17   29.953   29.949   36.246    0.088    16.893   194.010
   18   29.943   29.939   36.243    0.093    17.886   193.899
   19   29.942   29.937   36.243    0.098    18.880   193.934
   20   29.942   29.937   36.246    0.104    19.873   193.480
   21   29.934   29.929   36.243    0.109    20.867   193.692
   22   29.927   29.921   36.242    0.114    21.861   193.934
   23   29.921   29.916   36.243    0.119    22.854   193.945
   24   29.912   29.906   36.243    0.124    23.848   194.148
   25   29.908   29.902   36.243    0.129    24.842   194.343
   26   29.864   29.857   36.240    0.135    25.835   194.789
   27   29.826   29.819   36.238    0.140    26.829   195.705
   28   29.822   29.815   36.238    0.145    27.822   195.995
   29   29.813   29.805   36.237    0.150    28.816   195.763
   30   29.806   29.798   36.237    0.155    29.809   195.832
   31   29.797   29.790   36.236    0.160    30.803   195.826
   32   29.792   29.784   36.235    0.165    31.797   195.902
   33   29.780   29.772   36.234    0.170    32.790   196.144
   34   29.775   29.767   36.234    0.176    33.784   196.349
   35   29.760   29.752   36.234    0.181    34.777   196.091
   36   29.741   29.732   36.232    0.186    35.771   196.480
   37   29.721   29.712   36.230    0.191    36.764   196.572
   38   29.704   29.695   36.228    0.196    37.758   196.781
   39   29.684   29.674   36.228    0.201    38.751   196.968
   40   29.674   29.664   36.228    0.206    39.745   197.170
   41   29.651   29.641   36.226    0.211    40.739   196.931
   42   29.597   29.586   36.221    0.216    41.732   197.304
   43   29.568   29.557   36.219    0.222    42.726   197.460
   44   29.538   29.527   36.217    0.227    43.719   197.327
   45   29.513   29.501   36.214    0.232    44.713   197.327
   46   29.392   29.380   36.202    0.237    45.706   198.329
   47   29.297   29.286   36.199    0.242    46.700   198.157
   48   29.235   29.223   36.197    0.247    47.693   197.790
   49   29.171   29.159   36.188    0.252    48.687   198.182
   50   29.130   29.118   36.185    0.257    49.680   197.726
   51   29.121   29.109   36.188    0.262    50.674   197.644
   52   29.107   29.094   36.189    0.267    51.667   197.881
   53   29.076   29.063   36.190    0.271    52.661   197.880
   54   29.031   29.018   36.190    0.276    53.654   197.845
   55   28.939   28.926   36.191    0.281    54.647   197.935
   56   28.887   28.874   36.195    0.286    55.641   197.748
   57   28.844   28.830   36.203    0.291    56.634   197.849
   58   28.846   28.832   36.206    0.296    57.628   197.927
   59   28.843   28.828   36.208    0.301    58.621   197.667
   60   28.831   28.816   36.208    0.306    59.615   197.651
   61   28.834   28.819   36.213    0.310    60.608   197.544
   62   28.757   28.742   36.243    0.315    61.602   197.021
   63   28.529   28.514   36.270    0.320    62.595   194.554
   64   28.330   28.314   36.293    0.325    63.588   191.803
   65   28.233   28.217   36.303    0.329    64.582   190.474
   66   28.206   28.190   36.305    0.334    65.575   191.298
   67   28.131   28.116   36.309    0.338    66.569   192.028
   68   28.067   28.051   36.315    0.343    67.562   191.854
   69   28.048   28.032   36.322    0.347    68.555   191.441
   70   27.981   27.965   36.333    0.352    69.549   190.991
   71   27.846   27.830   36.362    0.356    70.542   189.961
   72   27.717   27.701   36.378    0.361    71.536   188.779
   73   27.578   27.560   36.387    0.365    72.529   187.590
   74   27.498   27.481   36.398    0.369    73.522   187.431
   75   27.297   27.279   36.434    0.374    74.516   186.620
   76   27.235   27.218   36.444    0.378    75.509   184.469
   77   27.211   27.193   36.449    0.382    76.502   183.618
   78   27.197   27.179   36.452    0.386    77.496   184.049
   79   27.179   27.160   36.456    0.390    78.489   184.390
   80   27.054   27.035   36.477    0.394    79.482   184.289
   81   26.845   26.827   36.512    0.398    80.476   182.492
   82   26.799   26.780   36.521    0.402    81.469   180.036
   83   26.786   26.767   36.523    0.406    82.462   179.672
   84   26.741   26.721   36.530    0.410    83.456   180.443
   85   26.626   26.607   36.547    0.414    84.449   179.882
   86   26.482   26.462   36.578    0.418    85.442   178.018
   87   26.323   26.303   36.611    0.422    86.436   176.172
   88   26.166   26.146   36.658    0.426    87.429   174.392
