 station cast   lat    long    jday   mo/da/yr   gmt
   4      1   27.000 -79.858   257    09/14/21  2337 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.356   29.356   35.149    0.006    0.993   195.250
    2   29.356   29.356   35.148    0.012    1.987   195.277
    3   29.356   29.356   35.148    0.017    2.980   195.495
    4   29.360   29.359   35.151    0.023    3.974   195.435
    5   29.365   29.363   35.154    0.029    4.967   195.939
    6   29.369   29.367   35.157    0.035    5.960   195.933
    7   29.365   29.364   35.155    0.040    6.954   195.843
    8   29.364   29.362   35.157    0.046    7.947   195.636
    9   29.362   29.360   35.164    0.052    8.941   195.633
   10   29.363   29.361   35.170    0.058    9.934   195.790
   11   29.366   29.363   35.183    0.063    10.927   196.073
   12   29.377   29.374   35.202    0.069    11.921   196.161
   13   29.447   29.444   35.303    0.075    12.914   195.847
   14   29.461   29.457   35.322    0.080    13.907   196.006
   15   29.460   29.456   35.324    0.086    14.901   195.999
   16   29.478   29.475   35.341    0.092    15.894   196.149
   17   29.544   29.539   35.440    0.097    16.888   195.861
   18   29.637   29.632   35.659    0.103    17.881   196.035
   19   29.650   29.645   35.705    0.108    18.874   196.830
   20   29.651   29.646   35.711    0.114    19.868   196.352
   21   29.653   29.648   35.729    0.119    20.861   196.318
   22   29.645   29.639   35.744    0.125    21.854   196.485
   23   29.634   29.628   35.751    0.130    22.847   196.602
   24   29.611   29.605   35.764    0.135    23.841   196.761
   25   29.562   29.556   35.790    0.141    24.834   196.793
   26   29.532   29.526   35.818    0.146    25.827   197.560
   27   29.493   29.487   35.838    0.152    26.821   197.990
   28   29.465   29.458   35.853    0.157    27.814   197.666
   29   29.455   29.447   35.871    0.162    28.807   197.825
   30   29.451   29.444   35.880    0.167    29.801   198.520
   31   29.444   29.437   35.886    0.173    30.794   198.256
   32   29.428   29.420   35.898    0.178    31.787   198.113
   33   29.413   29.405   35.908    0.183    32.780   198.422
   34   29.385   29.377   35.933    0.188    33.774   198.315
   35   29.327   29.318   36.001    0.194    34.767   198.224
