 station cast   lat    long    jday   mo/da/yr   gmt
 137      1   26.003 -84.197   293    10/20/21  0605 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.534   28.534   35.500    0.005    0.993   195.983
    2   28.534   28.534   35.499    0.010    1.987   196.010
    3   28.534   28.534   35.499    0.016    2.980   196.037
    4   28.534   28.534   35.499    0.021    3.974   196.063
    5   28.534   28.533   35.498    0.026    4.967   195.954
    6   28.535   28.534   35.498    0.031    5.961   196.146
    7   28.546   28.544   35.508    0.037    6.954   196.043
    8   28.558   28.556   35.522    0.042    7.948   196.398
    9   28.565   28.563   35.535    0.047    8.941   196.424
   10   28.564   28.562   35.538    0.052    9.935   196.407
   11   28.563   28.561   35.541    0.058    10.928   196.374
   12   28.563   28.560   35.544    0.063    11.922   196.399
   13   28.561   28.558   35.549    0.068    12.915   196.568
   14   28.557   28.554   35.552    0.073    13.908   196.618
   15   28.553   28.550   35.554    0.079    14.902   196.687
   16   28.551   28.547   35.556    0.084    15.895   196.756
   17   28.546   28.542   35.556    0.089    16.889   196.555
   18   28.542   28.538   35.555    0.094    17.882   196.610
   19   28.539   28.534   35.556    0.099    18.876   196.626
   20   28.537   28.532   35.557    0.105    19.869   196.507
   21   28.536   28.531   35.557    0.110    20.862   196.798
   22   28.535   28.530   35.558    0.115    21.856   196.909
   23   28.535   28.529   35.558    0.120    22.849   196.839
   24   28.534   28.528   35.559    0.125    23.843   196.266
   25   28.533   28.527   35.559    0.131    24.836   196.446
   26   28.531   28.525   35.560    0.136    25.829   196.330
   27   28.528   28.522   35.560    0.141    26.823   196.833
   28   28.527   28.520   35.561    0.146    27.816   196.801
   29   28.527   28.520   35.562    0.151    28.809   196.818
   30   28.527   28.520   35.563    0.157    29.803   196.885
   31   28.528   28.520   35.564    0.162    30.796   196.698
   32   28.528   28.520   35.565    0.167    31.789   196.821
   33   28.528   28.520   35.566    0.172    32.783   196.430
   34   28.528   28.520   35.567    0.177    33.776   196.601
   35   28.528   28.519   35.569    0.183    34.769   196.926
   36   28.526   28.518   35.570    0.188    35.763   196.708
   37   28.514   28.505   35.582    0.193    36.756   196.691
   38   28.453   28.443   35.619    0.198    37.749   197.297
   39   28.386   28.377   35.659    0.203    38.743   198.030
   40   28.236   28.227   35.756    0.208    39.736   199.395
   41   28.059   28.049   35.855    0.213    40.729   202.417
   42   27.879   27.869   35.944    0.218    41.723   205.075
   43   27.270   27.260   36.028    0.222    42.716   205.884
   44   26.977   26.967   36.042    0.227    43.709   202.312
   45   26.577   26.566   36.079    0.231    44.703   201.354
   46   26.114   26.103   36.144    0.235    45.696   199.162
   47   25.918   25.908   36.193    0.239    46.689   200.750
   48   25.661   25.651   36.244    0.243    47.682   202.386
   49   25.530   25.519   36.270    0.247    48.676   202.641
   50   25.220   25.209   36.330    0.250    49.669   204.832
   51   24.913   24.902   36.341    0.254    50.662   209.351
   52   24.645   24.634   36.347    0.257    51.655   208.481
   53   24.071   24.060   36.321    0.261    52.649   208.197
   54   23.729   23.717   36.314    0.264    53.642   207.811
   55   23.327   23.316   36.305    0.267    54.635   207.610
   56   23.261   23.250   36.307    0.270    55.628   206.839
   57   23.119   23.107   36.313    0.273    56.622   205.970
   58   23.020   23.008   36.321    0.276    57.615   204.404
   59   22.943   22.931   36.363    0.279    58.608   202.874
   60   22.928   22.916   36.440    0.282    59.601   196.531
   61   22.958   22.945   36.480    0.285    60.594   187.543
   62   22.943   22.931   36.486    0.288    61.588   182.697
   63   22.760   22.747   36.512    0.291    62.581   180.707
   64   22.597   22.584   36.546    0.294    63.574   175.548
   65   22.375   22.362   36.560    0.296    64.567   170.636
   66   22.247   22.233   36.555    0.299    65.560   167.814
   67   22.092   22.078   36.542    0.302    66.554   165.983
   68   21.879   21.865   36.519    0.304    67.547   165.213
   69   21.694   21.681   36.517    0.307    68.540   163.822
   70   21.580   21.566   36.526    0.309    69.533   161.175
   71   21.364   21.350   36.551    0.312    70.526   157.979
   72   21.265   21.251   36.570    0.314    71.519   153.690
   73   21.246   21.232   36.574    0.316    72.512   150.819
   74   21.216   21.202   36.587    0.319    73.506   150.575
   75   21.123   21.108   36.616    0.321    74.499   150.739
   76   21.049   21.034   36.620    0.323    75.492   149.461
   77   20.913   20.898   36.616    0.326    76.485   147.674
   78   20.680   20.665   36.573    0.328    77.478   145.875
   79   20.499   20.484   36.533    0.330    78.471   143.215
   80   20.447   20.432   36.519    0.332    79.464   140.947
   81   20.335   20.320   36.501    0.334    80.458   139.916
   82   20.150   20.135   36.489    0.337    81.451   138.042
   83   19.951   19.936   36.491    0.339    82.444   132.959
   84   19.916   19.901   36.499    0.341    83.437   129.529
   85   19.860   19.844   36.511    0.343    84.430   129.808
   86   19.825   19.809   36.520    0.345    85.423   132.109
   87   19.795   19.779   36.523    0.347    86.416   135.192
   88   19.803   19.787   36.543    0.349    87.409   136.740
   89   19.762   19.745   36.544    0.351    88.402   137.208
   90   19.626   19.609   36.532    0.353    89.395   136.835
   91   19.548   19.531   36.524    0.355    90.388   135.284
   92   19.543   19.527   36.531    0.357    91.381   133.611
   93   19.529   19.512   36.532    0.359    92.374   133.904
   94   19.455   19.438   36.521    0.361    93.367   135.839
   95   19.384   19.366   36.523    0.363    94.361   137.208
   96   19.308   19.290   36.527    0.365    95.354   137.338
   97   19.186   19.168   36.516    0.367    96.347   136.947
   98   19.055   19.037   36.505    0.369    97.340   136.222
   99   18.926   18.908   36.493    0.371    98.333   135.739
  100   18.855   18.837   36.489    0.372    99.326   135.268
  101   18.824   18.806   36.486    0.374    100.319   134.987
