 station cast   lat    long    jday   mo/da/yr   gmt
  17      1   27.798 -83.390   262    09/19/21  1040 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.363   29.362   36.083    0.005    0.993   192.852
    2   29.363   29.362   36.083    0.010    1.987   192.878
    3   29.363   29.362   36.082    0.015    2.980   192.904
    4   29.363   29.362   36.082    0.020    3.973   192.930
    5   29.363   29.361   36.082    0.025    4.967   192.929
    6   29.359   29.357   36.081    0.031    5.960   193.144
    7   29.366   29.364   36.083    0.036    6.953   193.082
    8   29.377   29.375   36.089    0.041    7.947   193.170
    9   29.374   29.372   36.088    0.046    8.940   192.905
   10   29.371   29.368   36.087    0.051    9.933   193.090
   11   29.374   29.372   36.088    0.056    10.927   192.916
   12   29.382   29.379   36.092    0.061    11.920   192.834
   13   29.387   29.383   36.095    0.066    12.913   192.894
   14   29.393   29.390   36.097    0.071    13.907   193.154
   15   29.449   29.445   36.131    0.076    14.900   193.088
   16   29.514   29.510   36.169    0.081    15.893   193.401
   17   29.538   29.534   36.187    0.087    16.887   193.018
   18   29.563   29.558   36.205    0.092    17.880   192.635
   19   29.587   29.582   36.223    0.097    18.873   192.253
   20   29.611   29.606   36.241    0.102    19.866   191.871
   21   29.636   29.631   36.259    0.107    20.860   191.490
   22   29.660   29.655   36.277    0.112    21.853   191.108
   23   29.685   29.679   36.295    0.117    22.846   190.727
   24   29.709   29.703   36.313    0.122    23.839   190.347
   25   29.734   29.727   36.331    0.127    24.833   189.966
   26   29.758   29.752   36.349    0.132    25.826   189.586
   27   29.782   29.776   36.366    0.137    26.819   189.206
