 station cast   lat    long    jday   mo/da/yr   gmt
  25      1   28.517 -86.203   264    09/21/21  0811 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.486   28.486   34.482    0.006    0.993   197.801
    2   28.486   28.485   34.481    0.012    1.987   197.828
    3   28.486   28.485   34.481    0.018    2.980   197.855
    4   28.486   28.485   34.481    0.024    3.973   197.882
    5   28.486   28.485   34.481    0.030    4.966   198.915
    6   28.537   28.535   34.584    0.036    5.960   198.018
    7   28.543   28.541   34.606    0.042    6.953   196.969
    8   28.564   28.562   34.625    0.047    7.946   197.209
    9   28.615   28.613   34.676    0.053    8.940   197.547
   10   28.805   28.802   34.951    0.059    9.933   196.898
   11   28.863   28.860   35.125    0.065    10.926   193.048
   12   28.829   28.826   35.194    0.070    11.919   193.788
   13   28.794   28.791   35.276    0.076    12.913   195.093
   14   28.769   28.766   35.316    0.081    13.906   195.091
   15   28.749   28.745   35.341    0.087    14.899   195.637
   16   28.740   28.736   35.351    0.092    15.892   195.985
   17   28.726   28.722   35.366    0.097    16.886   195.999
   18   28.715   28.710   35.374    0.103    17.879   196.457
   19   28.701   28.696   35.385    0.108    18.872   196.792
   20   28.692   28.687   35.394    0.114    19.865   196.876
   21   28.687   28.682   35.399    0.119    20.858   197.114
   22   28.682   28.676   35.403    0.124    21.852   197.354
   23   28.678   28.673   35.403    0.130    22.845   197.578
   24   28.680   28.674   35.405    0.135    23.838   197.584
   25   28.686   28.680   35.410    0.140    24.831   197.057
   26   28.690   28.684   35.417    0.146    25.824   196.068
   27   28.696   28.690   35.429    0.151    26.818   195.757
   28   28.682   28.676   35.469    0.157    27.811   194.480
   29   28.507   28.500   35.617    0.162    28.804   194.327
   30   28.210   28.203   35.698    0.167    29.797   201.474
   31   27.859   27.852   35.826    0.171    30.790   208.272
   32   27.235   27.228   35.965    0.176    31.783   197.780
   33   27.013   27.005   36.013    0.180    32.777   189.379
   34   26.792   26.784   36.041    0.185    33.770   193.899
   35   26.675   26.667   36.053    0.189    34.763   194.374
   36   26.601   26.593   36.059    0.193    35.756   194.374
   37   26.491   26.483   36.068    0.197    36.749   194.004
   38   26.360   26.352   36.077    0.202    37.742   193.250
   39   26.282   26.274   36.083    0.206    38.735   192.349
   40   26.239   26.230   36.085    0.210    39.729   192.447
   41   26.179   26.170   36.088    0.214    40.722   192.372
   42   26.022   26.013   36.095    0.218    41.715   191.937
   43   25.855   25.846   36.102    0.222    42.708   191.432
   44   25.734   25.724   36.108    0.226    43.701   191.120
   45   25.234   25.224   36.136    0.230    44.694   191.206
   46   24.759   24.749   36.156    0.234    45.687   191.042
   47   24.642   24.632   36.160    0.237    46.680   192.923
   48   24.456   24.446   36.155    0.241    47.673   192.613
   49   24.335   24.325   36.158    0.244    48.666   191.297
   50   24.196   24.186   36.163    0.248    49.659   189.251
   51   24.088   24.077   36.169    0.251    50.653   187.025
   52   24.017   24.006   36.174    0.255    51.646   186.201
   53   24.001   23.990   36.176    0.258    52.639   186.555
   54   23.947   23.936   36.178    0.261    53.632   186.763
   55   23.856   23.844   36.185    0.265    54.625   186.391
   56   23.754   23.742   36.193    0.268    55.618   185.646
   57   23.703   23.691   36.201    0.271    56.611   185.191
   58   23.603   23.591   36.227    0.275    57.604   185.128
   59   23.513   23.501   36.249    0.278    58.597   185.237
   60   23.504   23.491   36.252    0.281    59.590   185.492
   61   23.350   23.338   36.266    0.284    60.583   185.674
   62   22.843   22.830   36.252    0.287    61.576   184.198
   63   22.646   22.633   36.241    0.290    62.569   180.403
   64   22.552   22.539   36.228    0.293    63.562   179.495
   65   22.396   22.383   36.205    0.296    64.555   180.178
   66   22.062   22.049   36.159    0.299    65.548   180.734
   67   21.795   21.781   36.148    0.302    66.541   179.646
   68   21.783   21.770   36.149    0.305    67.534   177.431
   69   21.770   21.756   36.151    0.308    68.527   176.191
   70   21.655   21.641   36.145    0.310    69.520   176.344
   71   21.530   21.516   36.146    0.313    70.513   175.882
   72   21.442   21.428   36.161    0.316    71.506   173.544
   73   21.379   21.365   36.163    0.319    72.499   170.865
   74   21.329   21.315   36.166    0.321    73.492   169.424
   75   21.243   21.228   36.179    0.324    74.485   168.937
   76   21.164   21.149   36.190    0.327    75.478   168.010
   77   21.091   21.076   36.201    0.329    76.471   166.953
   78   21.025   21.010   36.214    0.332    77.464   165.971
   79   20.992   20.977   36.218    0.334    78.456   165.029
   80   20.936   20.921   36.235    0.337    79.449   164.592
   81   20.871   20.855   36.257    0.339    80.442   164.619
   82   20.815   20.799   36.272    0.342    81.435   165.270
   83   20.789   20.773   36.280    0.344    82.428   166.141
   84   20.776   20.760   36.286    0.347    83.421   167.020
   85   20.760   20.744   36.292    0.349    84.414   167.671
   86   20.718   20.702   36.299    0.352    85.407   167.841
   87   20.619   20.602   36.312    0.354    86.400   167.386
   88   20.599   20.582   36.318    0.357    87.393   165.953
   89   20.573   20.556   36.326    0.359    88.386   165.332
   90   20.524   20.507   36.331    0.361    89.378   165.331
   91   20.492   20.474   36.334    0.364    90.371   164.481
   92   20.468   20.450   36.336    0.366    91.364   163.221
   93   20.444   20.426   36.338    0.368    92.357   162.489
   94   20.431   20.413   36.339    0.371    93.350   161.791
   95   20.422   20.404   36.341    0.373    94.343   161.167
   96   20.392   20.374   36.344    0.375    95.336   160.863
   97   20.335   20.317   36.354    0.378    96.328   160.008
   98   20.311   20.293   36.360    0.380    97.321   157.695
   99   20.294   20.275   36.364    0.382    98.314   155.553
  100   20.280   20.261   36.366    0.385    99.307   155.041
  101   20.265   20.246   36.369    0.387    100.300   154.936
  102   20.240   20.221   36.375    0.389    101.293   154.648
  103   20.214   20.194   36.382    0.391    102.285   153.771
  104   20.193   20.174   36.398    0.394    103.278   152.555
  105   20.075   20.056   36.427    0.396    104.271   150.955
  106   19.965   19.945   36.438    0.398    105.264   147.436
  107   19.908   19.888   36.450    0.400    106.257   143.775
  108   19.910   19.890   36.468    0.402    107.249   141.915
  109   19.799   19.779   36.483    0.404    108.242   141.489
  110   19.714   19.693   36.493    0.406    109.235   140.718
  111   19.670   19.650   36.498    0.409    110.228   139.883
  112   19.637   19.617   36.502    0.411    111.221   139.570
  113   19.591   19.571   36.506    0.413    112.213   139.834
  114   19.578   19.557   36.508    0.415    113.206   139.939
  115   19.557   19.535   36.510    0.417    114.199   140.009
  116   19.537   19.516   36.512    0.419    115.192   139.954
  117   19.511   19.490   36.515    0.421    116.184   139.918
  118   19.483   19.461   36.518    0.423    117.177   139.862
  119   19.460   19.439   36.520    0.425    118.170   139.786
  120   19.430   19.408   36.523    0.427    119.163   139.848
  121   19.411   19.389   36.525    0.429    120.155   139.806
  122   19.393   19.370   36.527    0.430    121.148   139.757
  123   19.370   19.347   36.529    0.432    122.141   139.748
  124   19.321   19.299   36.533    0.434    123.133   139.722
  125   19.250   19.227   36.533    0.436    124.126   139.673
  126   19.185   19.162   36.532    0.438    125.119   139.701
  127   19.097   19.074   36.529    0.440    126.112   139.909
  128   19.007   18.984   36.523    0.442    127.104   140.032
  129   18.977   18.954   36.521    0.444    128.097   139.868
  130   18.939   18.916   36.519    0.446    129.090   140.015
  131   18.851   18.827   36.509    0.447    130.082   140.462
  132   18.659   18.636   36.487    0.449    131.075   140.432
  133   18.593   18.569   36.479    0.451    132.068   138.880
  134   18.547   18.524   36.473    0.453    133.060   137.349
  135   18.468   18.444   36.462    0.455    134.053   136.443
  136   18.394   18.370   36.452    0.456    135.046   135.439
  137   18.291   18.267   36.434    0.458    136.038   133.895
  138   18.141   18.117   36.414    0.460    137.031   131.539
  139   18.057   18.033   36.405    0.462    138.024   128.593
  140   17.990   17.966   36.398    0.463    139.016   127.183
  141   17.958   17.933   36.396    0.465    140.009   127.938
  142   17.943   17.918   36.396    0.467    141.002   129.246
  143   17.914   17.889   36.394    0.469    141.994   130.685
  144   17.884   17.859   36.391    0.470    142.987   132.332
  145   17.822   17.797   36.383    0.472    143.979   133.420
  146   17.713   17.688   36.370    0.474    144.972   133.948
  147   17.580   17.554   36.353    0.475    145.965   134.266
  148   17.436   17.411   36.334    0.477    146.957   134.624
  149   17.343   17.317   36.321    0.478    147.950   135.593
  150   17.225   17.200   36.305    0.480    148.942   136.503
  151   17.130   17.105   36.294    0.482    149.935   136.556
  152   17.086   17.060   36.286    0.483    150.928   136.540
  153   17.068   17.043   36.283    0.485    151.920   136.347
  154   16.987   16.962   36.270    0.486    152.913   135.820
  155   16.864   16.838   36.256    0.488    153.905   135.482
  156   16.797   16.771   36.246    0.490    154.898   136.187
  157   16.770   16.744   36.242    0.491    155.890   137.117
  158   16.744   16.718   36.237    0.493    156.883   137.240
  159   16.682   16.656   36.229    0.494    157.875   136.964
  160   16.620   16.594   36.220    0.496    158.868   136.734
  161   16.586   16.559   36.216    0.497    159.861   136.606
  162   16.555   16.528   36.212    0.499    160.853   136.826
  163   16.493   16.467   36.202    0.500    161.846   137.076
  164   16.414   16.388   36.191    0.502    162.838   137.020
  165   16.367   16.341   36.184    0.503    163.831   136.895
  166   16.308   16.281   36.174    0.505    164.823   136.901
  167   16.226   16.199   36.164    0.506    165.816   136.919
  168   16.185   16.158   36.157    0.508    166.808   136.814
  169   16.144   16.117   36.151    0.509    167.801   136.570
  170   16.066   16.039   36.139    0.511    168.793   136.276
  171   16.022   15.995   36.132    0.512    169.786   136.041
  172   15.990   15.962   36.126    0.514    170.778   135.991
  173   15.930   15.902   36.118    0.515    171.771   135.985
  174   15.910   15.882   36.115    0.517    172.763   135.645
  175   15.873   15.845   36.108    0.518    173.756   135.314
  176   15.819   15.791   36.101    0.520    174.748   134.926
  177   15.779   15.751   36.096    0.521    175.741   133.488
  178   15.747   15.719   36.090    0.522    176.733   132.444
  179   15.668   15.640   36.078    0.524    177.725   132.516
  180   15.637   15.609   36.073    0.525    178.718   132.462
  181   15.603   15.575   36.066    0.527    179.710   132.095
  182   15.488   15.460   36.048    0.528    180.703   131.768
  183   15.407   15.379   36.036    0.529    181.695   131.257
  184   15.359   15.330   36.028    0.531    182.688   130.953
  185   15.328   15.299   36.022    0.532    183.680   131.011
  186   15.296   15.268   36.017    0.534    184.672   131.189
  187   15.252   15.223   36.010    0.535    185.665   131.231
  188   15.195   15.166   36.001    0.536    186.657   131.400
  189   15.156   15.127   35.996    0.538    187.650   131.603
  190   15.145   15.116   35.995    0.539    188.642   131.616
  191   15.132   15.103   35.992    0.541    189.634   131.600
  192   15.102   15.073   35.988    0.542    190.627   131.646
  193   15.076   15.047   35.983    0.543    191.619   131.713
  194   15.020   14.990   35.974    0.545    192.612   131.800
  195   14.970   14.940   35.967    0.546    193.604   131.956
  196   14.965   14.935   35.966    0.547    194.596   131.911
  197   14.958   14.928   35.964    0.549    195.589   131.720
  198   14.931   14.900   35.958    0.550    196.581   131.549
  199   14.826   14.795   35.942    0.552    197.573   131.416
  200   14.752   14.722   35.929    0.553    198.566   131.032
  201   14.706   14.676   35.922    0.554    199.558   130.672
  202   14.685   14.655   35.918    0.556    200.551   130.525
  203   14.664   14.633   35.915    0.557    201.543   130.687
  204   14.599   14.568   35.903    0.558    202.535   130.937
  205   14.558   14.527   35.897    0.560    203.528   130.891
  206   14.523   14.493   35.892    0.561    204.520   130.775
  207   14.491   14.460   35.886    0.562    205.512   130.675
  208   14.459   14.429   35.880    0.564    206.504   130.619
  209   14.443   14.412   35.878    0.565    207.497   130.543
  210   14.388   14.357   35.870    0.566    208.489   130.560
  211   14.356   14.325   35.865    0.568    209.481   130.455
  212   14.353   14.321   35.864    0.569    210.474   130.319
  213   14.348   14.317   35.864    0.570    211.466   130.177
  214   14.347   14.315   35.863    0.572    212.458   130.112
  215   14.327   14.295   35.860    0.573    213.451   130.141
  216   14.285   14.253   35.853    0.574    214.443   130.051
  217   14.225   14.193   35.844    0.575    215.435   129.922
  218   14.177   14.145   35.838    0.577    216.427   129.709
  219   14.151   14.119   35.834    0.578    217.420   129.556
  220   14.104   14.072   35.826    0.579    218.412   129.436
