 station cast   lat    long    jday   mo/da/yr   gmt
  16      1   27.557 -83.672   262    09/19/21  0656 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.145   29.145   35.606    0.005    0.993   195.173
    2   29.145   29.145   35.606    0.011    1.987   195.200
    3   29.145   29.145   35.606    0.016    2.980   195.227
    4   29.145   29.144   35.605    0.021    3.973   195.253
    5   29.145   29.144   35.605    0.027    4.967   195.221
    6   29.149   29.148   35.608    0.032    5.960   195.481
    7   29.153   29.151   35.611    0.038    6.954   195.374
    8   29.157   29.155   35.614    0.043    7.947   195.475
    9   29.171   29.169   35.649    0.048    8.940   195.584
   10   29.154   29.152   35.652    0.054    9.934   195.683
   11   29.104   29.102   35.641    0.059    10.927   195.300
   12   29.073   29.070   35.637    0.064    11.920   195.438
   13   29.078   29.075   35.644    0.070    12.914   195.122
   14   29.077   29.074   35.645    0.075    13.907   195.592
   15   29.111   29.107   35.666    0.080    14.900   195.532
   16   29.168   29.164   35.701    0.085    15.894   195.428
   17   29.192   29.188   35.714    0.091    16.887   195.370
   18   29.208   29.204   35.724    0.096    17.880   195.642
   19   29.208   29.203   35.727    0.101    18.873   195.570
   20   29.211   29.206   35.731    0.107    19.867   195.547
   21   29.223   29.217   35.742    0.112    20.860   195.330
   22   29.196   29.190   35.741    0.117    21.853   195.523
   23   29.185   29.180   35.741    0.123    22.847   195.348
   24   29.178   29.172   35.745    0.128    23.840   195.203
   25   29.149   29.143   35.742    0.133    24.833   195.411
   26   29.140   29.134   35.745    0.138    25.826   195.464
   27   29.157   29.150   35.758    0.144    26.820   195.641
   28   29.168   29.162   35.771    0.149    27.813   195.593
   29   29.164   29.157   35.781    0.154    28.806   195.643
   30   29.163   29.156   35.783    0.159    29.799   195.629
   31   29.167   29.159   35.800    0.165    30.793   195.287
   32   29.168   29.160   35.806    0.170    31.786   194.869
   33   29.167   29.159   35.805    0.175    32.779   194.505
   34   29.216   29.208   35.941    0.180    33.772   192.755
   35   29.257   29.248   35.994    0.185    34.765   192.589
   36   29.248   29.239   36.003    0.191    35.759   192.401
   37   29.238   29.229   36.013    0.196    36.752   192.123
   38   29.229   29.220   36.022    0.201    37.745   191.636
   39   29.045   29.036   36.074    0.206    38.738   186.265
   40   28.723   28.714   36.075    0.211    39.731   188.080
   41   28.213   28.204   36.117    0.215    40.725   186.284
