 station cast   lat    long    jday   mo/da/yr   gmt
  14      1   27.112 -84.333   261    09/18/21  2346 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.048   29.047   34.983    0.006    0.993   197.069
    2   29.048   29.047   34.983    0.012    1.987   197.096
    3   29.048   29.047   34.982    0.017    2.980   197.123
    4   29.048   29.047   34.982    0.023    3.974   197.150
    5   29.048   29.046   34.982    0.029    4.967   197.421
    6   29.044   29.043   34.982    0.035    5.960   197.250
    7   29.042   29.040   34.982    0.040    6.954   197.099
    8   29.039   29.037   34.982    0.046    7.947   197.079
    9   29.037   29.035   34.982    0.052    8.941   196.937
   10   28.999   28.996   34.984    0.058    9.934   197.078
   11   28.886   28.883   34.993    0.064    10.927   196.945
   12   28.851   28.848   34.995    0.069    11.921   197.046
   13   28.842   28.839   34.999    0.075    12.914   197.485
   14   28.823   28.819   35.003    0.081    13.907   197.438
   15   28.838   28.834   35.020    0.086    14.901   197.369
   16   28.849   28.845   35.031    0.092    15.894   197.330
   17   28.855   28.851   35.041    0.098    16.887   197.567
   18   28.858   28.854   35.046    0.103    17.881   197.666
   19   28.865   28.860   35.050    0.109    18.874   197.417
   20   28.972   28.967   35.164    0.115    19.867   197.029
   21   29.094   29.088   35.333    0.120    20.861   197.546
   22   29.097   29.091   35.358    0.126    21.854   197.690
   23   29.091   29.085   35.377    0.131    22.847   197.200
   24   29.079   29.074   35.379    0.137    23.841   197.338
   25   29.073   29.067   35.381    0.142    24.834   197.273
   26   29.071   29.065   35.380    0.148    25.827   197.198
   27   29.073   29.067   35.406    0.153    26.820   197.112
   28   29.111   29.104   35.510    0.159    27.814   197.582
   29   29.123   29.116   35.563    0.164    28.807   198.764
   30   29.137   29.129   35.595    0.169    29.800   198.633
   31   29.153   29.145   35.696    0.175    30.794   198.391
   32   29.149   29.141   35.780    0.180    31.787   199.599
   33   28.983   28.975   35.808    0.185    32.780   200.183
   34   28.789   28.781   35.864    0.190    33.773   202.644
   35   28.489   28.480   35.908    0.195    34.767   205.127
   36   28.176   28.168   35.948    0.200    35.760   207.767
   37   27.931   27.922   36.011    0.205    36.753   209.836
   38   27.477   27.468   36.061    0.209    37.746   212.394
   39   26.855   26.846   36.095    0.214    38.740   214.344
   40   26.381   26.372   36.118    0.218    39.733   217.225
   41   26.015   26.006   36.136    0.222    40.726   219.108
   42   25.859   25.850   36.148    0.226    41.719   218.527
   43   25.693   25.684   36.170    0.230    42.712   218.295
   44   25.536   25.526   36.231    0.233    43.706   216.301
   45   25.233   25.223   36.263    0.237    44.699   213.294
   46   24.828   24.818   36.256    0.241    45.692   212.900
   47   24.718   24.708   36.251    0.244    46.685   214.129
   48   24.641   24.631   36.256    0.248    47.678   214.797
   49   24.332   24.322   36.251    0.251    48.672   214.145
   50   23.880   23.869   36.248    0.255    49.665   213.356
   51   23.797   23.786   36.257    0.258    50.658   212.893
   52   23.724   23.713   36.323    0.261    51.651   210.641
   53   23.670   23.659   36.371    0.264    52.644   206.106
   54   23.367   23.355   36.340    0.267    53.637   203.343
   55   23.071   23.060   36.297    0.271    54.631   203.042
   56   22.826   22.814   36.271    0.274    55.624   204.544
   57   22.366   22.355   36.248    0.276    56.617   204.879
   58   22.207   22.195   36.256    0.279    57.610   202.300
   59   22.139   22.128   36.264    0.282    58.603   199.722
   60   22.090   22.078   36.272    0.285    59.596   198.354
   61   22.020   22.008   36.276    0.288    60.589   197.754
   62   21.862   21.849   36.275    0.291    61.583   197.256
   63   21.422   21.410   36.299    0.293    62.576   194.621
   64   21.292   21.280   36.316    0.296    63.569   186.853
   65   21.265   21.252   36.320    0.298    64.562   180.781
   66   21.172   21.160   36.322    0.301    65.555   179.651
   67   21.068   21.055   36.325    0.303    66.548   178.938
   68   20.845   20.832   36.329    0.306    67.541   176.836
   69   20.581   20.568   36.345    0.308    68.534   171.643
   70   20.559   20.545   36.348    0.311    69.527   163.616
   71   20.486   20.473   36.361    0.313    70.520   158.860
   72   20.379   20.365   36.399    0.315    71.513   157.466
   73   20.236   20.222   36.396    0.317    72.507   154.245
   74   20.153   20.140   36.389    0.320    73.500   149.576
   75   20.109   20.095   36.387    0.322    74.493   147.687
   76   20.047   20.032   36.397    0.324    75.486   147.875
   77   20.091   20.076   36.437    0.326    76.479   147.146
   78   20.167   20.152   36.490    0.328    77.472   145.798
   79   20.164   20.149   36.495    0.331    78.465   144.510
   80   20.147   20.132   36.513    0.333    79.458   143.436
   81   20.096   20.081   36.518    0.335    80.451   142.521
   82   20.089   20.074   36.573    0.337    81.444   141.570
   83   20.020   20.005   36.571    0.339    82.437   140.991
   84   19.956   19.941   36.566    0.341    83.430   140.610
   85   19.929   19.913   36.566    0.343    84.423   140.263
   86   19.901   19.885   36.567    0.345    85.416   139.987
   87   19.895   19.878   36.574    0.347    86.409   139.576
   88   19.899   19.883   36.577    0.349    87.402   139.146
   89   19.895   19.879   36.579    0.351    88.395   139.118
   90   19.872   19.856   36.578    0.353    89.388   139.082
   91   19.834   19.818   36.575    0.355    90.381   138.942
   92   19.761   19.744   36.570    0.357    91.374   138.400
   93   19.657   19.640   36.563    0.359    92.367   137.449
   94   19.573   19.555   36.556    0.361    93.360   136.604
   95   19.512   19.494   36.552    0.363    94.353   135.958
   96   19.477   19.459   36.549    0.365    95.346   135.611
   97   19.452   19.434   36.547    0.367    96.339   135.519
   98   19.419   19.401   36.545    0.369    97.332   135.283
   99   19.375   19.357   36.543    0.371    98.325   135.030
  100   19.316   19.298   36.541    0.373    99.318   135.184
  101   19.294   19.275   36.540    0.375    100.310   135.450
  102   19.244   19.226   36.539    0.377    101.303   135.855
  103   19.210   19.191   36.539    0.379    102.296   136.068
  104   19.168   19.150   36.537    0.381    103.289   136.323
  105   19.117   19.098   36.533    0.382    104.282   136.713
  106   19.034   19.015   36.518    0.384    105.275   136.987
  107   18.945   18.926   36.503    0.386    106.268   136.831
  108   18.805   18.785   36.481    0.388    107.261   135.963
  109   18.577   18.558   36.433    0.390    108.254   134.418
  110   18.327   18.308   36.393    0.392    109.247   131.239
  111   18.175   18.156   36.373    0.393    110.240   126.907
  112   18.030   18.010   36.357    0.395    111.232   124.191
  113   18.006   17.986   36.356    0.397    112.225   123.470
  114   17.982   17.963   36.355    0.399    113.218   123.769
  115   17.951   17.931   36.352    0.400    114.211   124.238
  116   17.846   17.826   36.341    0.402    115.204   124.523
  117   17.598   17.578   36.315    0.404    116.197   124.437
  118   17.329   17.309   36.287    0.405    117.190   123.452
  119   17.224   17.204   36.276    0.407    118.182   122.496
  120   17.072   17.052   36.258    0.409    119.175   121.965
  121   16.856   16.836   36.230    0.410    120.168   120.148
  122   16.720   16.699   36.214    0.412    121.161   118.747
  123   16.686   16.666   36.211    0.413    122.154   118.001
  124   16.660   16.640   36.203    0.415    123.147   117.449
