 station cast   lat    long    jday   mo/da/yr   gmt
 102      1   23.770 -87.999   285    10/12/21  2230 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.470   29.470   36.028    0.005    0.994   194.827
    2   29.470   29.470   36.027    0.010    1.987   194.853
    3   29.470   29.469   36.027    0.015    2.981   194.880
    4   29.470   29.469   36.027    0.021    3.975   194.906
    5   29.471   29.469   36.027    0.026    4.968   195.031
    6   29.471   29.470   36.026    0.031    5.962   194.845
    7   29.471   29.470   36.026    0.036    6.955   194.952
    8   29.472   29.470   36.026    0.041    7.949   195.002
    9   29.458   29.455   36.025    0.046    8.943   194.995
   10   29.435   29.432   36.025    0.052    9.936   194.761
   11   29.425   29.422   36.025    0.057    10.930   194.736
   12   29.423   29.420   36.025    0.062    11.923   194.631
   13   29.421   29.418   36.025    0.067    12.917   194.797
   14   29.421   29.417   36.025    0.072    13.911   194.923
   15   29.420   29.416   36.026    0.077    14.904   194.952
   16   29.418   29.414   36.026    0.083    15.898   195.109
   17   29.416   29.411   36.026    0.088    16.891   195.255
   18   29.415   29.411   36.026    0.093    17.885   195.147
   19   29.415   29.410   36.026    0.098    18.879   194.930
   20   29.413   29.408   36.026    0.103    19.872   194.823
   21   29.413   29.408   36.026    0.108    20.866   195.262
   22   29.412   29.406   36.026    0.114    21.859   195.082
   23   29.411   29.406   36.026    0.119    22.853   194.855
   24   29.411   29.405   36.027    0.124    23.846   195.213
   25   29.407   29.401   36.028    0.129    24.840   195.314
   26   29.403   29.397   36.030    0.134    25.833   195.144
   27   29.372   29.366   36.060    0.139    26.827   195.448
   28   29.216   29.209   36.151    0.144    27.820   198.734
   29   29.019   29.012   36.190    0.149    28.814   203.710
   30   28.796   28.789   36.234    0.154    29.807   205.636
   31   28.369   28.362   36.304    0.159    30.801   208.450
   32   28.210   28.203   36.333    0.163    31.794   210.436
   33   28.020   28.012   36.357    0.168    32.788   209.340
   34   27.868   27.860   36.380    0.172    33.781   207.801
   35   27.440   27.432   36.442    0.176    34.775   206.007
   36   27.154   27.146   36.457    0.180    35.768   202.926
   37   26.980   26.972   36.457    0.185    36.762   203.985
   38   26.824   26.816   36.466    0.189    37.755   205.644
   39   26.587   26.578   36.488    0.192    38.749   203.975
   40   26.366   26.357   36.561    0.196    39.742   199.834
   41   26.202   26.193   36.583    0.200    40.736   193.859
   42   26.092   26.082   36.584    0.204    41.729   195.095
   43   25.992   25.983   36.580    0.207    42.723   196.825
   44   25.870   25.860   36.565    0.211    43.716   197.934
   45   25.795   25.785   36.593    0.215    44.710   197.815
   46   25.678   25.668   36.608    0.218    45.703   193.935
   47   25.585   25.575   36.624    0.222    46.696   193.382
   48   25.426   25.415   36.632    0.225    47.690   192.740
   49   25.214   25.203   36.605    0.229    48.683   191.281
   50   24.867   24.857   36.541    0.232    49.677   194.213
   51   24.517   24.506   36.474    0.236    50.670   200.190
   52   24.323   24.312   36.428    0.239    51.663   204.882
   53   24.200   24.189   36.409    0.242    52.657   205.908
   54   24.168   24.157   36.437    0.246    53.650   204.237
   55   23.983   23.971   36.445    0.249    54.644   200.626
   56   23.789   23.777   36.417    0.252    55.637   199.212
   57   23.652   23.640   36.386    0.255    56.630   202.748
   58   23.614   23.602   36.379    0.258    57.624   205.942
   59   23.613   23.600   36.398    0.261    58.617   204.851
   60   23.595   23.582   36.431    0.265    59.611   199.392
   61   23.425   23.412   36.399    0.268    60.604   195.969
   62   23.305   23.292   36.401    0.271    61.597   198.721
   63   23.231   23.218   36.418    0.274    62.591   195.622
   64   23.221   23.208   36.456    0.277    63.584   190.250
   65   23.236   23.223   36.515    0.280    64.577   184.348
   66   23.210   23.196   36.515    0.283    65.571   179.546
   67   23.172   23.158   36.507    0.286    66.564   180.472
   68   23.021   23.007   36.476    0.288    67.557   181.413
   69   22.723   22.709   36.425    0.291    68.551   182.116
   70   22.687   22.673   36.422    0.294    69.544   183.074
   71   22.656   22.642   36.436    0.297    70.537   182.173
   72   22.662   22.648   36.483    0.300    71.531   177.856
   73   22.555   22.540   36.468    0.303    72.524   172.768
   74   22.527   22.512   36.483    0.306    73.517   173.019
   75   22.494   22.479   36.513    0.308    74.510   171.375
   76   22.462   22.447   36.581    0.311    75.504   167.701
   77   22.410   22.394   36.628    0.314    76.497   163.058
   78   22.261   22.245   36.630    0.316    77.490   158.581
   79   21.628   21.612   36.496    0.319    78.484   156.779
   80   21.377   21.362   36.437    0.321    79.477   160.147
   81   21.296   21.280   36.426    0.324    80.470   159.200
   82   21.214   21.198   36.425    0.326    81.463   156.403
   83   20.995   20.979   36.428    0.329    82.457   151.876
   84   20.960   20.943   36.431    0.331    83.450   146.655
   85   20.931   20.915   36.437    0.334    84.443   146.281
   86   20.900   20.884   36.443    0.336    85.436   145.776
   87   20.865   20.848   36.450    0.338    86.430   144.650
   88   20.822   20.806   36.454    0.341    87.423   143.309
   89   20.800   20.783   36.460    0.343    88.416   142.232
   90   20.779   20.761   36.477    0.345    89.409   142.734
   91   20.711   20.693   36.480    0.348    90.403   143.079
   92   20.686   20.669   36.478    0.350    91.396   141.396
   93   20.618   20.600   36.474    0.352    92.389   140.424
   94   20.562   20.544   36.481    0.355    93.382   138.317
   95   20.527   20.509   36.497    0.357    94.375   136.826
   96   20.496   20.478   36.503    0.359    95.369   135.006
   97   20.447   20.428   36.508    0.361    96.362   134.345
   98   20.446   20.427   36.517    0.364    97.355   133.302
   99   20.444   20.425   36.525    0.366    98.348   131.659
  100   20.442   20.423   36.531    0.368    99.341   130.764
  101   20.435   20.415   36.532    0.370    100.334   130.313
  102   20.384   20.365   36.523    0.372    101.328   130.649
  103   20.359   20.339   36.520    0.375    102.321   132.625
  104   20.351   20.331   36.519    0.377    103.314   133.365
  105   20.338   20.318   36.520    0.379    104.307   133.363
  106   20.311   20.291   36.522    0.381    105.300   133.258
  107   20.274   20.254   36.526    0.383    106.293   133.057
  108   20.259   20.238   36.529    0.385    107.287   132.411
  109   20.207   20.186   36.531    0.388    108.280   132.148
  110   20.125   20.105   36.531    0.390    109.273   131.469
  111   20.025   20.005   36.528    0.392    110.266   130.238
  112   19.879   19.858   36.526    0.394    111.259   128.670
  113   19.750   19.729   36.523    0.396    112.252   127.041
  114   19.694   19.673   36.521    0.398    113.245   125.776
  115   19.669   19.648   36.521    0.400    114.238   125.413
  116   19.613   19.592   36.519    0.402    115.231   125.260
  117   19.570   19.548   36.518    0.404    116.225   124.678
  118   19.478   19.456   36.513    0.406    117.218   124.407
  119   19.413   19.391   36.510    0.408    118.211   124.071
  120   19.343   19.321   36.502    0.410    119.204   123.557
  121   19.308   19.286   36.497    0.412    120.197   123.214
  122   19.276   19.254   36.494    0.414    121.190   123.192
  123   19.245   19.223   36.492    0.416    122.183   123.153
  124   19.192   19.170   36.488    0.418    123.176   123.050
  125   19.127   19.104   36.481    0.420    124.169   122.419
