 station cast   lat    long    jday   mo/da/yr   gmt
 122      1   24.520 -80.624   290    10/17/21  2029 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.666   28.666   35.747    0.005    0.994   196.743
    2   28.666   28.666   35.747    0.010    1.987   196.769
    3   28.666   28.665   35.747    0.015    2.981   196.796
    4   28.666   28.665   35.746    0.020    3.974   196.823
    5   28.666   28.665   35.746    0.026    4.968   196.963
    6   28.658   28.656   35.762    0.031    5.962   196.347
    7   28.659   28.657   35.768    0.036    6.955   196.694
    8   28.662   28.660   35.779    0.041    7.949   196.890
    9   28.669   28.667   35.799    0.046    8.942   196.728
   10   28.671   28.668   35.804    0.051    9.936   196.472
   11   28.671   28.668   35.813    0.056    10.929   196.646
   12   28.672   28.669   35.822    0.061    11.923   196.816
   13   28.676   28.673   35.833    0.066    12.916   196.483
   14   28.682   28.679   35.842    0.071    13.910   196.796
   15   28.694   28.690   35.870    0.076    14.903   196.785
   16   28.709   28.705   35.896    0.081    15.897   196.634
   17   28.706   28.702   35.907    0.086    16.891   196.588
   18   28.707   28.703   35.927    0.091    17.884   196.393
   19   28.726   28.721   35.972    0.096    18.878   196.348
   20   28.766   28.761   36.030    0.101    19.871   196.574
   21   28.780   28.775   36.076    0.106    20.865   196.329
   22   28.779   28.774   36.088    0.111    21.858   196.072
   23   28.772   28.767   36.095    0.116    22.852   195.622
   24   28.787   28.782   36.114    0.121    23.845   195.885
   25   28.840   28.834   36.166    0.126    24.839   195.945
   26   28.839   28.833   36.172    0.131    25.832   196.002
   27   28.829   28.822   36.168    0.135    26.826   195.640
   28   28.816   28.809   36.165    0.140    27.819   195.866
   29   28.795   28.788   36.159    0.145    28.812   195.885
   30   28.791   28.784   36.161    0.150    29.806   196.125
   31   28.802   28.794   36.175    0.155    30.799   195.734
   32   28.818   28.811   36.190    0.160    31.793   195.935
   33   28.829   28.821   36.205    0.165    32.786   196.001
   34   28.829   28.821   36.209    0.169    33.780   196.068
   35   28.830   28.821   36.212    0.174    34.773   195.948
   36   28.831   28.823   36.216    0.179    35.767   195.567
   37   28.834   28.825   36.221    0.184    36.760   195.808
   38   28.839   28.830   36.229    0.189    37.753   195.750
   39   28.839   28.830   36.236    0.194    38.747   195.917
   40   28.838   28.828   36.241    0.198    39.740   195.993
   41   28.835   28.826   36.242    0.203    40.734   196.041
   42   28.833   28.823   36.242    0.208    41.727   196.217
