 station cast   lat    long    jday   mo/da/yr   gmt
   2      1   27.001 -79.682   257    09/14/21  1819 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.711   29.711   36.169    0.005    0.993   194.523
    2   29.711   29.711   36.169    0.010    1.987   194.550
    3   29.711   29.710   36.169    0.015    2.980   194.576
    4   29.711   29.710   36.168    0.021    3.974   194.603
    5   29.711   29.710   36.168    0.026    4.967   194.680
    6   29.676   29.674   36.171    0.031    5.960   194.577
    7   29.577   29.575   36.179    0.036    6.954   194.535
    8   29.558   29.556   36.184    0.041    7.947   194.994
    9   29.556   29.554   36.186    0.046    8.941   195.244
   10   29.556   29.553   36.193    0.051    9.934   194.566
   11   29.552   29.549   36.200    0.056    10.927   194.360
   12   29.548   29.545   36.203    0.061    11.921   194.567
   13   29.548   29.545   36.203    0.066    12.914   194.525
   14   29.548   29.544   36.205    0.071    13.907   194.820
   15   29.548   29.544   36.207    0.077    14.901   194.607
   16   29.547   29.544   36.208    0.082    15.894   194.494
   17   29.547   29.543   36.208    0.087    16.888   194.483
   18   29.547   29.543   36.208    0.092    17.881   194.401
   19   29.547   29.543   36.210    0.097    18.874   195.180
   20   29.548   29.544   36.214    0.102    19.868   194.998
   21   29.549   29.544   36.217    0.107    20.861   194.859
   22   29.548   29.543   36.217    0.112    21.854   194.807
   23   29.547   29.541   36.218    0.117    22.847   194.809
   24   29.546   29.541   36.218    0.122    23.841   194.778
   25   29.546   29.540   36.218    0.127    24.834   194.554
   26   29.545   29.539   36.219    0.132    25.827   194.804
   27   29.545   29.538   36.220    0.137    26.821   194.727
   28   29.545   29.538   36.221    0.142    27.814   194.282
   29   29.545   29.538   36.221    0.147    28.807   194.583
   30   29.545   29.537   36.222    0.152    29.801   194.155
   31   29.544   29.537   36.223    0.158    30.794   194.918
   32   29.543   29.535   36.224    0.163    31.787   194.775
   33   29.542   29.534   36.225    0.168    32.780   194.737
   34   29.541   29.532   36.225    0.173    33.774   194.844
   35   29.520   29.511   36.228    0.178    34.767   194.756
   36   29.486   29.477   36.234    0.183    35.760   195.143
   37   29.471   29.462   36.237    0.188    36.753   195.696
   38   29.466   29.457   36.238    0.193    37.747   195.813
   39   29.462   29.453   36.239    0.198    38.740   196.106
   40   29.462   29.452   36.239    0.203    39.733   195.935
   41   29.460   29.450   36.239    0.208    40.726   195.904
   42   29.459   29.449   36.239    0.213    41.720   196.051
   43   29.455   29.445   36.240    0.218    42.713   195.562
   44   29.444   29.433   36.241    0.223    43.706   195.638
   45   29.396   29.385   36.249    0.228    44.699   195.897
   46   29.269   29.257   36.256    0.233    45.692   197.294
   47   29.179   29.168   36.258    0.238    46.686   198.346
   48   29.069   29.057   36.271    0.243    47.679   198.536
   49   29.004   28.992   36.280    0.248    48.672   198.122
   50   28.946   28.934   36.280    0.252    49.665   198.598
   51   28.872   28.860   36.280    0.257    50.658   199.601
   52   28.716   28.703   36.281    0.262    51.652   200.316
   53   28.606   28.594   36.278    0.267    52.645   201.040
   54   28.541   28.528   36.277    0.271    53.638   201.721
   55   28.516   28.503   36.278    0.276    54.631   201.514
   56   28.483   28.469   36.278    0.281    55.624   200.976
   57   28.423   28.409   36.280    0.286    56.617   200.712
   58   28.372   28.358   36.306    0.290    57.611   200.259
   59   28.303   28.289   36.319    0.295    58.604   198.434
   60   28.172   28.157   36.330    0.299    59.597   197.049
   61   28.018   28.004   36.336    0.304    60.590   197.929
   62   27.928   27.914   36.343    0.308    61.583   199.013
   63   27.886   27.871   36.348    0.313    62.576   198.598
   64   27.809   27.794   36.360    0.317    63.569   197.559
   65   27.706   27.691   36.373    0.322    64.562   196.135
   66   27.602   27.586   36.383    0.326    65.556   195.070
   67   27.465   27.450   36.386    0.330    66.549   194.658
   68   27.363   27.347   36.400    0.334    67.542   193.926
   69   27.345   27.329   36.404    0.339    68.535   192.831
   70   27.304   27.288   36.417    0.343    69.528   192.393
   71   27.194   27.178   36.419    0.347    70.521   191.946
   72   27.139   27.123   36.436    0.351    71.514   190.256
   73   27.096   27.079   36.450    0.355    72.507   189.078
   74   27.056   27.039   36.478    0.360    73.500   189.050
   75   26.907   26.889   36.533    0.364    74.493   188.535
   76   26.800   26.783   36.556    0.368    75.486   186.751
   77   26.679   26.661   36.542    0.371    76.479   185.754
