 station cast   lat    long    jday   mo/da/yr   gmt
   3      1   26.994 -79.778   257    09/14/21  2049 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.573   29.573   36.082    0.005    0.993   193.707
    2   29.573   29.573   36.082    0.010    1.987   193.733
    3   29.573   29.573   36.081    0.015    2.980   193.760
    4   29.573   29.572   36.081    0.021    3.974   193.786
    5   29.573   29.572   36.081    0.026    4.967   193.812
    6   29.573   29.572   36.080    0.031    5.960   193.628
    7   29.479   29.477   36.102    0.036    6.954   194.178
    8   29.421   29.419   36.124    0.041    7.947   193.930
    9   29.525   29.522   36.221    0.046    8.941   194.402
   10   29.540   29.538   36.237    0.051    9.934   194.396
   11   29.553   29.551   36.249    0.056    10.927   194.041
   12   29.568   29.565   36.260    0.061    11.921   194.599
   13   29.584   29.581   36.274    0.066    12.914   194.527
   14   29.588   29.585   36.281    0.071    13.907   194.483
   15   29.582   29.578   36.282    0.076    14.901   194.222
   16   29.566   29.562   36.281    0.081    15.894   194.177
   17   29.554   29.550   36.281    0.086    16.888   194.298
   18   29.546   29.541   36.280    0.091    17.881   194.682
   19   29.528   29.523   36.277    0.096    18.874   194.741
   20   29.490   29.485   36.274    0.101    19.868   194.590
   21   29.459   29.454   36.272    0.106    20.861   194.750
   22   29.450   29.444   36.271    0.111    21.854   194.850
   23   29.446   29.441   36.272    0.116    22.848   195.065
   24   29.443   29.437   36.273    0.121    23.841   195.093
   25   29.433   29.427   36.274    0.126    24.834   194.779
   26   29.426   29.420   36.274    0.131    25.827   195.185
   27   29.421   29.414   36.276    0.136    26.821   195.463
   28   29.411   29.405   36.277    0.141    27.814   195.345
   29   29.396   29.389   36.278    0.146    28.807   195.097
   30   29.387   29.379   36.279    0.151    29.801   195.227
   31   29.378   29.370   36.281    0.156    30.794   195.583
   32   29.366   29.359   36.282    0.161    31.787   195.806
   33   29.349   29.341   36.283    0.166    32.780   195.935
   34   29.326   29.318   36.285    0.171    33.774   196.120
