 station cast   lat    long    jday   mo/da/yr   gmt
 136      1   26.131 -84.001   293    10/20/21  0344 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   28.542   28.542   35.544    0.005    0.993   196.611
    2   28.542   28.542   35.543    0.010    1.987   196.638
    3   28.542   28.542   35.543    0.016    2.980   196.665
    4   28.542   28.542   35.543    0.021    3.974   196.692
    5   28.542   28.541   35.542    0.026    4.967   196.668
    6   28.542   28.541   35.543    0.031    5.961   197.197
    7   28.542   28.541   35.543    0.037    6.954   196.995
    8   28.540   28.538   35.542    0.042    7.948   196.815
    9   28.539   28.537   35.542    0.047    8.941   197.037
   10   28.538   28.536   35.542    0.052    9.935   196.690
   11   28.539   28.536   35.542    0.057    10.928   196.577
   12   28.541   28.538   35.543    0.063    11.922   196.935
   13   28.540   28.537   35.543    0.068    12.915   196.982
   14   28.539   28.535   35.543    0.073    13.908   196.971
   15   28.538   28.535   35.542    0.078    14.902   196.892
   16   28.538   28.534   35.542    0.083    15.895   196.743
   17   28.538   28.534   35.542    0.089    16.889   196.921
   18   28.540   28.536   35.542    0.094    17.882   196.655
   19   28.540   28.536   35.542    0.099    18.875   196.895
   20   28.541   28.536   35.542    0.104    19.869   196.968
   21   28.541   28.536   35.542    0.110    20.862   196.936
   22   28.542   28.536   35.542    0.115    21.856   197.029
   23   28.542   28.537   35.542    0.120    22.849   196.974
   24   28.542   28.537   35.542    0.125    23.842   197.035
   25   28.543   28.537   35.542    0.130    24.836   196.979
   26   28.544   28.538   35.542    0.136    25.829   196.686
   27   28.544   28.538   35.542    0.141    26.822   197.139
   28   28.544   28.538   35.542    0.146    27.816   197.145
   29   28.545   28.538   35.542    0.151    28.809   196.615
   30   28.545   28.538   35.542    0.157    29.802   196.503
   31   28.545   28.538   35.542    0.162    30.796   197.021
   32   28.546   28.538   35.542    0.167    31.789   196.963
   33   28.546   28.538   35.542    0.172    32.782   196.895
   34   28.546   28.538   35.542    0.178    33.776   196.766
   35   28.547   28.538   35.542    0.183    34.769   196.787
   36   28.546   28.538   35.542    0.188    35.762   196.843
   37   28.546   28.537   35.542    0.193    36.756   197.030
   38   28.546   28.537   35.543    0.198    37.749   197.023
   39   28.544   28.534   35.547    0.204    38.742   196.685
   40   28.537   28.527   35.558    0.209    39.736   197.175
   41   28.217   28.208   35.818    0.214    40.729   199.335
   42   27.815   27.805   36.010    0.219    41.722   211.882
   43   27.538   27.528   36.054    0.223    42.716   214.837
   44   26.792   26.782   36.152    0.227    43.709   212.836
   45   26.425   26.415   36.195    0.231    44.702   213.519
   46   26.295   26.285   36.213    0.235    45.695   213.361
   47   26.229   26.219   36.223    0.239    46.689   212.986
   48   25.799   25.788   36.248    0.243    47.682   212.221
   49   25.221   25.211   36.287    0.247    48.675   210.913
   50   24.599   24.588   36.302    0.251    49.668   210.777
   51   24.199   24.189   36.309    0.254    50.662   209.948
   52   24.032   24.021   36.308    0.257    51.655   209.775
   53   23.785   23.774   36.307    0.261    52.648   209.566
   54   23.658   23.647   36.310    0.264    53.641   209.471
   55   23.562   23.551   36.311    0.267    54.635   209.711
   56   23.438   23.426   36.312    0.270    55.628   208.606
   57   23.375   23.363   36.314    0.273    56.621   208.061
   58   23.324   23.312   36.314    0.276    57.614   207.810
   59   23.207   23.194   36.314    0.279    58.607   207.300
   60   22.962   22.950   36.314    0.282    59.601   205.742
   61   22.744   22.732   36.319    0.285    60.594   203.197
   62   22.612   22.599   36.331    0.288    61.587   200.919
   63   22.605   22.592   36.341    0.291    62.580   198.838
   64   22.519   22.506   36.364    0.294    63.573   197.416
   65   22.404   22.391   36.403    0.297    64.567   194.165
   66   22.352   22.339   36.423    0.300    65.560   188.480
   67   22.296   22.282   36.438    0.302    66.553   184.537
   68   22.296   22.282   36.492    0.305    67.546   181.926
   69   22.256   22.242   36.519    0.308    68.539   175.755
   70   22.172   22.158   36.525    0.311    69.532   170.142
   71   22.104   22.090   36.523    0.313    70.526   167.927
   72   21.946   21.931   36.516    0.316    71.519   167.606
   73   21.392   21.378   36.504    0.318    72.512   166.297
   74   21.019   21.005   36.527    0.321    73.505   159.831
   75   20.733   20.719   36.532    0.323    74.498   151.854
   76   20.579   20.565   36.534    0.325    75.491   142.812
   77   20.497   20.483   36.534    0.327    76.484   137.519
   78   20.435   20.421   36.534    0.330    77.477   137.270
   79   20.362   20.347   36.535    0.332    78.471   137.764
   80   20.294   20.279   36.536    0.334    79.464   138.065
   81   20.257   20.242   36.537    0.336    80.457   138.208
   82   20.211   20.195   36.538    0.338    81.450   138.040
   83   20.137   20.121   36.539    0.340    82.443   137.542
   84   20.022   20.006   36.537    0.342    83.436   137.177
   85   19.958   19.942   36.535    0.345    84.429   136.456
   86   19.919   19.903   36.535    0.347    85.422   135.794
   87   19.874   19.858   36.535    0.349    86.415   135.220
   88   19.847   19.831   36.535    0.351    87.408   134.509
   89   19.808   19.792   36.535    0.353    88.401   133.918
   90   19.797   19.781   36.535    0.355    89.394   133.562
   91   19.753   19.736   36.533    0.357    90.387   133.271
   92   19.718   19.701   36.531    0.359    91.381   132.818
   93   19.708   19.691   36.531    0.361    92.374   132.621
   94   19.668   19.650   36.528    0.363    93.367   132.618
   95   19.629   19.611   36.527    0.365    94.360   132.268
   96   19.626   19.608   36.527    0.367    95.353   131.919
   97   19.626   19.608   36.527    0.369    96.346   131.883
   98   19.591   19.573   36.525    0.371    97.339   131.989
   99   19.554   19.535   36.523    0.373    98.332   131.758
  100   19.475   19.456   36.516    0.375    99.325   131.244
  101   19.361   19.342   36.508    0.377    100.318   130.794
  102   19.319   19.300   36.506    0.379    101.311   130.454
  103   19.310   19.291   36.505    0.381    102.304   130.366
  104   19.302   19.283   36.505    0.383    103.297   130.585
  105   19.238   19.219   36.500    0.385    104.290   130.620
  106   19.196   19.177   36.498    0.387    105.283   129.940
  107   19.176   19.157   36.496    0.388    106.276   129.778
  108   19.141   19.122   36.494    0.390    107.269   129.846
  109   19.122   19.103   36.493    0.392    108.262   129.628
  110   19.065   19.045   36.490    0.394    109.255   129.635
  111   19.008   18.988   36.488    0.396    110.248   129.908
  112   18.959   18.939   36.484    0.398    111.240   129.845
  113   18.945   18.924   36.483    0.400    112.233   128.832
  114   18.832   18.812   36.472    0.402    113.226   128.641
  115   18.692   18.671   36.464    0.404    114.219   128.920
  116   18.630   18.609   36.461    0.405    115.212   130.278
  117   18.580   18.559   36.460    0.407    116.205   131.038
  118   18.537   18.516   36.460    0.409    117.198   131.802
  119   18.515   18.494   36.459    0.411    118.191   131.865
  120   18.493   18.472   36.459    0.412    119.184   131.483
  121   18.471   18.450   36.458    0.414    120.177   131.544
  122   18.450   18.429   36.456    0.416    121.170   132.233
  123   18.430   18.408   36.453    0.418    122.163   133.335
  124   18.410   18.388   36.451    0.420    123.156   133.608
  125   18.368   18.346   36.444    0.421    124.148   132.178
  126   18.343   18.321   36.444    0.423    125.141   132.909
  127   18.332   18.310   36.445    0.425    126.134   133.638
  128   18.330   18.307   36.447    0.427    127.127   133.947
  129   18.331   18.308   36.447    0.428    128.120   134.324
