 station cast   lat    long    jday   mo/da/yr   gmt
  91      1   21.734 -92.319   283    10/10/21  0210 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.775   29.774   36.550    0.005    0.994   193.560
    2   29.775   29.774   36.550    0.010    1.988   193.586
    3   29.775   29.774   36.550    0.015    2.981   193.613
    4   29.775   29.774   36.550    0.020    3.975   193.639
    5   29.775   29.773   36.549    0.024    4.969   193.660
    6   29.775   29.774   36.549    0.029    5.963   193.640
    7   29.761   29.759   36.548    0.034    6.956   193.373
    8   29.740   29.738   36.548    0.039    7.950   193.525
    9   29.733   29.731   36.547    0.044    8.944   193.466
   10   29.726   29.724   36.547    0.049    9.938   193.602
   11   29.721   29.719   36.547    0.054    10.931   193.656
   12   29.717   29.714   36.548    0.059    11.925   193.702
   13   29.716   29.713   36.548    0.063    12.919   193.836
   14   29.714   29.710   36.548    0.068    13.913   193.484
   15   29.708   29.704   36.548    0.073    14.906   193.612
   16   29.703   29.699   36.547    0.078    15.900   193.770
   17   29.701   29.697   36.547    0.083    16.894   193.592
   18   29.697   29.693   36.547    0.088    17.887   193.640
   19   29.696   29.691   36.548    0.093    18.881   193.870
   20   29.694   29.689   36.549    0.098    19.875   193.533
   21   29.692   29.687   36.550    0.102    20.868   193.671
   22   29.689   29.684   36.550    0.107    21.862   193.269
   23   29.686   29.680   36.550    0.112    22.856   193.094
   24   29.686   29.680   36.551    0.117    23.849   194.034
   25   29.684   29.678   36.551    0.122    24.843   193.881
   26   29.681   29.675   36.551    0.127    25.837   193.305
   27   29.679   29.672   36.551    0.132    26.830   193.390
   28   29.679   29.672   36.552    0.137    27.824   193.487
   29   29.677   29.670   36.552    0.141    28.818   193.604
   30   29.672   29.665   36.551    0.146    29.811   193.422
   31   29.668   29.660   36.550    0.151    30.805   193.663
   32   29.667   29.659   36.550    0.156    31.799   193.444
   33   29.668   29.660   36.551    0.161    32.792   193.601
   34   29.669   29.661   36.553    0.166    33.786   193.412
   35   29.669   29.660   36.553    0.171    34.780   193.475
   36   29.666   29.657   36.553    0.175    35.773   193.721
   37   29.664   29.655   36.553    0.180    36.767   193.865
   38   29.662   29.653   36.553    0.185    37.760   193.907
   39   29.663   29.654   36.555    0.190    38.754   193.457
   40   29.659   29.649   36.555    0.195    39.748   193.427
   41   29.646   29.636   36.553    0.200    40.741   193.717
   42   29.584   29.574   36.546    0.205    41.735   193.514
   43   29.294   29.284   36.518    0.209    42.728   193.359
   44   28.906   28.896   36.481    0.214    43.722   194.228
   45   27.931   27.920   36.445    0.218    44.716   191.931
   46   27.652   27.641   36.437    0.223    45.709   189.870
   47   27.129   27.118   36.408    0.227    46.703   192.991
   48   26.247   26.236   36.349    0.231    47.696   201.046
   49   25.661   25.650   36.325    0.235    48.690   212.985
   50   25.247   25.236   36.288    0.238    49.683   219.336
   51   24.989   24.978   36.300    0.242    50.677   224.879
   52   24.736   24.724   36.303    0.246    51.670   224.065
   53   24.546   24.534   36.293    0.249    52.664   220.117
   54   24.236   24.224   36.269    0.252    53.657   217.645
   55   23.962   23.950   36.262    0.256    54.651   215.752
   56   23.765   23.754   36.265    0.259    55.645   214.093
   57   23.591   23.580   36.260    0.262    56.638   212.215
   58   23.397   23.385   36.253    0.265    57.632   210.613
   59   23.261   23.249   36.246    0.269    58.625   209.041
