 station cast   lat    long    jday   mo/da/yr   gmt
 107      1   23.088 -86.273   287    10/14/21  1743 
 
    File created by Jay Hooper - 13-Dec-2021   
            GOMECC4 Cruise Sep 2021 
             NOAA Ship Ronald H Brown
                  
 
     Primary (T,S,O) sensors - Calibrated CTD data   

   pr       te       th       sa       ht       ga       ox
dbars    deg c    deg c      psu  dyn. cm    gamma  umol/kg
    1   29.805   29.804   36.270    0.005    0.994   193.844
    2   29.805   29.804   36.269    0.010    1.987   193.870
    3   29.805   29.804   36.269    0.015    2.981   193.897
    4   29.805   29.804   36.269    0.020    3.975   193.923
    5   29.805   29.803   36.269    0.026    4.968   193.923
    6   29.803   29.801   36.269    0.031    5.962   194.427
    7   29.801   29.799   36.269    0.036    6.956   193.997
    8   29.799   29.798   36.269    0.041    7.949   193.590
    9   29.798   29.796   36.269    0.046    8.943   194.093
   10   29.796   29.794   36.269    0.051    9.937   194.121
   11   29.793   29.790   36.269    0.056    10.930   194.142
   12   29.790   29.787   36.269    0.061    11.924   193.980
   13   29.788   29.785   36.269    0.066    12.918   194.008
   14   29.787   29.784   36.270    0.071    13.911   194.285
   15   29.787   29.783   36.270    0.077    14.905   194.090
   16   29.785   29.781   36.270    0.082    15.899   194.126
   17   29.784   29.780   36.270    0.087    16.892   194.143
   18   29.783   29.779   36.270    0.092    17.886   193.701
   19   29.782   29.777   36.270    0.097    18.879   194.192
   20   29.780   29.775   36.270    0.102    19.873   194.059
   21   29.780   29.775   36.270    0.107    20.867   193.899
   22   29.780   29.775   36.270    0.112    21.860   194.015
   23   29.779   29.774   36.270    0.117    22.854   194.101
   24   29.779   29.773   36.270    0.122    23.847   193.961
   25   29.779   29.773   36.270    0.127    24.841   193.762
   26   29.779   29.773   36.270    0.133    25.835   193.928
   27   29.779   29.773   36.270    0.138    26.828   194.328
   28   29.779   29.772   36.270    0.143    27.822   194.338
   29   29.778   29.771   36.270    0.148    28.815   193.988
   30   29.778   29.771   36.270    0.153    29.809   193.961
   31   29.778   29.770   36.270    0.158    30.802   194.407
   32   29.778   29.770   36.270    0.163    31.796   194.335
   33   29.777   29.769   36.270    0.168    32.789   194.017
   34   29.778   29.769   36.270    0.173    33.783   193.750
   35   29.777   29.768   36.270    0.179    34.777   194.074
   36   29.777   29.768   36.270    0.184    35.770   194.151
   37   29.776   29.767   36.270    0.189    36.764   194.280
   38   29.777   29.767   36.270    0.194    37.757   193.800
   39   29.776   29.767   36.270    0.199    38.751   193.737
   40   29.775   29.765   36.270    0.204    39.744   194.321
   41   29.775   29.765   36.270    0.209    40.738   194.176
   42   29.774   29.764   36.270    0.214    41.731   194.026
   43   29.774   29.763   36.270    0.219    42.725   194.142
   44   29.773   29.762   36.269    0.224    43.718   194.074
   45   29.773   29.762   36.269    0.230    44.712   193.737
   46   29.771   29.759   36.268    0.235    45.705   193.945
   47   29.769   29.757   36.268    0.240    46.699   194.193
   48   29.765   29.753   36.267    0.245    47.692   194.331
   49   29.762   29.750   36.266    0.250    48.685   194.354
   50   29.746   29.734   36.263    0.255    49.679   194.591
   51   29.741   29.728   36.261    0.260    50.672   194.406
   52   29.732   29.719   36.259    0.265    51.666   194.963
   53   29.687   29.674   36.255    0.270    52.659   195.401
   54   29.572   29.559   36.251    0.275    53.653   197.155
   55   29.518   29.505   36.247    0.281    54.646   199.453
   56   29.498   29.484   36.248    0.286    55.640   199.594
   57   29.491   29.477   36.250    0.291    56.633   199.071
